대분류,파일명,컬럼명,유일값 수,범주 집합,같은 대분류 평균 유사도,다른 대분류 평균 유사도,유사도 차이
보건의료,116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,의료기관명,96,"['허유재병원', '씨엠병원', '광주새우리병원', '의료법인 토마스의료재단 안양윌스기념병원', '서울송도병원', '연세사랑병원', '의료법인 세경의료재단 새빛안과병원', '하나이비인후과병원', '온사랑병원', '재단법인 자생의료재단 창원자생한방병원']",0.030277631049618135,0.041584338481271674,-0.011306707431653538
보건의료,4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,주소,40326,"['경상남도 김해시 내외로 79 6층 (내동)', '충청남도 당진시 서부로 56 (채운동)', '세종특별자치시 한누리대로 253 에스빌딩 302~304호 (나성동)', '서울특별시 광진구 아차산로 219 5층 (화양동)', '전라북도 정읍시 우암로 21 (시기동)', '경기도 파주시 경의로 1074 삼융시네마 301~304306호 (야당동)', '경기도 김포시 김포한강4로 117 홍우프라자 704호 (장기동)', '경상북도 경주시 원화로 168 (인왕동)', '경기도 구리시 검배로 42 2층 201호 (수택동 구리백병원)', '경기도 오산시 오산로 79 301호 (갈곶동 리치타워)']",0.03010720951337719,0.04152926023457946,-0.011422050721202268
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,의료기관명,1525,"['연세이튼치과의원', '연세 혁신내과의원', '경희약손한의원', '지경보건진료소', '유펜세브란스치과의원', '박유인소아청소년과의원', '삼성수의원', '삼화보건지소', '선치과의원', '참조은치과의원']",0.029752463848992904,0.04112718540164053,-0.011374721552647626
보건의료,110_의료분쟁 조정분석 현황(2015.6.1.)_.csv,진료과목,21,"['응급의학과', '정형외과', '한방과', '신경과', '비뇨기과', '영상의학과', '신경외과', '성형외과', '안과', '흉부외과']",0.029750505201257504,0.02493805131711902,0.0048124538841384824
보건의료,121_국민건강보험공단_복지용구공급업체 정보검색_20240630.csv,주소,251,"['대구광역시 달서구 성서공단로58길 56-0(월암동) ', '경기도 포천시 메나리길 4-0(가산면) ', '경기도 파주시 경의로 1042-0(야당동) 더진빌딩 504호 ', '서울특별시 강서구 마곡중앙6로 11-0(마곡동) 4층 407호', '대구광역시 북구 학정로13길 25-0(태전동) ', '경상남도 창원시 마산회원구 자유무역2길 166-0(양덕동) ', '충청북도 단양군 별곡8길 12-0(단양읍) ', '경기도 의왕시 양지편2로 11-0(청계동) ', '경기도 광주시 문형산길 91-0(오포읍) ', '경기도 안성시 안성맞춤대로 469-0(미양면) ']",0.029520277970605507,0.04150271190740648,-0.011982433936800974
보건의료,103_전라남도_장애인센터현황_20240909.csv,주소,150,"['전라남도 여수시 화산3길 36 (화장동)', '전라남도 광양시 광양읍 남등1길 72-4', '전라남도 화순군 화순읍 만연로 66-3,   3층', '전라남도 광양시 구마10길 25 (중동)', '전라남도 화순군 화순읍 일심4길 3-1', '전라남도 목포시 영산로 350-3', '전라남도 광양시 광양읍 오성길 14', '전라남도 강진군 강진읍 중앙로 166-2', '전라남도 해남군 해남읍 신안길 2-21(다목적생활체육관 2층)', '전라남도 여수시 소라면 화양로 1953']",0.028937642162565527,0.04115024736869182,-0.012212605206126294
보건의료,116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,종별,4,"['한방병원', '종합병원', '병원', '요양병원']",0.02844221358952122,0.0188606951832527,0.00958151840626852
보건의료,4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,요양기관명,31527,"['씨엠병원', '오명성내과의원', '예쁜미인성형외과의원', '서소아청소년과의원', '바른피부과의원', '지경보건진료소', '외서면보건지소', '웰봄비에프소아청소년과의원', '갈운보건진료소', '숲이비인후과의원']",0.027971332913318065,0.03880758942666261,-0.010836256513344546
보건의료,117_건강보험심사평가원_병원급이상 진료과목별 시도별 진료비 통계_20231231.csv,시도,17,"['전남', '경기', '광주', '경북', '경남', '대구', '울산', '부산', '서울', '제주']",0.026646122963299566,0.02597667911992298,0.000669443843376586
보건의료,31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,표시과목명,28,"['정형외과', '신경과', '심장혈관흉부외과', '직업환경의학과', '한방', '핵의학과', '해당사항없음', '신경외과', '안과', '성형외과']",0.026213358111862005,0.006003876837135988,0.020209481274726018
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,의료기관종별,17,"['의원', '일반요양병원', '한의원', '종합병원', '치과병원', '보건진료소', '한방병원', '보건의료원', '병원', '보건소']",0.026057093454184107,0.01823237972822348,0.007824713725960625
보건의료,31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,요양기관명,64401,"['씨엠병원', '오명성내과의원', '조은 약국', '노형한마음약국', '예쁜미인성형외과의원', '원형한의원', '새복음약국', '네이처비뇨의학과의원 은평점', '웰봄비에프소아청소년과의원', '국제모아치과의원']",0.025492895616809376,0.03588173471337256,-0.010388839096563185
보건의료,96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,의료기관종별,10,"['병원', '보건소', '치과의원', '의원', '한의원', '정신병원', '종합병원', '요양병원(일반요양병원)', '한방병원', '보건지소']",0.025217729855012895,0.019091303223760483,0.006126426631252412
보건의료,13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진검사항목코드명,1129,"['흡연니코틴의존도', '소화기', 'C형간염표면항체정밀기준치', '결손치아(하악)', '기타질환', '폐암폐결절추적검사소견2', '비만평가', '기존위암환자', '흡연평가점수', '생활습관근력운동필요(2017년포함이전체중)']",0.024951344726686572,0.03433504786720261,-0.009383703140516036
보건의료,116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,소재지,55,"['경기 의왕시', '부산 사하구', '인천 미추홀구', '인천 미추홀구 ', '서울 강동구', '경기 부천시', '대구 중구', '경기 수원시', '전북 익산시', '대구 수성구 ']",0.024277201206332314,0.03412631309638745,-0.009849111890055138
보건의료,116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,지정분야,17,"['한방중풍', '뇌혈관', '대장항문', '알코올', '수지접합', '척추', '안과', '심장', '유방', '외과']",0.024209294972455664,0.02227411573145156,0.0019351792410041042
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,시도,18,"['충청남도', '경상남도', '부산광역시', '전라남도', '광주광역시', '대전광역시', '세종특별자치시', '전북특별자치도', '제주특별자치도', '경상북도']",0.02390414924500885,0.01062130431711435,0.0132828449278945
보건의료,31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,요양종별,16,"['의원', '상급종합병원', '한의원', '종합병원', '치과병원', '보건진료소', '한방병원', '보건의료원', '병원', '보건소']",0.022974707593019873,0.005687291805269241,0.017287415787750633
보건의료,4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,요양기관종별,10,"['병원', '보건소', '요양병원', '의원', '상급종합병원', '정신병원', '종합병원', '보건진료소', '보건의료원', '보건지소']",0.022627559436598506,0.005638402296308341,0.016989157140290166
보건의료,113_국민건강보험공단_신규 중증(암)등록환자의 암유형별 등록인원 현황_20221231.csv,암유형,29,"['대장암', '전립선암', '방광암', '소장암', '식도암', '기타암', '요관암', '자궁경부암', '신우암', '담도암']",0.022543465781270308,0.018764227848145337,0.003779237933124971
보건의료,110_의료분쟁 조정분석 현황(2015.6.1.)_.csv,처리결과,6,"['조정불성립', '화해중재판정', '부조정 결정', '조정성립', '부조정결정', '합의성립']",0.02244603127632637,0.018987027516169784,0.0034590037601565857
보건의료,108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,질환,4,"['비만', '이상지질', '당뇨', '고혈압']",0.022341906428253237,0.018865849491566652,0.003476056936686584
보건의료,118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,주상병코드,1664,"['F28', 'Z20', 'K10', 'O45', 'M03', 'N29', 'S39', 'U10', 'C52', 'G25']",0.02225337602064163,0.01929362643539749,0.002959749585244139
보건의료,118_건강보험심사평가원_의원급 표시과목별 상병 통계_20231231.csv,표시과목,26,"['정형외과', '신경과', '직업환경의학과', '핵의학과', '신경외과', '성형외과', '안과', '흉부외과', '진단검사의학과', '병리과']",0.022211171887913637,0.01100124055542433,0.011209931332489306
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,데이터기준일자,1,['2024-02-27'],0.021828411163293957,0.019907176486820072,0.0019212346764738847
보건의료,4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,표시과목,27,"['정형외과', '신경과', '심장혈관흉부외과', '직업환경의학과', '한방', '핵의학과', '해당사항없음', '신경외과', '안과', '성형외과']",0.02177688644957199,0.007887657641183548,0.013889228808388441
보건의료,106_국립암센터_24개종 암 유병률_20231228.csv,암종,25,"['자궁경부', '갑상선', '모든 암', '위', '신장', '호지킨림프종', '난소', '뇌 및 중추신경계', '자궁체부', '식도']",0.02168511423023162,0.027192173208765713,-0.005507058978534093
보건의료,13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진검사항목유형코드,169,"['A2114', 'A2108', 'D3404', 'A1114', 'A1101', 'A1113', 'D3114', 'D3607', 'M2105', 'F9004']",0.021623405516760025,0.01976627378733284,0.0018571317294271868
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,비고,1,['값이 없는 경우 미조사'],0.02149424240807257,0.019901070082728782,0.001593172325343787
보건의료,107_제주특별자치도_연도별건강조사주요지표현황_20240227.csv,담당부서,1,['건강관리과'],0.02149424240807257,0.019901070082728782,0.001593172325343787
보건의료,114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,행위코드,9109,"['AB912', 'IN010', 'HZ161', 'AB2AA', 'WM438', 'F6952', 'R3792', 'HI428', 'HI134', 'HE111']",0.02139450028938158,0.027924718356023052,-0.006530218066641471
보건의료,106_국립암센터_24개종 암 유병률_20231228.csv,국제질병분류,25,"['C82-C86,C96', 'C62', 'C54', 'Re.C00-C96', 'C64', 'C18-C20', 'C56', 'C67', 'C91-C95', 'C73']",0.021341270249575158,0.027190977295798276,-0.005849707046223118
보건의료,104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,병원,10,"['태 백', '인 천', '정 선', '순 천', '대 구', '안 산', '창 원', '동 해', '경 기', '대 전']",0.02097813789104853,0.02024039490711354,0.0007377429839349921
보건의료,108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,연령대,8,"['40~44세', '35~39세', '55~59세', '60~64세', '45~49세', '30~34세', '50~54세', '65~69세']",0.020975677633310447,0.020912666620177205,6.301101313324273e-05
보건의료,115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,구분2,21,"['목욕의자', '이동변기', '경사로(실내용)', '전동침대', '미끄럼방지용품', '자세변환쿠션', '요실금팬티', '수동침대', '실제인원', '간이변기']",0.020939532603379288,0.026257277570383677,-0.005317744967004389
보건의료,105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,진료년월,117,"['2021-10', '2019-10', '2022-08', '2021-05', '2020-05', '2014-08', '2014-09', '2021-11', '2017-02', '2017-09']",0.020422792429474812,0.024610209505121394,-0.004187417075646582
보건의료,31_건강보험심사평가원_요양기관 개설 현황_20231231.csv,개설일자,13168,"['1996-07-18', '2010-12-22', '2012-10-29', '1986-10-21', '1998-06-22', '1984-08-04', '2014-11-28', '2005-11-30', '2007-09-13', '2015-01-01']",0.020358508458744737,0.02217242592363379,-0.0018139174648890526
보건의료,115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,년월,3,"['2024-02', '2024-01', '2024-03']",0.020286411892516287,0.018324548302443962,0.0019618635900723255
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,학교소재지,50,"['벨라루스', '호주', '일본', '아일랜드', '볼리비아', '러시아', '키르기스스탄', '대전광역시', '체코', '르완다']",0.020180550472522055,0.007390319078631282,0.012790231393890773
보건의료,103_전라남도_장애인센터현황_20240909.csv,구분,7,"['장애인가족지원센터', '장애인지원센터', '장애인직업재활시설', '장애인생활이동지원센터', '장애인주간보호시설', '장애인복지관', '수어통역센터']",0.01978733723462648,0.01823824634553221,0.00154909088909427
보건의료,5-10_진료정보_피부염_시도.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.01970681433867449,0.01996275288796143,-0.00025593854928693954
보건의료,5-4_진료정보_감기_시도.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.01970681433867449,0.01996275288796143,-0.00025593854928693954
보건의료,5-6_진료정보_눈병_시도.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.01970681433867449,0.01996275288796143,-0.00025593854928693954
보건의료,5-8_진료정보_천식_시도.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.01970681433867449,0.01996275288796143,-0.00025593854928693954
보건의료,106_국립암센터_24개종 암 유병률_20231228.csv,성별,3,"['남자', '여자', '남녀전체']",0.019190437219393796,0.020454008596832968,-0.0012635713774391717
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,응시지역,7,"['대구광역시', '광주광역시', '대전광역시', '전주', '제주특별자치도', '서울특별시', '부산광역시']",0.0191365563653273,0.004564519448759517,0.014572036916567782
보건의료,86_보건복지부_시도별 암 발생자 분포_20201231.csv,시도,19,"['강원 Gangwon', '주소 모름 Unknown', '세종 Sejong', '경기 Gyeonggi', '전북 Jeonbuk', '제주 Jeju', '충남 Chungnam', '부산 Busan', '전남 Jeonnam', '경남 Gyeongnam']",0.018370918639292307,0.023131876294788398,-0.004760957655496091
보건의료,97_보건복지부_시도별 암 발생자 분포_20201231.csv,시도,19,"['강원 Gangwon', '주소 모름 Unknown', '세종 Sejong', '경기 Gyeonggi', '전북 Jeonbuk', '제주 Jeju', '충남 Chungnam', '부산 Busan', '전남 Jeonnam', '경남 Gyeongnam']",0.018370918639292307,0.023131876294788398,-0.004760957655496091
보건의료,115_국민건강보험공단_복지용구 품목별 이용현황_20240331.csv,구분1,2,"['대여', '구입']",0.017750393953045125,0.017294758620976406,0.0004556353320687191
보건의료,108_경기도 화성시_만성질환관리 프로그램 통계(운동)_20191231.csv,성별,2,"['녀', '남']",0.01754114528771165,0.01883153906083226,-0.00129039377312061
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,시군구명,18,"['철원군', '횡성군', '태백시', '홍천군', '고성군', '속초시', '강릉시', '정선군', '춘천시', '양양군']",0.01739116613404829,0.018361657464895625,-0.000970491330847336
보건의료,101_국립암센터_24개종 암발생률_20231228.csv,암종,25,"['자궁경부', '갑상선', '위', '신장', '호지킨림프종', '난소', '뇌 및 중추신경계', '자궁체부', '식도', '담낭 및 기타담도']",0.01654331631813257,0.017711915166307626,-0.0011685988481750544
보건의료,13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진유형상세구분코드,21,"['P31', 'X11', 'Q11', 'D35', 'M21', 'D36', 'P11', 'D33', 'A21', 'R35']",0.01622699054070495,0.017476569716381472,-0.0012495791756765226
보건의료,101_국립암센터_24개종 암발생률_20231228.csv,국제질병분류,25,"['C82-C86,C96', 'C62', 'C54', 'Re.C00-C96', 'C64', 'C18-C20', 'C56', 'C67', 'C91-C95', 'C73']",0.01619947233747611,0.017710719253340196,-0.0015112469158640868
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,개설구분,22,"['공립(시도립)', '사회적협동조합', '재단법인', '공립시군구립', '법인', '공공', '학교법인', '개인', '소비자생활협동조합', '사립']",0.01617356873566219,0.018034982021231185,-0.0018614132855689948
보건의료,121_국민건강보험공단_복지용구공급업체 정보검색_20240630.csv,제조구분,3,"['수입', '제조+수입', '제조']",0.016168908839874777,0.018150478704942397,-0.0019815698650676207
보건의료,105_질병관리청 국립마산병원_진료비 청구 현황_20230930.csv,서식,4,"['의료급여 입원', '건강보험 입원', '건강보험 외래', '의료급여 외래']",0.015311266846425666,0.01716604436090653,-0.0018547775144808626
보건의료,104_근로복지공단_소속병원진료현황통계_소속병원 산재입원환자 요양기간별 현황_20231231.csv,구분,1,['입 원'],0.015074494579347732,0.01740333088502478,-0.0023288363056770487
보건의료,116_건강보험심사평가원_전문병원 지정 현황_20210101.csv,구분,1,['4기'],0.015044503822341427,0.017388359166165913,-0.002343855343824487
보건의료,13_국민건강보험공단_건강검진검사항목코드_20240731.csv,건강검진유형구분코드,11,"['M', 'P', 'C', 'D', 'A', 'E', 'R', 'Q', 'F', 'X']",0.01450672017493669,0.016670365861061093,-0.0021636456861244026
보건의료,96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,수술실 유무,2,"['유', '무']",0.013057523666330471,0.01522296437317164,-0.0021654407068411683
보건의료,119_국민건강보험공단_당뇨병의료이용률_20221231.CSV,지표명,1,['당뇨병의료이용률'],0.012853659453868922,0.015480833309132453,-0.002627173855263532
보건의료,120_국민건강보험공단_고혈압의료이용률_20221231.CSV,지표명,1,['고혈압의료이용률'],0.012853659453868922,0.015480833309132453,-0.002627173855263532
보건의료,5-3_진료정보_감기_시군구.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.011768178298487812,0.01719876602415938,-0.005430587725671569
보건의료,5-5_진료정보_눈병_시군구.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.011768178298487812,0.01719876602415938,-0.005430587725671569
보건의료,5-7_진료정보_천식_시군구.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.011768178298487812,0.01719876602415938,-0.005430587725671569
보건의료,5-9_진료정보_피부염_시군구.csv,날짜,152,"['2023-11-08', '2024-02-20', '2024-02-13', '2024-01-26', '2024-02-15', '2023-12-27', '2023-12-11', '2023-11-10', '2024-02-02', '2023-12-28']",0.011768178298487812,0.01719876602415938,-0.005430587725671569
보건의료,95_국립암센터_암발생 통계 정보_20231228.csv,암종,25,"['자궁경부', '갑상선', '위', '신장', '호지킨림프종', '난소', '뇌 및 중추신경계', '자궁체부', '식도', '담낭 및 기타담도']",0.010821960389234532,0.007536278102850197,0.0032856822863843354
보건의료,96_대구광역시 북구_의료기관 수술실 현황_20240531.csv,데이터 기준일자,1,['2024-05-31'],0.01073721182089106,0.01448203917315113,-0.0037448273522600693
보건의료,101_국립암센터_24개종 암발생률_20231228.csv,성별,3,"['남자', '여자', '남녀전체']",0.01060010801824432,0.014957723032822076,-0.004357615014577756
보건의료,95_국립암센터_암발생 통계 정보_20231228.csv,발생연도,24,"['2000', '2006', '2018', '2019', '2003', '2005', '2002', '2012', '1999', '2016']",0.010456441140251153,0.007405899026708031,0.003050542113543122
보건의료,95_국립암센터_암발생 통계 정보_20231228.csv,국제질병분류,25,"['19. C73', '10. C50', '01. C00-C14', '13. C56', '05. C22', '23. C91-C95', '03. C16', '22. C90', '20. C81', '17. C67']",0.010417394769852843,0.007535082189882762,0.0028823125799700812
보건의료,95_국립암센터_암발생 통계 정보_20231228.csv,연령군,19,"['45-49세', '55-59세', '05-09세', '30-34세', '65-69세', '75-79세', '60-64세', '40-44세', '00-04세', '35-39세']",0.010326202097764097,0.006372563060256614,0.0039536390375074825
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,응급의료센터지정,2,"['지정', '비지정']",0.010305097677453686,0.010013988467867918,0.00029110920958576834
보건의료,98_강원특별자치도_의료시설 현황_20230821.csv,시도명,1,['강원특별자치도'],0.009927763661883774,0.006795858465863148,0.0031319051960206267
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,연령별,10,"['60~64세', '85세이상', '남계', '여계', '80~84세', '70~74세', '60세이상', '65세이상', '75~79세', '65~69세']",0.008974735549924392,0.004817495127547652,0.00415724042237674
보건의료,114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,입원외래구분,2,"['외래', '입원']",0.006557036683328172,0.003315456890717109,0.0032415797926110632
보건의료,95_국립암센터_암발생 통계 정보_20231228.csv,성별,3,"['남자', '여자', '남녀전체']",0.005312060645661055,0.00596579911014528,-0.0006537384644842246
보건의료,114_건강보험심사평가원_의료행위별 성별 입원외래별 건강보험 진료 통계_20231231.csv,성별,2,"['남', '여']",0.005122562040573842,0.007345683590968992,-0.0022231215503951502
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,합격여부,5,"['응시결격', '결시', '면제포기', '합격', '불합격']",0.004896524188394941,0.0020753658568413358,0.0028211583315536056
보건의료,22_보건복지부_시군구별 치매현황_20231231.csv,성별,3,"['전체', '남', '여']",0.004650430982420303,0.005310323531304265,-0.0006598925488839622
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,직종,3,"['의사(필기)', '의사(실기)', '의사']",0.0038056393807618335,0.0013735192031735588,0.0024321201775882747
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,졸업여부,2,"['졸업', '졸업예정']",0.0031543768711251746,0.0009156794687823714,0.002238697402342803
보건의료,12_한국보건의료인국가시험원_응시자 현황_의사_20240521.csv,성별,2,"['남', '여']",0.0026237866717497816,0.004945906169034266,-0.002322119497284484
산업고용,126_근로복지공단_지사별 진료비 지급현황_20221231.csv,지사명,64,"['서울지역본부', '서울서부지사', '순천지사', '대구서부지사', '통영지사', '서산지사', '경인지역본부', '수원지사', '김해지사', '서울관악지사']",0.0666489083572305,0.03799367953536926,0.028655228821861244
산업고용,128_한국장애인고용공단_장애인 표준사업장 현황_20231231.csv,소재지,690,"['서울특별시 금천구 범안로 15길 73, 3층', '대구광역시 북구 유통단지로 115, 3층(산격동, 대구우편집중국)', '인천광역시 남동구 남동서로 38', '경기도 성남시 중원구 둔촌대로 388, 4층 401호(상대원동, 크란츠테크노)', '경기도 김포시 대곶면 산자뫼로 127-22', '서울특별시 금천구 두산로 9길 28', '경상북도 영천시 금호읍 금창로 273', '서울특별시 중구 충무로 29, B303, 806호(초동, 아시아미디어타워)', '경상남도 양산시 물금읍 증산역로 135, 310호(퍼스트조양)', '경기도 수원시 영통구 영통로 331번길 12']",0.0625694668883206,0.037844903376122466,0.024724563512198136
산업고용,34_근로복지공단_직영병원 진료수가_20191231.csv,수가코드,10125,"['N0042900', 'E1011031', 'DOLCD15', 'R3792', 'C4743826', 'E1032245', 'DOKDRS', 'B115002A', 'DOTREM', 'DOABST']",0.06247581544438658,0.03813272805378123,0.024343087390605353
산업고용,34_근로복지공단_직영병원 진료수가_20191231.csv,한글수가명,10004,"['Hb A1c', 'TB PCR-Hybridization (body fluid)', '프라카논정 75mg', '집단 심리회복 프로그램(8인 이상)- 미술교실 (POP:예쁜손글씨 등)', '전기자극치료(마비근 자극치료 목적)', 'I-GEL SUPRAGLOTTIC AIRWAY(후두마스크)', '안검외반증수술[점막또는피부의식피술료포함]-간단[피부에한하는것]', 'Neisseria gonorrhoeae', '중금속검사(정량)ICP-ES법@ AAS법-Pb(Blood)', '베노카인액 100ml']",0.06247469072072441,0.03792398775375036,0.02455070296697405
산업고용,128_한국장애인고용공단_장애인 표준사업장 현황_20231231.csv,사업체명,694,"['(주)코이스', '(주)반들', '주식회사 김장독', '(사)한마음장애인복지회', '㈜참푸드팜', '(주)제일산업', '죠이프린라이프', '(주)유비텍정보기술', '㈜대한', '이수매니지먼트㈜']",0.062438382041441025,0.037759451222156695,0.02467893081928433
산업고용,128_한국장애인고용공단_장애인 표준사업장 현황_20231231.csv,인증번호,694,"['제2019-058호', '제2023-059호', '제2015-053호', '제2013-020호', '제2022-094호', '제2021-088호', '제2013-077호', '제2016-013호', '제2013-139호', '제2013-089호']",0.062438382041441025,0.037756090298829606,0.02468229174261142
산업고용,128_한국장애인고용공단_장애인 표준사업장 현황_20231231.csv,사업자등록번호,694,"['137-81-15954', '318-81-10674', '305-86-30140', '505-81-69764', '107-88-37994', '621-15-70404', '616-06-97767', '505-81-51997', '137-86-04388', '452-86-02445']",0.062438382041441025,0.037756090298829606,0.02468229174261142
산업고용,128_한국장애인고용공단_장애인 표준사업장 현황_20231231.csv,대표자,672,"['정태성', '하태복', '김성희', '류광진', '이상복', '김지현', '박순식', '김중혁', '양승현', '허찬']",0.06196764914634141,0.03804692586510879,0.02392072328123262
산업고용,113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,주소,6074,"['경남 창원시 성산구 창원대로 721 (중앙동, 창원병원)', '경기 평택시 안중읍 안현로 429 1층 (서울제일병원)', '경기 여주시 여흥로 124-1 (홍문동, 지상1층~지상3층)', '경기 수원시 팔달구 권광로 138 (인계동) 선경리빙프라자 3층', '경남 함양군 함양읍 용평길 44 (한마음연합의원)', '경기 안양시 동안구 시민대로 311 (관양동, 금강스마트빌딩 4층)', '광주 북구 매곡로 45 3층 301호 (매곡동)', '경기 군포시 금산로 104 태영빌딩 1,2,4층 (산본동)', '전북 남원시 용성로 100 (죽항동)', '광주 북구 첨단연신로91번길 42 (신용동)']",0.058573909458632806,0.03783104792491529,0.020742861533717516
산업고용,124_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,주소,6074,"['경남 창원시 성산구 창원대로 721 (중앙동, 창원병원)', '경기 평택시 안중읍 안현로 429 1층 (서울제일병원)', '경기 여주시 여흥로 124-1 (홍문동, 지상1층~지상3층)', '경기 수원시 팔달구 권광로 138 (인계동) 선경리빙프라자 3층', '경남 함양군 함양읍 용평길 44 (한마음연합의원)', '경기 안양시 동안구 시민대로 311 (관양동, 금강스마트빌딩 4층)', '광주 북구 매곡로 45 3층 301호 (매곡동)', '경기 군포시 금산로 104 태영빌딩 1,2,4층 (산본동)', '전북 남원시 용성로 100 (죽항동)', '광주 북구 첨단연신로91번길 42 (신용동)']",0.058573909458632806,0.03783104792491529,0.020742861533717516
산업고용,128_한국장애인고용공단_장애인 표준사업장 현황_20231231.csv,업종 및 주요생산품,586,"['사업지원 서비스업(사내물류, 헬스키퍼 등)', '음식점업(커피전문점 등)', '제조업, 도소매업(세척제, 화장품 등)', '사업지원서비스업(사무지원, 콜센터 등)', '서비스업(사회교육시설)', '도소매업(축산물)', '사업지원서비스업(세탁, 환경미화 등)', '제조업, 도소매업(농자재, 수소정수기 등)', '제조업(복사용지)', '제조업(의류, 잡화)']",0.05676573488462907,0.03681211073213484,0.01995362415249423
산업고용,113_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,의료기관명,5471,"['씨엠병원', '평화한의원', '사상참경희한의원', '한용 재활의학과의원', '신기고려정형외과 & 정신건강의학과의원', '영통9정형외과', '메디홈즈의원', '삼성본정형외과의원', '유진선정형외과의원', '(의)밝은마음의료재단워크런재활병원']",0.05542474616071405,0.03791395164054047,0.01751079452017358
산업고용,124_근로복지공단_산재보험 지정의료기관 현황정보_20231231.csv,의료기관명,5471,"['씨엠병원', '평화한의원', '사상참경희한의원', '한용 재활의학과의원', '신기고려정형외과 & 정신건강의학과의원', '영통9정형외과', '메디홈즈의원', '삼성본정형외과의원', '유진선정형외과의원', '(의)밝은마음의료재단워크런재활병원']",0.05542474616071405,0.03791395164054047,0.01751079452017358
