파일명,컬럼명,공통 특성 그룹,대표 특성
34_근로복지공단_직영병원 진료수가_20191231.csv,적용종료일자,70,
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,폐기물구분,71,
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,상호명,71,
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,폐기물종류,71,대표
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,연락처,71,
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,처리방법,71,
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,사업장주소,71,
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,신고기준년도,71,
35_대구광역시 북구_사업장폐기물배출자정보_20240502.csv,데이터기준일자,71,
36_대구광역시 북구_수경시설_20240501.csv,시설명,72,
36_대구광역시 북구_수경시설_20240501.csv,종류,72,대표
36_대구광역시 북구_수경시설_20240501.csv,소재지주소,72,
36_대구광역시 북구_수경시설_20240501.csv,운영시기,72,
36_대구광역시 북구_수경시설_20240501.csv,운영시작시각,72,
36_대구광역시 북구_수경시설_20240501.csv,운영종료시각,72,
36_대구광역시 북구_수경시설_20240501.csv,조성연도(재조성),72,
36_대구광역시 북구_수경시설_20240501.csv,비고,72,
36_대구광역시 북구_수경시설_20240501.csv,위도,72,
36_대구광역시 북구_수경시설_20240501.csv,경도,72,
36_대구광역시 북구_수경시설_20240501.csv,데이터기준일자,72,
37_대구광역시 북구_음식물쓰레기수거용기판매소_20240530.csv,업소명,73,
37_대구광역시 북구_음식물쓰레기수거용기판매소_20240530.csv,동별,73,
37_대구광역시 북구_음식물쓰레기수거용기판매소_20240530.csv,주소,73,
37_대구광역시 북구_음식물쓰레기수거용기판매소_20240530.csv,전화번호,73,대표
37_대구광역시 북구_음식물쓰레기수거용기판매소_20240530.csv,위도,73,
37_대구광역시 북구_음식물쓰레기수거용기판매소_20240530.csv,경도,73,
37_대구광역시 북구_음식물쓰레기수거용기판매소_20240530.csv,데이터기준일,73,
38_대구광역시 북구_특정토양오염관리대상시설_20240726.csv,시설명,74,
38_대구광역시 북구_특정토양오염관리대상시설_20240726.csv,소재지 도로명주소,74,
38_대구광역시 북구_특정토양오염관리대상시설_20240726.csv,위도,74,
38_대구광역시 북구_특정토양오염관리대상시설_20240726.csv,경도,74,대표
38_대구광역시 북구_특정토양오염관리대상시설_20240726.csv,데이터기준일자,74,
39_경찰청 서울특별시경찰청_경찰서별 5대범죄 발생 검거 현황_20231231.csv,구분,75,대표
39_경찰청 서울특별시경찰청_경찰서별 5대범죄 발생 검거 현황_20231231.csv,죄종,75,
39_경찰청 서울특별시경찰청_경찰서별 5대범죄 발생 검거 현황_20231231.csv,발생검거,75,
39_경찰청 서울특별시경찰청_경찰서별 5대범죄 발생 검거 현황_20231231.csv,건수,75,
3_전국배수펌프장표준데이터.csv,시설명,76,
3_전국배수펌프장표준데이터.csv,시도명,76,
3_전국배수펌프장표준데이터.csv,시군구명,76,
3_전국배수펌프장표준데이터.csv,소재지도로명주소,76,대표
3_전국배수펌프장표준데이터.csv,소재지지번주소,76,
3_전국배수펌프장표준데이터.csv,위도,76,
3_전국배수펌프장표준데이터.csv,경도,76,
3_전국배수펌프장표준데이터.csv,전화번호,76,
3_전국배수펌프장표준데이터.csv,설치년도,76,
3_전국배수펌프장표준데이터.csv,설치목적,76,
3_전국배수펌프장표준데이터.csv,데이터기준일자,76,
3_전국배수펌프장표준데이터.csv,제공기관코드,76,
3_전국배수펌프장표준데이터.csv,제공기관명,76,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,구분,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,중부서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,미추홀서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,남동서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,부평서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,서부서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,계양서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,강화서,77,대표
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,연수서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,삼산서,77,
40_경찰청 인천광역시경찰청_관서별 5대범죄 112신고건수 현황_20240314.csv,논현서,77,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,범죄중분류,77,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,범죄중분류,77,
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,연번,78,
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,시도청,78,
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,경찰서,78,
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,관서명,78,
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,구분,78,
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,전화번호,78,
41_경찰청_경찰관서 위치 주소 현황_20240731.csv,주소,78,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,03시00분-05시59분,78,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,단독주택_다가구_다중,78,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,아파트,78,대표
43_경찰청_범죄 발생 장소별 통계_20231231.csv,시장_노점,78,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,마사지업소,78,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,카페,78,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,체육시설,78,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,관공서,78,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,사회복지시설,78,
45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,살인,78,
46_경찰청_졸음운전 교통사고 현황_20221231.csv,사망_명,78,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,범죄대분류,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,범죄중분류,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,0시00분-02시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,03시00분-05시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,06시00분-08시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,09시00분-11시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,12시00분-14시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,15시00분-17시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,18시00분-20시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,21시00분-23시59분,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,미상,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,일,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,월,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,화,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,수,79,대표
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,목,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,금,79,
42_경찰청_범죄 발생 시간대 및 요일_20191231.csv,토,79,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,범죄대분류,79,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,다세대_연립,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,오피스텔_원룸,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,기타거주시설_기숙사 등,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,고속도로,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,자동차 전용도로,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,일반도로,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,통행로_보도_골목길,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,백화점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,대형할인점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,슈퍼마켓_소매점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,편의점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,시장_노점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,창고_매장창고한정,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,무인상점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,기타상점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,숙박업소_호텔_모텔_여관,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,목욕탕_찜질방_사우나,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,이발소_미용실,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,마사지업소,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,공중위생업소_기타,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,음식점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,카페,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,주점,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,단란_유흥주점_나이트_클럽_카바레,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,버스터미널_정류소,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,지하철역_전철역,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,기차역,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,여객선터미널,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,공항,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,버스,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,택시,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,자가용자동차,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,지하철_전철,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,기차,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,선박,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,비행기,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,교통수단내_기타,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,공연장_극장,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,체육시설,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,공원_놀이시설,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,게임장_(PC)방,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,기타_(DVD)방_유원지,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,어린이집_유치원,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,학교,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,도서관,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,학원,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,기타 교육시설,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,금융보험기관,80,대표
43_경찰청_범죄 발생 장소별 통계_20231231.csv,의료기관,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,종교시설,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,야외_산야,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,해안,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,폐가_공터,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,공중화장실,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,관공서,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,군사기지_군사시설,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,구금장소,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,사회복지시설,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,기타,80,
43_경찰청_범죄 발생 장소별 통계_20231231.csv,미상,80,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,연도,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,구분,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,해킹(계정도용),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,해킹(단순침입),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,해킹(자료유출),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,해킹(자료훼손),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,서비스거부공격,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,악성프로그램(랜섬웨어),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,악성프로그램(기타),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,기타 정보통신망 침해형 범죄,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버사기(직거래),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버사기(쇼핑몰),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버사기(게임),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버사기(이메일 무역사기),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버사기(기타),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(피싱),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(파밍),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(스미싱),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(메모리해킹),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(몸캠피싱),81,대표
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(메신저이용사기),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버금융범죄(기타),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,개인위치정보 침해,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버저작권침해,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,기타 정보통신망 이용형 범죄,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 음란물(일반음란물),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 음란물(아동음란물),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 음란물(불법촬영물유포),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 도박(스포츠토토),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 도박(경마 경륜 경정),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 도박(카지노),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 도박(기타),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 명예훼손(모욕),81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,사이버 스토킹,81,
44_경찰청_연도별 사이버 범죄 통계 현황_08_31_2020.csv,기타 불법 컨텐츠,81,
45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,발생년도,82,
45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,경찰서,82,
45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,살인,82,
45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,강도,82,
45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,절도,82,대표
45_경찰청_전국 경찰서별 강력범죄 발생 현황_20231231.csv,폭력,82,
46_경찰청_졸음운전 교통사고 현황_20221231.csv,연도,83,
46_경찰청_졸음운전 교통사고 현황_20221231.csv,도로종류,83,
46_경찰청_졸음운전 교통사고 현황_20221231.csv,사고_건,83,
46_경찰청_졸음운전 교통사고 현황_20221231.csv,사망_명,83,대표
46_경찰청_졸음운전 교통사고 현황_20221231.csv,부상_명,83,
47_고용노동부_안전관리전문기관 지정 현황_20240930.csv,연번,84,
47_고용노동부_안전관리전문기관 지정 현황_20240930.csv,기관명,84,
47_고용노동부_안전관리전문기관 지정 현황_20240930.csv,주소명,84,
47_고용노동부_안전관리전문기관 지정 현황_20240930.csv,전화번호,84,
47_고용노동부_안전관리전문기관 지정 현황_20240930.csv,지정관서,84,
48_광주광역시_CCTV_20240630.CSV,카메라대수,84,
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,연번,84,
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,적사함수,84,
51_대구광역시 북구_고압가스제조업_20240701.csv,연번,84,
52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,연번,84,
53_도로교통공단_사망 교통사고 정보_20231231.csv,사망자수,84,
57_소방청_시도 소방서 현황_20240630.csv,순번,84,
60_한국가스안전공사_전국 LPG 충전소 현황_20240926.csv,순번,84,
61_한국가스안전공사_전국 도시가스충전소 현황_20240926.csv,순번,84,
62_한국산업안전보건공단_건설업 공종별 세부공정 목록_20210910.csv,번호,84,
66_행정안전부_사고발생 현황_20221231.csv,2022년 인명피해현황_사망(명),84,
66_행정안전부_사고발생 현황_20221231.csv,2022년 인명피해현황_실종(명),84,
66_행정안전부_사고발생 현황_20221231.csv,2019년 발생건수 (건),84,대표
66_행정안전부_사고발생 현황_20221231.csv,2019년 인명피해현황_사망(명),84,
66_행정안전부_사고발생 현황_20221231.csv,2019년 인명피해현황_부상(명),84,
66_행정안전부_사고발생 현황_20221231.csv,2016년 발생건수 (건),84,
67_행정안전부_상습 결빙구간_20231222.csv,총길이(km),84,
48_광주광역시_CCTV_20240630.CSV,관리기관명,85,
48_광주광역시_CCTV_20240630.CSV,소재지지번주소,85,
48_광주광역시_CCTV_20240630.CSV,소재지도로명주소,85,
48_광주광역시_CCTV_20240630.CSV,카메라대수,85,대표
48_광주광역시_CCTV_20240630.CSV,카메라화소,85,
48_광주광역시_CCTV_20240630.CSV,촬영방면,85,
48_광주광역시_CCTV_20240630.CSV,보관일수,85,
48_광주광역시_CCTV_20240630.CSV,설치연도,85,
48_광주광역시_CCTV_20240630.CSV,위도,85,
48_광주광역시_CCTV_20240630.CSV,경도,85,
48_광주광역시_CCTV_20240630.CSV,데이터기준일자,85,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,소분류,86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,사망자(내국인),86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,사망자(외국인),86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,부상자(내국인),86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,부상자(외국인),86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,1000만원미만,86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,1000만원-2000만원,86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,2000만원-5000만원,86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,5000만원-1억,86,대표
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,1억-2억,86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,2억-5억,86,
49_국토안전관리원_건설안전사고 발생현황_20221231.csv,5억이상,86,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,요양기관명,87,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,주소,87,대표
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,시도명,88,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,시군구명,88,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,요양기관종별,88,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,표시과목,88,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,중환자실 병상수 소계,88,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,성인중환자실 병상수,88,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,소아중환자실 병상수,88,
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,신생아 중환자실 병상수,88,대표
4_건강보험심사평가원_의료기관별 감염병 및 중증환자 치료시설 현황 2022.6.csv,격리병실 병상수,88,
5-10_진료정보_피부염_시도.csv,날짜,89,대표
5-10_진료정보_피부염_시도.csv,시도지역코드,89,
5-10_진료정보_피부염_시도.csv,발생건수(건),89,
5-4_진료정보_감기_시도.csv,날짜,89,
5-6_진료정보_눈병_시도.csv,날짜,89,
5-8_진료정보_천식_시도.csv,날짜,89,
5-1_시군구지역코드.csv,시도지역코드,90,
5-1_시군구지역코드.csv,시군구지역코드,90,
5-1_시군구지역코드.csv,시군구명,90,대표
5-2_시도지역코드.csv,시도지역코드,91,대표
5-2_시도지역코드.csv,지역명,91,
5-4_진료정보_감기_시도.csv,시도지역코드,91,
5-6_진료정보_눈병_시도.csv,시도지역코드,91,
5-8_진료정보_천식_시도.csv,시도지역코드,91,
5-3_진료정보_감기_시군구.csv,날짜,92,대표
5-3_진료정보_감기_시군구.csv,시군구지역코드,92,
5-3_진료정보_감기_시군구.csv,발생건수(건),92,
5-5_진료정보_눈병_시군구.csv,날짜,92,
5-7_진료정보_천식_시군구.csv,날짜,92,
5-9_진료정보_피부염_시군구.csv,날짜,92,
5-5_진료정보_눈병_시군구.csv,시군구지역코드,93,대표
5-5_진료정보_눈병_시군구.csv,발생건수(건),93,
5-7_진료정보_천식_시군구.csv,시군구지역코드,93,
5-9_진료정보_피부염_시군구.csv,시군구지역코드,93,
5-6_진료정보_눈병_시도.csv,발생건수(건),94,
5-7_진료정보_천식_시군구.csv,발생건수(건),94,
5-8_진료정보_천식_시도.csv,발생건수(건),94,
5-9_진료정보_피부염_시군구.csv,발생건수(건),94,대표
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,행정동명,95,
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,설치장소,95,
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,적사함수,95,
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,관리기관(부서),95,
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,관리자 연락처,95,대표
50_대구광역시 북구_간선도로 적사함(제설함)_20240604.csv,데이터 기준일자,95,
51_대구광역시 북구_고압가스제조업_20240701.csv,업종,96,
51_대구광역시 북구_고압가스제조업_20240701.csv,업소명,96,
51_대구광역시 북구_고압가스제조업_20240701.csv,전화번호,96,
51_대구광역시 북구_고압가스제조업_20240701.csv,소재지도로명주소,96,
51_대구광역시 북구_고압가스제조업_20240701.csv,위도,96,대표
51_대구광역시 북구_고압가스제조업_20240701.csv,경도,96,
51_대구광역시 북구_고압가스제조업_20240701.csv,데이터기준일자,96,
52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,구분,97,
52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,건물명,97,
52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,주소,97,
52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,연면적(건축물),97,
52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,세대수(공동주택),97,대표
52_대구광역시 북구_기계설비 성능점검 대상 건축물_20240329.csv,데이터 기준일자,97,
53_도로교통공단_사망 교통사고 정보_20231231.csv,발생년,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,발생년월일시,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,주야,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,요일,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,사망자수,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,부상자수,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,중상자수,98,대표
53_도로교통공단_사망 교통사고 정보_20231231.csv,경상자수,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,부상신고자수,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,발생지시도,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,발생지시군구,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,사고유형_대분류,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,사고유형_중분류,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,사고유형,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,가해자법규위반,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,도로형태_대분류,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,도로형태,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,가해자_당사자종별,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,피해자_당사자종별,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,발생위치X,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,발생위치Y,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,경도,98,
53_도로교통공단_사망 교통사고 정보_20231231.csv,위도,98,
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,민방위급수시설구분,99,
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,민방위급수시설,99,
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,소재지도로명주소,99,
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,소재지지번주소,99,
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,급수능력,99,대표
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,급수인원수,99,
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,관리기관명,99,
54_부산광역시_수영구_민방위급수시설 현황_20241010.csv,데이터기준일자,99,
55_세종특별자치시_CCTV_20240531.csv,관리기관명,100,대표
55_세종특별자치시_CCTV_20240531.csv,소재지주소,100,
55_세종특별자치시_CCTV_20240531.csv,설치목적구분,100,
55_세종특별자치시_CCTV_20240531.csv,카메라대수,100,
55_세종특별자치시_CCTV_20240531.csv,관리기관전화번호,100,
55_세종특별자치시_CCTV_20240531.csv,위도,100,
55_세종특별자치시_CCTV_20240531.csv,경도,100,
55_세종특별자치시_CCTV_20240531.csv,데이터기준일자,100,
57_소방청_시도 소방서 현황_20240630.csv,본부명,101,
57_소방청_시도 소방서 현황_20240630.csv,소방서,101,대표
57_소방청_시도 소방서 현황_20240630.csv,주소,101,
57_소방청_시도 소방서 현황_20240630.csv,전화번호,101,
57_소방청_시도 소방서 현황_20240630.csv,FAX,101,
58_소방청_화재발생 정보_20231231.csv,화재발생년원일,102,대표
58_소방청_화재발생 정보_20231231.csv,시도,103,
58_소방청_화재발생 정보_20231231.csv,시군구,103,
58_소방청_화재발생 정보_20231231.csv,화재유형,103,
58_소방청_화재발생 정보_20231231.csv,발화요인대분류,103,
58_소방청_화재발생 정보_20231231.csv,발화요인소분류,103,
58_소방청_화재발생 정보_20231231.csv,인명피해(명)소계,103,
58_소방청_화재발생 정보_20231231.csv,부상,103,대표
58_소방청_화재발생 정보_20231231.csv,장소대분류,103,
58_소방청_화재발생 정보_20231231.csv,장소중분류,103,
58_소방청_화재발생 정보_20231231.csv,장소소분류,103,
