순번,행정구역,업소명,소재지,전화번호,관리구분
976,광주 광산구,(주)이지개발산업,광주광역시 광산구 무진대로 79,062-941-0306,자동차충전
977,광주 광산구,광산ICLPG충전소,광주광역시 광산구 사암로 860-38,062-951-2283,자동차+탱크
978,광주 광산구,공항LPG충전소,광주광역시 광산구 상무대로 441,062-944-2300,자동차충전
979,광주 광산구,부경LPG충전소,광주광역시 광산구 동곡로 542,062-943-5664,자동차충전
980,광주 광산구,더드론(주)수완충전소,광주광역시 광산구 왕버들로 197,062-961-3579,자동차충전
981,광주 광산구,(주)제일에너지 동곡점,광주광역시 광산구 동곡로 123,062-943-1600,자동차충전
982,광주 광산구,(주)진솔가스,광주광역시 광산구 영광로 3498,062-943-0630,자동차충전
983,광주 광산구,(주)반디이원,광주광역시 광산구 하남대로 361,062-961-8301,자동차충전
984,광주 광산구,(주)제일에너지,광주광역시 광산구 목련로 358,062-954-7227,자동차충전
985,광주 광산구,(유)남동진충전소,광주광역시 광산구 임방울대로 16,062-952-2382,자동차충전
986,광주 남구,광주LPG충전소,광주광역시 남구 송암로 106 광주LPG충전소,062-674-0771,용기+자동차+13kg용기
987,광주 남구,(주)반디가스,광주광역시 남구 송암로 28,062-655-8301,자동차충전
988,광주 남구,(주)한유에너지 대광충전소,광주광역시 남구 송암로24번나길 14-20 (주)한유에너지 대광충전소,062-676-8004,용기+탱크+13kg용기
989,광주 남구,(주)금정남광주LPG충전소,광주광역시 남구 서문대로 497,062-675-2306,자동차충전
990,광주 남구,금선에너지,광주광역시 남구 송암로24번나길 14-22(송하동),062-674-1789,용기+자동차+탱크+13kg용기
991,광주 남구,효천LPG충전소,광주광역시 남구 서문대로 297 SK LPG주유소,062-674-1482,자동차충전
992,광주 동구,(주)반디이원 지원점,광주광역시 동구 남문로 397,062-226-8301,자동차충전
993,광주 동구,동부충전소,광주광역시 동구 남문로 615,062-222-3971,자동차충전
994,광주 북구,디오LPG충전소,광주광역시 북구 빛고을대로 656,062-573-0093,자동차충전
995,광주 북구,동화가스(주),광주광역시 북구 각화대로 39,062-266-1881,용기+자동차+13kg용기
996,광주 북구,대성LPG충전소,광주광역시 북구 하서로176번길 18,062-571-9185,용기+자동차+13kg용기
997,광주 북구,(주)대창석유 국일충전소,광주광역시 북구 탁영로 11,062-262-2022,자동차충전
998,광주 북구,반디가스앤오일(주),광주광역시 북구 운신남길 146,062-523-8301,자동차충전
999,광주 북구,미래LPG충전소,광주광역시 북구 임방울대로 983,062-574-5700,자동차충전
1000,광주 북구,반디에너지 주식회사,광주광역시 북구 우치로 585,062-512-0400,자동차충전
1001,광주 북구,패밀리LPG충전소,광주광역시 북구 우치로 654,062-513-3824,자동차충전
1002,광주 북구,바로오케이충전소,광주광역시 북구 하남대로 763 (운암동) ,062-512-9300,자동차충전
1003,광주 북구,(주)무등엘피지충전소,광주광역시 북구 하서로 553 (본촌동) ,062-575-5188,자동차충전
1004,광주 북구,매일LPG충전소,광주광역시 북구 우치로 850,062-574-5182,자동차충전
1005,광주 북구,광주개인택시조합LPG충전소,광주광역시 북구 하서로 576 광주개인택시조합LPG충전소,062-572-7711,자동차충전
1006,광주 북구,동광주LPG충전소,광주광역시 북구 동문대로 560,062-266-0400,자동차충전
1007,광주 북구,(주)도시에너지,광주광역시 북구 무등로137번길 8 (신안동) ,062-529-4633,자동차충전
1008,광주 서구,기아 주식회사,광주광역시 서구 화운로 277,062-370-3393,자동차사
1009,광주 서구,MC Energy 충전소,광주광역시 서구 운천로 163,062-371-5557,용기+자동차+13kg용기
1010,광주 서구,(주)대동가스,광주광역시 서구 회재로 779 대동가스 충전소,062-682-5151,자동차충전
1011,광주 서구,풍암충전소이앤지,광주광역시 서구 회재로 766,062-674-0771,자동차충전
1012,광주 서구,대양서광주충전소,광주광역시 서구 풍서좌로 255,062-655-1500,자동차충전
1013,대구 군위군,군위IC충전소,대구광역시 군위군 군위읍 경북대로 3465 ,054-383-7783,자동차+13kg용기
1014,대구 군위군,동해가스산업(주),대구광역시 군위군 군위읍 경북대로 3465 ,054-383-5195,탱크로리
1015,대구 군위군,KH에너지(주)직영군위영천충전소(하. 영천방향),대구광역시 군위군 산성면 치산효령로 865-43 ,054-383-9014,자동차충전
1016,대구 군위군,(주)부자군위(상)충전소,대구광역시 군위군 군위읍 경북대로 4084 ,054-383-6114,자동차충전
1017,대구 군위군,(주)부자군위(하)충전소,대구광역시 군위군 군위읍 경북대로 4082 ,054-383-6117,자동차충전
1018,대구 군위군,(주)대흥엘피지,대구광역시 군위군 군위읍 군청로 127 ,054-383-9528,자동차충전
1019,대구 군위군,KH에너지(주)직영삼국유사군위충전소(상주방향),대구광역시 군위군 부계면 치산효령로 989-23 ,054-383-8842,자동차충전
1020,대구 남구,(주)경북가스남부충전소,대구광역시 남구 성당로 22 남부가스충전소,053-624-4834,자동차충전
1021,대구 달서구,대구개인택시운송사업조합제2충전소,대구광역시 달서구 와룡로 159,053-559-0102,자동차충전
1022,대구 달서구,구상엘피지충전소,대구광역시 달서구 성서4차첨단로 184,053-581-7700,자동차충전
1023,대구 달서구,남대구IC충전소,대구광역시 달서구 성서공단로 319,053-592-8600,자동차+13kg용기
1024,대구 달서구,(주)이엔아이,대구광역시 달서구 두류공원로 127,053-656-8017,자동차충전
1025,대구 달서구,대구LPG충전소,대구광역시 달서구 송현로 55 (상인동),053-632-3381,용기+자동차+13kg용기
1026,대구 달서구,대기에너지(주),대구광역시 달서구 달구벌대로 1631,053-553-8800,자동차충전
1027,대구 달서구,대천에너지,대구광역시 달서구 달서대로 109,053-581-5050,자동차충전
1028,대구 달서구,대성산업(주)구마충전소,대구광역시 달서구 구마로 67,053-521-9537,자동차충전
1029,대구 달서구,(주)화경 세영충전소,대구광역시 달서구 성서공단북로69길 33,053-581-6145,용기+탱크+13kg용기
1030,대구 달서구,(주)한성엘피지,대구광역시 달서구 성서공단로 346(월성동),053-593-3111,자동차충전
1031,대구 달서구,계명LPG충전소,대구광역시 달서구 달구벌대로 1250,053-584-5311,자동차충전
1032,대구 달성군,그린에너지프라자,대구광역시 달성군 논공읍 비슬로 1705,053-616-8008,자동차충전
1033,대구 달성군,가창엘피지충전소,대구광역시 달성군 가창면 가창로199길 19,053-768-1990,자동차충전
1034,대구 달성군,(주)한성엘피지옥포충전소,대구광역시 달성군 옥포면 옥포로 354,053-617-8010,자동차충전
1035,대구 달성군,문산엘피지충전소,대구광역시 달성군 다사읍 달구벌대로 432,053-584-7089,자동차충전
1036,대구 달성군,(주)한라석유논공(대구)충전소,대구광역시 달성군 논공읍 광주대구고속도로 170 ,070-430-0630,자동차충전
1037,대구 달성군,봄봄봄LPG충전소,대구광역시 달성군 구지면 달성2차로 161,053-615-5188,자동차충전
1038,대구 달성군,현풍(하)LPG충전소 풀무원식품(주),대구광역시 달성군 현풍면 성하길 119,053-614-2437,자동차충전
1039,대구 달성군,홍토가스충전소,대구광역시 달성군 논공읍 비슬로 1065,053-616-3800,자동차충전
1040,대구 달성군,(주)한라석유 논공(광주)충전소,대구광역시 달성군 논공읍 광주대구고속도로 169 ,070-430-0610,자동차충전
1041,대구 달성군,가람충전소,대구광역시 달성군 현풍면 비슬로 799,053-616-5183,자동차충전
1042,대구 달성군,(주)극동에어가스,대구광역시 달성군 구지면 유산리 608 ,,기타
1043,대구 달성군,달성엘피지충전소,대구광역시 달성군 현풍면 논공로 70,053-616-0777,자동차충전
1044,대구 동구,신대한LPG제1,대구광역시 동구 동부로 89,053-752-8411,자동차충전
1045,대구 동구,(주)경북가스,대구광역시 동구 효신로16길 122,053-751-7777,용기+자동차+13kg용기
1046,대구 동구,동도엘피지충전소,대구광역시 동구 안심로 34,053-962-1212,자동차충전
1047,대구 동구,동원LPG충전소,대구광역시 동구 혁신대로 386,053-963-6000,자동차충전
1048,대구 동구,율하LPG충전소,대구광역시 동구 안심로 24,053-956-3700,자동차충전
1049,대구 동구,주식회사이엔아이 아주LPG충전소,대구광역시 동구 공항로 149,053-985-9800,자동차충전
1050,대구 동구,케이케이(주)달구벌충전소,대구광역시 동구 동촌로 205,053-983-6051,자동차충전
1051,대구 동구,팔공산엘피지충전소,대구광역시 동구 팔공산로 279,053-986-8030,자동차충전
1052,대구 북구,대구개인택시운송조합 제5충전소,대구광역시 북구 팔달로 67,053-327-7710,자동차충전
1053,대구 북구,읍내IC충전소,대구광역시 북구 칠곡중앙대로 736,053-321-0095,자동차충전
1054,대구 북구,대구개인택시조합충전소,대구광역시 북구 검단로 산 174 A동,053-382-6300,자동차충전
1055,대구 북구,(주)팔달에너지,대구광역시 북구 칠곡중앙대로 132,053-314-4001,자동차충전
1056,대구 북구,서변엘피지충전소,대구광역시 북구 호국로 129 서변LPG충전소,053-939-1991,자동차충전
1057,대구 북구,북대구LPG충전소,대구광역시 북구 동북로 3,053-384-5177,자동차충전
1058,대구 북구,(주)칠곡아이씨충전소,대구광역시 북구 매천로 307,053-327-2277,용기+자동차+탱크+13kg용기+부탄캔
1059,대구 북구,경원LPG충전소,대구광역시 북구 사수로 432,053-312-2552,자동차+탱크
1060,대구 북구,(주)대평제2LPG충전소,대구광역시 북구 동북로 212,053-953-9000,자동차충전
1061,대구 북구,남경LPG충전소,대구광역시 북구 사수로 406,053-311-0311,자동차충전
1062,대구 북구,(주)한신가스,대구광역시 북구 노원로 229,053-354-6601,용기+자동차+탱크+13kg용기
1063,대구 북구,대성산업(주)대구가스부,대구광역시 북구 침산로 60,053-352-7081,용기+자동차+13kg용기
1064,대구 서구,신대한LPG,대구광역시 서구 서대구로 121,053-566-2609,자동차충전
1065,대구 서구,경북산소(주),대구광역시 서구 와룡로100길 54,053-562-1614,용기+탱크
1066,대구 서구,청구엘피지충전소,대구광역시 서구 국채보상로 92 청구LPG충전소,053-552-1123,자동차충전
1067,대구 서구,서대구IC충전소,"대구광역시 서구 북비산로 48 서대구IC충전소 , 주유소",053-566-0009,자동차충전
1068,대구 서구,대기에너지(주),대구광역시 서구 국채보상로 25,053-552-3000,자동차충전
1069,대구 서구,화성가스(주),대구광역시 서구 와룡로 346 화성가스(주),053-565-0223,용기+자동차+탱크+13kg용기
1070,대구 수성구,대구개인택시운송사업조합제1충전소,대구광역시 수성구 수성로 286,053-763-0153,자동차충전
1071,대구 수성구,(주)동일가스,대구광역시 수성구 청수로 1,053-762-8855,자동차충전
1072,대구 수성구,대공원충전소(주),대구광역시 수성구 동대구로 255,053-763-6022,자동차충전
1073,대구 수성구,(주)삼원에너지,대구광역시 수성구 달구벌대로 2780 수성충전소,053-759-7700,자동차충전
1074,대구 수성구,동대구가스충전소,대구광역시 수성구 국채보상로 913,053-755-0401,자동차충전
1075,대구 수성구,상동엘피지충전소,대구광역시 수성구 신천동로 51 상동LPG충전소,053-764-5050,자동차충전
1076,대전 대덕구,대화공단엘피지충전소,대전광역시 대덕구 아리랑로 63,042-638-0671,자동차충전
1077,대전 대덕구,대전LPG충전소,대전광역시 대덕구 대화로50번길 90,042-627-6334,용기+자동차+탱크+13kg용기
1078,대전 대덕구,대화LPG충전소,대전광역시 대덕구 대전로 1238,042-625-0344,자동차+탱크
1079,대전 대덕구,SK대전충전소,대전광역시 대덕구 대화로132번길 161 (대화동),042-622-4928,용기+탱크+13kg용기
1080,대전 대덕구,우성LPG충전소,대전광역시 대덕구 신탄진로 71,042-623-2188,자동차충전
1081,대전 대덕구,대덕밸리LPG충전소,대전광역시 대덕구 신탄진로 650 (평촌동),042-933-8090,자동차충전
1082,대전 대덕구,(주)회덕아이씨주유소충전소,대전광역시 대덕구 갑천도시고속도로 1084 (신대동),042-672-5151,자동차충전
1083,대전 대덕구,상서충전소,대전광역시 대덕구 신탄진로 484,042-932-6460,자동차충전
1084,대전 대덕구,대덕충전소,대전광역시 대덕구 대전로1331번길 460 (대화동),042-628-6460,자동차충전
1085,대전 대덕구,동대전충전소,"대전광역시 대덕구 대전로 1108, 한남로88번길 75",042-626-6460,자동차충전
1086,대전 대덕구,신탄진(상)LPG충전소,대전광역시 대덕구 산업단지로 27 신탄진(상)화물휴게소,042-934-2445,자동차충전
1087,대전 대덕구,갑천LPG충전소,대전광역시 대덕구 아리랑로55번길 187,042-635-4062,자동차충전
1088,대전 대덕구,시온가스충전소,대전광역시 대덕구 신탄진로 737,042-936-6568,자동차충전
1089,대전 대덕구,공단LPG충전소,대전광역시 대덕구 대덕대로 1408 공단LPG충전소,042-935-1365,자동차충전
1090,대전 대덕구,정민가스충전소,대전광역시 대덕구 대전로1020번길 47,042-623-0487,자동차충전
1091,대전 대덕구,신탄진충전소,대전광역시 대덕구 신탄진로 520,042-934-1051,자동차충전
1092,대전 대덕구,(주)중앙그린에너지2호점,대전광역시 대덕구 신탄진로 485 (상서동),042-931-0771,자동차충전
1093,대전 동구,대양가스충전소,대전광역시 동구 동대전로 312 대양가스,042-342-0017,자동차충전
1094,대전 동구,판암IC LPG충전소,대전광역시 동구 옥천로 309 LPG가스충전소,042-257-8898,자동차+13kg용기
1095,대전 동구,내트럭(주)남대전사업소,대전광역시 동구 대전로 1,042-271-5673,자동차충전
1096,대전 동구,남대전IC LPG충전소,대전광역시 동구 대전로 242,042-271-0046,자동차충전
1097,대전 동구,중도가스(주)대전영업소,대전광역시 동구 대전로 295 LG정유LPG충전소,042-282-2312,용기+자동차+탱크+13kg용기
1098,대전 동구,고속가스충전소,대전광역시 동구 성남2동 502-4,042-634-0002,자동차충전
1099,대전 서구,대전가스충전소,대전광역시 서구 도산로 218(변동),042-523-5897,자동차충전
1100,대전 서구,싱글벙글LPG충전소,대전광역시 서구 계백로1249번길 27(정림동),042-584-2006,자동차충전
1101,대전 서구,창성충전소,대전광역시 서구 갈마로 335,042-537-6460,자동차충전
1102,대전 서구,정림가스충전소,대전광역시 서구 계백로 1275  (정림동),042-523-8235,자동차충전
1103,대전 서구,(주)서정엘피지충전소,대전광역시 서구 계백로 1332,042-582-8131,자동차충전
1104,대전 서구,월평LPG충전소,대전광역시 서구 월드컵대로484번길 82-59 (월평동),042-522-9464,자동차충전
1105,대전 유성구,진잠유통단지LPG충전소,대전광역시 유성구 유성대로 148 ,042-544-1777,자동차충전
1106,대전 유성구,유성IC충전소,대전광역시 유성구 현충원로 509 (장대동),042-824-7175,자동차충전
1107,대전 유성구,유성학하충전소,대전광역시 유성구 진잠옛로135번길 76,042-825-8998,자동차충전
1108,대전 유성구,방동LPG충전소,대전광역시 유성구 계백로 473,042-545-7117,자동차충전
1109,대전 유성구,(주)황제충전소,대전광역시 유성구 대덕대로 1021 SKLPG황제충전소,042-861-3800,자동차충전
1110,대전 유성구,SK유성충전소,"대전광역시 유성구 현충원로 168 (갑동,SK가스유성충전소)",042-825-0405,자동차충전
1111,대전 유성구,송정가스충전소,대전광역시 유성구 계백로 34,042-586-2220,자동차충전
1112,대전 유성구,동학사LPG충전소,대전광역시 유성구 현충원로 137,042-822-5172,자동차충전
1113,대전 유성구,서대전IC충전소,대전광역시 유성구 진잠로 9 (원내동),042-545-5820,자동차충전
1114,대전 중구,동일석유(주)삼영LPG충전소,대전광역시 중구 대전천서로 749-1,042-252-6873,용기+자동차+탱크+13kg용기
1115,대전 중구,중도가스(주)서대전충전소,대전광역시 중구 오류로 63,042-531-1721,자동차충전
1116,대전 중구,(합)유한가스한밭에스콜 유한가스충전소,대전광역시 중구 유등천동로 780,042-222-2700,자동차충전
1117,대전 중구,대명가스충전소,대전광역시 중구 오류로 95,042-525-9002,자동차충전
1118,대전 중구,에스케이(SK)대진충전소,대전광역시 중구 대전천서로 755,042-255-5764,자동차충전
1119,대전 중구,대전개인택시충전소,대전광역시 중구 대둔산로 130,042-586-6460,자동차충전
1120,대전 중구,삼경가스(주)충전소,대전광역시 중구 문화로 8,042-582-0091,용기+자동차+13kg용기
1121,대전 중구,세일가스충전소,대전광역시 중구 봉소루로58번길 20,042-271-2271,자동차충전
1122,대전 중구,맘모스충전소,대전광역시 중구 대전천서로 767,042-257-8898,자동차충전
1123,부산 강서구,(주)지이에스_신항만에너지충전소,부산광역시 강서구 낙동남로 507 (녹산동),051-973-7625,자동차충전
1124,부산 강서구,(주)지원네트웍스 부산강서LPG충전소,부산광역시 강서구 낙동북로 310 (대저1동),051-972-0245,자동차충전
1125,부산 강서구,(주)배성에너지 대저충전소,부산광역시 강서구 체육공원로 24 (대저1동),051-941-9808,자동차충전
1126,부산 강서구,신항만충전소,부산광역시 강서구 가락대로 397,051-831-8219,자동차충전
1127,부산 강서구,(주)해민중공업,부산광역시 강서구 녹산산업중로 29 (송정동) ,051-266-7968,기타
1128,부산 강서구,신명지에너지,부산광역시 강서구 르노삼성대로 560,051-271-2464,자동차충전
1129,부산 강서구,죽림LPG충전소,부산광역시 강서구 호계로 102 (죽림동),051-941-2020,자동차충전
1130,부산 강서구,르노코리아 주식회사,부산광역시 강서구 르노삼성대로 61(신호동) 안전팀,051-979-9085,자동차충전
1131,부산 강서구,부산공항LPG충전소,부산광역시 강서구 공항로 459(대저동),051-973-4036,자동차충전
1132,부산 강서구,신공항LPG충전소,부산광역시 강서구 경전철로188번길 95 (대저동),051-941-3485,자동차충전
1133,부산 강서구,가락충전소,부산광역시 강서구 호계로 195 (죽동동),051-971-3430,자동차충전
1134,부산 금정구,신한가스(주),부산광역시 금정구 반송로 494,051-521-0300,자동차충전
1135,부산 금정구,(주)신진가스,부산광역시 금정구 반송로 433 (금사동),051-523-7948,자동차충전
1136,부산 금정구,(주)해연,부산광역시 금정구 개좌로 225-15 (회동동),051-528-1133,용기+탱크+13kg용기
1137,부산 기장군,(주)금륜에너지 삼성가스충전소,부산광역시 기장군 일광면 기장대로 693,051-722-5170,자동차충전
1138,부산 기장군,선암가스충전소,부산광역시 기장군 장안읍 기장대로 1451 선암LPG충전소,051-727-1212,자동차+13kg용기
1139,부산 기장군,은마석유(주)신아시아드충전소,부산광역시 기장군 일광면 기장대로 1000 아시아드LPG충전소,051-722-8701,자동차충전
1140,부산 기장군,월드컵충전소,부산광역시 기장군 일광면 기장대로 1216 월드컵충전소,051-727-1212,자동차+13kg용기
1141,부산 기장군,KH에너지(주)직영장안충전소(울산방향),부산광역시 기장군 장안읍 동해고속도로 26,051-728-5157,자동차충전
1142,부산 기장군,KH에너지(주)직영장안충전소(부산방향),부산광역시 기장군 장안읍 동해고속도로 25,051-728-5157,자동차충전
1143,부산 기장군,한국에너지산업(주),부산광역시 기장군 기장읍 기장대로413번길 38,051-722-5152,용기+자동차+탱크+13kg용기
1144,부산 기장군,동양가스산업(주),부산광역시 기장군 기장읍 기장대로 530 (청강리),051-721-6838,자동차충전
1145,부산 기장군,곰내터널충전소,부산광역시 기장군 정관읍 정관산업로 1143,051-728-2311,자동차충전
1146,부산 기장군,동부산LPG충전소,부산광역시 기장군 철마면 반송로 1022 (고촌리),051-723-2090,자동차충전
1147,부산 기장군,정관LPG충전소,부산광역시 기장군 정관읍 정관로 907,051-727-6224,자동차+13kg용기
1148,부산 기장군,이원기장오렌지충전소,부산광역시 기장군 기장읍 반송로 1415,051-722-9489,자동차충전
1149,부산 기장군,정림에너지,부산광역시 기장군 정관읍 신정관로 187 정림에너지,051-727-7867,자동차충전
1150,부산 남구,광진기업(주)대연영업소,부산광역시 남구 수영로 212(대연동),051-627-3133,자동차충전
1151,부산 동구,문화가스충전소,부산광역시 동구 중앙대로 348(초량동),051-463-5111,자동차충전
1152,부산 동구,마라톤가스(주)초량충전소,부산광역시 동구 중앙대로 310(초량동),051-463-5921,자동차충전
1153,부산 동구,개인택시남부LPG충전소,부산광역시 동구 성남로 42(좌천동),051-634-6500,자동차충전
1154,부산 동구,개인택시 중앙LPG충전소,부산광역시 동구 중앙대로 334 (초량동),051-463-4181,자동차충전
1155,부산 동구,한국가스산업(주),부산광역시 동구 자성로133번길 39 (범일동),051-635-3131,용기+자동차+13kg용기
1156,부산 동래구,(주)삼성에너지,부산광역시 동래구 명륜로 48 (수안동),051-555-3100,용기+자동차+13kg용기
1157,부산 북구,비케이에너지(주)동양가스충전소,부산광역시 북구 금곡대로 103 GS칼텍스동양가스주유소,051-333-0036,용기+자동차+13kg용기
1158,부산 북구,금곡역LPG충전소,부산광역시 북구 금곡대로 704 (금곡동),051-365-4665,자동차충전
1159,부산 북구,(주)삼보,부산광역시 북구 만덕대로 327-0 (주)삼보주유소,051-336-2000,자동차충전
1160,부산 북구,한국가스산업(주)구포충전소,부산광역시 북구 사상로 613 (구포동),051-304-6051,자동차충전
1161,부산 사상구,한국가스산업(주)사상영업소,부산광역시 사상구 가야대로 157(감전동),051-326-3131,용기+자동차+13kg용기
1162,부산 사상구,마라톤가스(주)서부충전소,부산광역시 사상구 낙동대로 1384 (삼락동),051-305-7948,자동차충전
1163,부산 사상구,주식회사엠에스가스학장충전소,부산광역시 사상구 학장로 165 (학장동),051-315-7174,자동차충전
1164,부산 사상구,(주)MS가스,부산광역시 사상구 가야대로176번길 92 (주)MS가스,051-325-5501,용기+13kg용기
1165,부산 사상구,대성산업(주) 강변대성충전소,부산광역시 사상구 강변대로 412(엄궁동),051-313-4028,자동차충전
1166,부산 사상구,(주)덕양에너지 직영 구덕산충전소,부산광역시 사상구 학감대로 102 (학장동),051-312-0085,자동차충전
1167,부산 사상구,마라톤가스(주) 팔성충전소,부산광역시 사상구 가야대로 75(감전동),051-314-3555,자동차+13kg용기
1168,부산 사상구,대성산업(주)부산대성충전소,부산광역시 사상구 사상로 339(덕포2동),051-303-4747,용기+자동차+13kg용기
1169,부산 사상구,극동유화(주)주례충전소,부산광역시 사상구 가야대로 203(주례동),051-322-4779,자동차+13kg용기
1170,부산 사상구,사상LPG충전소,부산광역시 사상구 학장로 21(학장동),051-327-9446,자동차충전
1171,부산 사상구,광신가스(주),부산광역시 사상구 낙동대로 939 (감전동),051-311-0131,용기+자동차+13kg용기
1172,부산 사상구,극동유화(주)감전충전소,부산광역시 사상구 낙동대로 878(감전동),051-320-8500,용기+자동차+탱크+13kg용기
1173,부산 사하구,은광가스충전소,부산광역시 사하구 사하로 90 (감천동),051-206-3326,용기+자동차+13kg용기
1174,부산 사하구,부산엘피지충전소,부산광역시 사하구 장림로 139,051-264-9752,자동차충전
1175,부산 사하구,사하LPG충전소,부산광역시 사하구 을숙도대로 585 (신평동) ,051-204-8630,자동차충전
1176,부산 사하구,광신가스(주)을숙도대로충전소,부산광역시 사하구 을숙도대로 530 (신평동),051-205-8800,자동차충전
1177,부산 사하구,광진기업(주)장림영업소,부산광역시 사하구 다대로 309 (장림동) ,051-263-3131,용기+자동차+13kg용기
1178,부산 사하구,(주)신광에너지 장림충전소,부산광역시 사하구 장림로 278 (장림동),051-263-7742,자동차충전
1179,부산 서구,(주)신광에너지,부산광역시 서구 충무대로 180 (남부민동),051-248-7365,용기+자동차+13kg용기
1180,부산 수영구,(주)수영에너지산업,부산광역시 수영구 수영로 749 (수영동),051-751-3436,자동차충전
1181,부산 연제구,부산개인택시엘피지충전소,부산광역시 연제구 월드컵대로 399 (거제동),051-507-8983,자동차충전
1182,부산 연제구,마라톤가스(주)새동래충전소,부산광역시 연제구 명륜로 15 (거제동),051-501-7635,자동차충전
1183,부산 영도구,영도LPG충전소,부산광역시 영도구 해양로 296 (동삼동),051-403-8987,자동차충전
1184,부산 영도구,영도충전소,부산광역시 영도구 영선대로 41 (영선동4가),051-415-1837,자동차충전
1185,부산 해운대구,이원해운대LPG충전소,부산광역시 해운대구 해운대로 1255 (송정동),051-704-9196,용기+자동차+탱크+13kg용기
1186,서울 강남구,(주)수서에너지,서울특별시 강남구 헌릉로 717 (세곡동) ,031-790-4133,자동차충전
1187,서울 강남구,(주)진양가스,서울특별시 강남구 도곡로 142,02-3463-6811,자동차충전
1188,서울 강남구,남서울가스(주),서울특별시 강남구 남부순환로 3154 남서울가스충전소,02-3411-4411,용기+자동차+13kg용기
1189,서울 강남구,복지강남충전소,서울특별시 강남구 밤고개로 200,02-4453-3300,자동차충전
1190,서울 강남구,대치에너지주식회사,서울특별시 강남구 남부순환로 3179,02-3412-2828,자동차충전
1191,서울 강동구,비자인터내셔날(주) 암사충전소,서울특별시 강동구 올림픽로 791 (암사동) ,02-3427-4244,자동차충전
1192,서울 강동구,복지상일충전소,서울특별시 강동구 천호대로 1452,02-4425-5583,자동차충전
1193,서울 강동구,복지둔촌충전소,서울특별시 강동구 동남로 563,02-4884-4892,자동차충전
1194,서울 강북구,국제가스공업(주),서울특별시 강북구 덕릉로24길 6,02-9885-5565,자동차충전
1195,서울 강북구,서울와사공업(주),서울특별시 강북구 도봉로 318 SK LPG 충전소,02-9021-1112,자동차충전
1196,서울 강북구,(주)청학에너지,서울특별시 강북구 한천로 833,02-9801-1163,자동차충전
1197,서울 강서구,공항로충전소,서울특별시 강서구 공항대로 468 공항로충전소,02-2653-7211,자동차충전
1198,서울 강서구,복지개화충전소,서울특별시 강서구 개화동로 416,02-2661-5151,자동차충전
1199,서울 강서구,복지마곡충전소,서울특별시 강서구 양천로 200(마곡동),02-2668-2377,자동차충전
1200,서울 강서구,방화동LPG충전소,서울특별시 강서구 양천로27길 261-40,02-2666-9033,자동차충전
1201,서울 강서구,한경에너지,서울특별시 강서구 개화동로 255 LPG 충전소,02-2064-0786,자동차충전
1202,서울 강서구,대영가스 충전소,서울특별시 강서구 양천로 242 A동(충전소사무동),02-2659-9520,자동차충전
1203,서울 강서구,(주)삼표에너지 김포충전소,서울특별시 강서구 오정로 390,02-2661-3111,용기+탱크+13kg용기
1204,서울 강서구,대흥에너지산업(주),서울특별시 강서구 곰달래로24길 19,02-2602-2448,자동차충전
1205,서울 강서구,오곡동충전소,서울특별시 강서구 벌말로 271,03-2684-9061,자동차충전
1206,서울 강서구,대양가스충전소,서울특별시 강서구 양천로 551 대양가스충전소,02-2668-5151,자동차충전
1207,서울 강서구,강서가스충전소,서울특별시 강서구 벌말로 266(오곡동),03-2682-9100,자동차충전
1208,서울 강서구,KH에너지(주)직영 활주로충전소,서울특별시 강서구 방화대로 26,03-2676-8289,자동차충전
1209,서울 관악구,명화가스(주),서울특별시 관악구 관악로 96,02-8870-0700,자동차충전
1210,서울 관악구,케이와이에너지(주)신림충전소,서울특별시 관악구 신림로 170(신림동),02-8823-3434,자동차충전
1211,서울 광진구,해양가스,서울특별시 광진구 자양로 77 해양가스,02-4442-2442,자동차충전
1212,서울 광진구,중곡충전소,서울특별시 광진구 동일로 323 중곡충전소,02-4674-4708,자동차충전
1213,서울 광진구,한양에너지(주),서울특별시 광진구 동일로 381 한양에너지(주),02-4678-8341,자동차충전
1214,서울 구로구,오승프라임산업(주),서울특별시 구로구 신정로 59 궁동 LPG충전소,02-2618-5500,자동차충전
1215,서울 구로구,개봉충전소,서울특별시 구로구 경인로 364 개봉LPG충전소,02-2685-2352,자동차충전
1216,서울 구로구,대성산업(주)오류동충전소,서울특별시 구로구 경인로8길 31,02-2612-0039,용기+자동차+13kg용기
1217,서울 구로구,한일가스산업(주),서울특별시 구로구 경인로 537 한일가스충전소,02-2675-2614,자동차충전
1218,서울 금천구,(주)중앙에너비스 삼중가스지점,서울특별시 금천구 시흥대로 316,07-0870-4587,자동차충전
1219,서울 노원구,(주)노일가스,서울특별시 노원구 동일로 1601 동일로가스,02-934-8851,자동차충전
1220,서울 노원구,복지공릉충전소,서울특별시 노원구 화랑로 826 (공릉동),02-3296-2903,자동차충전
1221,서울 노원구,태능가스(주),서울특별시 노원구 화랑로 405 태능가스충전소,02-9723-3031,자동차충전
1222,서울 노원구,복지노원충전소,서울특별시 노원구 동일로 1778,02-9349-9077,자동차충전
1223,서울 노원구,공릉동충전소,서울특별시 노원구 동일로 1113 공릉동충전소,02-9722-2254,자동차충전
1224,서울 노원구,(주)평안에너지,서울특별시 노원구 동일로210길 86 (중계동),02-9725-5274,자동차충전
