시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,설치년도,설치목적,데이터기준일자,제공기관코드,제공기관명
삼정배수펌프장,경상남도,김해시,,경상남도 김해시 삼정동 171,35.22753948,128.904547,055-330-4867,2006.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
삼정2배수펌프장,경상남도,김해시,,경상남도 김해시 삼정동 456-8,35.22572765,128.898507,055-330-4867,2018.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
회현배수펌프장,경상남도,김해시,,경상남도 김해시 강동 452-3,35.2138008,128.8839713453,055-330-4867,2010.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
외동배수펌프장,경상남도,김해시,,경상남도 김해시 전하동 1226,35.19995145,128.8633447,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
전하배수펌프장,경상남도,김해시,,경상남도 김해시 전하동 647-1,35.22078997,128.8673883,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
봉황배수펌프장,경상남도,김해시,,경상남도 김해시 봉황동 456-1,35.2341397146,128.8729527171,055-330-4867,2010.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
봉황대배수펌프장,경상남도,김해시,,경상남도 김해시 봉황동 469-2,35.22998287,128.8738361,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
봉황대2배수펌프장,경상남도,김해시,,경상남도 김해시 봉황동 46-10,35.22587549,128.8760109701,055-330-4867,2021.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
흥동맨홀배수펌프장,경상남도,김해시,,경상남도 김해시 흥동 544-61,35.22260833,128.8525343,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
선천맨홀배수펌프장,경상남도,김해시,,경상남도 김해시 풍유동 854,35.22488919,128.8486475,055-330-4867,2018.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
전하배수펌프장,경상남도,김해시,,경상남도 김해시 삼정동 559-55,35.21660932,128.9004164,055-330-4867,2018.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
주호배수펌프장,경상남도,김해시,,경상남도 김해시 진영읍 진영리 1755,35.3153906946,128.7345684735,055-330-4867,2015.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
진영동산배수펌프장,경상남도,김해시,,경상남도 김해시 진영읍 방동리 366,35.28494329,128.7129693,055-330-4867,2015.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
농소배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 농소리 621-3,35.21623204,128.8309848231,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
사덕배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 농소리 644-7,35.21029114,128.8284841,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
천곡1배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 56-1,35.23764264,128.8306853,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
천곡2배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 724-11,35.2348238849,128.8314120198,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
천곡3배수펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리 917-13,35.2330163187,128.8322088,055-330-4867,2012.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
한림토정배수펌프장,경상남도,김해시,,경상남도 김해시 한림면 장방리 288-1,35.31508591,128.797969,055-330-4867,1998.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
한림1구배수펌프장,경상남도,김해시,,경상남도 김해시 한림면 장방리 228-8,35.31825979,128.8032571,055-330-4867,1997.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
감노배수펌프장,경상남도,김해시,,경상남도 김해시 상동면 감노리 299-11,35.35081214,128.9215566691,055-330-4867,2002.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
신곡배수펌프장,경상남도,김해시,,경상남도 김해시 상동면 감노리 231-30,35.3460077,128.9272765,055-330-4867,2002.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
화현배수펌프장,경상남도,김해시,,경상남도 김해시 상동면 감노리 684,35.3368111416,128.9388825061,055-330-4867,2002.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
안막배수펌프장,경상남도,김해시,,부산광역시 강서구 대저1동 670-233,35.23195115,128.9935932,055-330-4867,2021.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
능동교배수펌프장,경상남도,김해시,,경상남도 김해시 부곡동 1167-1,35.2002368457,128.8026088141,055-330-4867,2022.0,주거지 등 침수예방,2024-08-08,5350000,경상남도 김해시
불암동 지하차도,경상남도,김해시,,경상남도 김해시 불암동221-2,35.22015309,128.92715858,055-330-4667,2010.0,도로 침수예방,2024-08-08,5350000,경상남도 김해시
동김해 지하차도,경상남도,김해시,,경상남도 김해시 삼정동169-1,35.22834919,128.9042881039,055-330-4667,2009.0,도로 침수예방,2024-08-08,5350000,경상남도 김해시
장유 무계지하차도,경상남도,김해시,,경상남도 김해시 무계동391-16,35.1997524126,128.8116662693,055-330-4667,2000.0,도로 침수예방,2024-08-08,5350000,경상남도 김해시
진례 테크노벨리 배수장,경상남도,김해시,,경상남도 김해시 진례면 고모리1304-6,35.2712973045,128.7652957888,055-330-4667,2018.0,도로 침수예방,2024-08-08,5350000,경상남도 김해시
한림 장방배수장,경상남도,김해시,,경상남도 김해시 한림면 장방리1253-60,35.3185153895,128.8025665,055-330-4667,2004.0,도로 침수예방,2024-08-08,5350000,경상남도 김해시
주촌 천곡 맨홀 펌프장,경상남도,김해시,,경상남도 김해시 주촌면 천곡리119-19번지,35.24135702,128.8292839,055-330-4667,2012.0,도로 침수예방,2024-08-08,5350000,경상남도 김해시
광안하수펌프장,부산광역시,수영구,부산광역시 수영구 광안해변로54번길 222,부산광역시 수영구 남천동148-100,35.14614421,129.1153254,051-610-4675,1992.0,하수처리,2024-08-07,3380000,부산광역시 수영구
검단배수펌프장,인천광역시,서구,인천광역시 서구 원당대로157번길 8,인천광역시 서구 오류동 1665-1,37.5909898711,126.620416524,032-560-5980,2012.0,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
가정배수펌프장,인천광역시,서구,,인천광역시 서구 신현동 307-14,37.5214999753,126.6639483508,032-560-5980,2015.0,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
가좌배수펌프장,인천광역시,서구,인천광역시 서구 가재울로6번길 2,인천광역시 서구 가좌3동 550,37.4817250427,126.6750426483,032-560-5980,1987.0,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
경서1배수펌프장,인천광역시,서구,,인천광역시 서구 오류동 1608,37.5652502019,126.6248180361,032-560-5980,2015.0,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
경서2배수펌프장,인천광역시,서구,,인천광역시 서구 오류동 1608,37.5652502019,126.6248180361,032-560-5980,2015.0,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
왕길배수펌프장,인천광역시,서구,인천광역시 서구 원당대로 332-1,인천광역시 서구 왕길동 64-308,37.5852390806,126.6404561874,032-560-5980,2015.0,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
백석배수펌프장,인천광역시,서구,,인천광역시 서구 백석동 152-72,37.5729674579,126.6612903244,032-560-5980,2015.0,저지대 침수 방지,2024-07-31,3560000,인천광역시 서구
