수가코드,한글수가명,산재단가금액,일반단가금액,건강단가금액,보호일반단가금액,산재일반단가금액,산재후유단가금액,감액가능품목여부,해당수가입력일자,적용시작일자,적용종료일자
J5121,외래환자 조제.복약지도료-21일분 이상 25일분,2480,3600,2480,2480,2480,2480,Y,2007-12-26,2019-01-01,2019-12-31
J5126,외래환자 조제.복약지도료-26일분 이상 30일분,2780,4040,2780,2780,2780,2780,Y,2007-12-26,2019-01-01,2019-12-31
J5130,내복약 조제약 13일분,1680,2440,1680,1680,1680,1680,Y,2001-11-21,2019-01-01,2019-12-31
J5131,외래환자 조제.복약지도료-31일분 이상 40일분,3330,4830,3330,3330,3330,3330,Y,2007-12-26,2019-01-01,2019-12-31
J5140,내복약 조제약 14일분,1790,2590,1790,1790,1790,1790,Y,2001-11-21,2019-01-01,2019-12-31
J5141,외래환자 조제.복약지도료-41일분 이상 50일분,3880,5630,3880,3880,3880,3880,Y,2007-12-26,2019-01-01,2019-12-31
J5150,내복약 조제약 15일분,1880,2730,1880,1880,1880,1880,Y,2001-11-21,2019-01-01,2019-12-31
J5151,외래환자 조제.복약지도료-51일분 이상 60일분,4430,6420,4430,4430,4430,4430,Y,2007-12-26,2019-01-01,2019-12-31
J5161,외래환자 조제.복약지도료-61일분 이상 70일분,4980,7220,4980,4980,4980,4980,Y,2007-12-26,2019-01-01,2019-12-31
J5171,외래환자 조제.복약지도료-71일분 이상 80일분,5530,8010,5530,5530,5530,5530,Y,2007-12-26,2019-01-01,2019-12-31
J5181,외래환자 조제.복약지도료-81일분 이상 90일분,6080,8810,6080,6080,6080,6080,Y,2007-12-26,2019-01-01,2019-12-31
J5191,외래환자 조제.복약지도료-91일분 이상,7070,10260,7070,7070,7070,7070,Y,2007-12-26,2019-01-01,2019-12-31
J1500,외용단독조제,210,300,210,210,210,210,Y,1991-01-01,2019-01-01,2019-12-31
J1600,내복 외용동시사용,100,150,100,100,100,100,Y,1991-01-01,2019-01-01,2019-12-31
J5500,외용단독조제,490,710,490,490,490,490,Y,2001-11-21,2019-01-01,2019-12-31
J5600,내복.외용 동시사용,240,350,240,240,240,240,Y,2001-11-21,2019-01-01,2019-12-31
J0043,주사제 무균조제료 일반주사제(1일당),2470,3580,2470,2470,2470,2470,Y,2000-12-27,2019-01-01,2019-12-31
85004,예방접종 시행비용(폐렴구균 백신),18800,0,0,0,18800,18800,N,2019-01-03,2019-01-03,
85005,예방접종 시행비용(인플루엔자 백신),18800,0,0,0,18800,18800,N,2019-10-22,2019-01-03,
KK010,근육내주사,1150,1670,1150,1150,1150,1150,Y,2002-01-23,2019-01-01,2019-12-31
KK010A,피하 근육내주사(주사수기료),1150,1670,1150,1150,1150,1150,Y,2002-03-08,2019-01-01,2019-12-31
KK156,항암제주입피하내주사,1920,2790,1920,1920,1920,1920,Y,1991-01-01,2019-01-01,2019-12-31
KK020,정맥내주사,1660,2410,1660,1660,1660,1660,Y,1991-01-01,2019-01-01,2019-12-31
KK02002B,네비도 주사요법,120000,120000,120000,120000,120000,120000,N,2017-12-18,2019-01-01,2019-12-31
KK02003B,예나스테론 주사요법,40000,40000,40000,40000,40000,40000,N,2017-12-18,2019-01-01,2019-12-31
KK02004B,마늘주사요법,10000,10000,10000,10000,10000,10000,N,2017-12-18,2019-01-01,2019-12-31
KK02005B,태반주사요법,10000,10000,10000,10000,10000,10000,N,2017-12-18,2019-01-01,2019-12-31
KK02006B,혈액순환주사요법,20000,20000,20000,20000,20000,20000,N,2017-12-18,2019-01-01,2019-12-31
KK02007B,면역주사요법,30000,30000,30000,30000,30000,30000,N,2017-12-18,2019-01-01,2019-12-31
KK02008B,활력주사요법,30000,30000,30000,30000,30000,30000,N,2017-12-18,2019-01-01,2019-12-31
KK020A,정맥내주사(주사수기료),1660,2410,1660,1660,1660,1660,Y,2013-12-31,2019-01-01,2019-12-31
KK151,항암제주입정맥내일시주사(1일당),4210,6100,4210,4210,4210,4210,Y,1991-01-01,2019-01-01,2019-12-31
KK051,100cc 미만 수액수기료,1300,1890,1300,1300,1300,1300,Y,1991-01-01,2019-01-01,2019-12-31
KK052,500CC 수액 수기료,2420,3500,2420,2420,2420,2420,Y,1991-01-01,2019-01-01,2019-12-31
KK052A,500CC 수액 수기료(주사수기료),2420,3500,2420,2420,2420,2420,Y,2013-12-31,2019-01-01,2019-12-31
KK053,1000CC 수액 수기료,2960,4300,2960,2960,2960,2960,Y,1991-01-01,2019-01-01,2019-12-31
KK058,정밀지속적점적주입(INFUSION PUMP),2030,2030,2030,2030,2030,2030,Y,1991-01-01,2019-01-01,2019-12-31
KK152,항암제주입 100ml미만,3040,4400,3040,3040,3040,3040,Y,1991-01-01,2019-01-01,2019-12-31
KK153,항암제주입 100ml-500ml(1병or포장단위),4380,6350,4380,4380,4380,4380,Y,1991-01-01,2019-01-01,2019-12-31
KK154,항암제주입 501ml-1000ml(1병당),5480,7940,5480,5480,5480,5480,Y,1991-01-01,2019-01-01,2019-12-31
KK161,급속항온주입시 주입료 100ml 미만(병당)-5병까지,1300,1890,1300,1300,1300,1300,Y,2004-11-03,2019-01-01,2019-12-31
KK162,급속항온주입시 주입료 100ml~500ml(병당@ 5병까지),2260,3280,2260,2260,2260,2260,Y,2004-11-03,2019-01-01,2019-12-31
KK163,급속항온주입시 주입료(501-1000ml@ 병당) 5병까지,2740,3970,2740,2740,2740,2740,Y,2004-11-03,2019-01-01,2019-12-31
KK164,급속항온주입시 주입료(100ml 미만@병당)-6병부터,720,1040,720,720,720,720,Y,2004-11-03,2019-01-01,2019-12-31
KK165,급속항온주입시 주입료(100-500ml-병당)6병부터,1200,1740,1200,1200,1200,1200,Y,2004-11-03,2019-01-01,2019-12-31
KK166,급속항온주입기 주입료(501-1000ml. 병당)6병부터,1440,2090,1440,1440,1440,1440,Y,2004-11-03,2019-01-01,2019-12-31
KK031,동맥주사(내장),12180,17650,12180,12180,12180,12180,Y,1991-01-01,2019-01-01,2019-12-31
KK032,심장내주사,11460,16610,11460,11460,11460,11460,Y,2002-11-02,2019-01-01,2019-12-31
KK033,동맥주사(기타),6540,9490,6540,6540,6540,6540,Y,1991-01-01,2019-01-01,2019-12-31
KK041,생물학적제제주사(가스괴저항독소),3280,4750,3280,3280,3280,3280,Y,1991-01-01,2019-01-01,2019-12-31
KK042,생물학적제제주사(항사독혈청),4130,5980,4130,4130,4130,4130,Y,1991-01-01,2019-01-01,2019-12-31
KK043,생물학적제제주사(디프테리아항독소),3280,4750,3280,3280,3280,3280,Y,1991-01-01,2019-01-01,2019-12-31
KK044,생물학적제제주사(광견병왁진),3120,4520,3120,3120,3120,3120,Y,1991-01-01,2019-01-01,2019-12-31
KK045,생물학적제제주사(파상풍항독소),2850,4130,2850,2850,2850,2850,Y,1991-01-01,2019-01-01,2019-12-31
KK046,생물학적제제주사(외이루씨병치료혈청),4130,5980,4130,4130,4130,4130,Y,1991-01-01,2019-01-01,2019-12-31
KK047,생물학적제제주사(보툴리누스항독소),3810,5520,3810,3810,3810,3810,Y,1991-01-01,2019-01-01,2019-12-31
KK054,IV side injection,1110,1620,1110,1110,1110,1110,Y,2002-01-11,2019-01-01,2019-12-31
KK061,신경간내주사,7960,11540,7960,7960,7960,7960,Y,1991-01-01,2019-01-01,2019-12-31
KK062,건초내주사,6960,10100,6960,6960,6960,6960,Y,2002-01-05,2019-01-01,2019-12-31
KK062A,건초내주사(주사수기료),6960,10100,6960,6960,6960,6960,Y,2013-12-31,2019-01-01,2019-12-31
KK070,골수내주사,18410,26700,18410,18410,18410,18410,Y,1991-01-01,2019-01-01,2019-12-31
KK081,뇌척수강주사(요추천자),27930,40490,27930,27930,27930,27930,Y,1991-01-01,2019-01-01,2019-12-31
KK082,뇌척수강주사(후두하 경지주막하천자),25140,36450,25140,25140,25140,25140,Y,1991-01-01,2019-01-01,2019-12-31
KK083,뇌척수강주사(뇌실천자),117620,170550,117620,117620,117620,117620,Y,1991-01-01,2019-01-01,2019-12-31
KK090,관절강내주사,12420,18010,12420,12420,12420,12420,Y,1991-01-01,2019-01-01,2019-12-31
KK090A,관절강내주사(주사수기료),12420,18010,12420,12420,12420,12420,Y,2013-12-31,2019-01-01,2019-12-31
KK100,기관내주입,15700,22770,15700,15700,15700,15700,Y,1991-01-01,2019-01-01,2019-12-31
KK110,결막하주사,3780,5490,3780,3780,3780,3780,Y,1991-01-01,2019-01-01,2019-12-31
KK120,각막하주사,11750,17040,11750,11750,11750,11750,Y,1991-01-01,2019-01-01,2019-12-31
KK130,구후주사,7950,11530,7950,7950,7950,7950,Y,1991-01-01,2019-01-01,2019-12-31
KK135,비갑개내주사,5430,7870,5430,5430,5430,5430,Y,1991-01-01,2019-01-01,2019-12-31
KK140,후두내주입,8300,12040,8300,8300,8300,8300,Y,1991-01-01,2019-01-01,2019-12-31
KK155,항암제주입(동맥내주사),13060,18940,13060,13060,13060,13060,Y,1991-01-01,2019-01-01,2019-12-31
KK160,급속항온주입[1회당],17820,25840,17820,17820,17820,17820,Y,2004-11-03,2019-01-01,2019-12-31
KX001,전립선내 주사,34280,49710,34280,34280,34280,34280,Y,2017-03-23,2019-01-01,2019-12-31
X4000,교환(혈액 검사비용 포함),97030,97030,97030,97030,97030,97030,Y,2001-01-01,2019-01-01,2019-12-31
L0101,정맥마취(전신마취),59910,86870,59910,59910,59910,59910,Y,2001-12-26,2019-01-01,2019-12-31
L0102,정맥마취(부위(국소)마취),51430,74570,51430,51430,51430,51430,Y,2001-12-26,2019-01-01,2019-12-31
L0103,정맥마취 감시하전신마취,78130,113300,78130,78130,78130,78130,Y,2015-08-31,2019-01-01,2019-12-31
L0103ASA,정맥마취 감시하전신마취(ASA-PS3 이상 환자),78130,113300,78130,78130,78130,78130,Y,2019-12-31,2019-09-01,2019-12-31
L1211,전신마취(기관내삽관),96430,139800,96430,96430,96430,96430,Y,2014-07-27,2019-01-01,2019-12-31
L1211900,전신마취(기관내삽관)-개두술마취,96430,139800,96430,96430,96430,96430,Y,2014-07-27,2019-09-01,2019-12-31
L1211ASA,전신마취(기관내삽관)(ASA-PS 3이상 환자),96430,139800,96430,96430,96430,96430,Y,2019-12-31,2019-09-01,2019-12-31
L1212,마스크에의한폐쇄순환식전신마취관리기본[1시간기준],92930,134700,92930,92930,92930,92930,Y,2014-07-27,2019-01-01,2019-12-31
L1212ASA,전신마취(마스크)ASA-PS 3이상 환자,92930,134700,92930,92930,92930,92930,Y,2019-12-31,2019-09-01,2019-12-31
L1213,척추마취관리기본[1시간기준],78280,113500,78280,78280,78280,78280,Y,2014-07-27,2019-01-01,2019-12-31
L1214,경막외마취관리기본[1시간기준],77270,112000,77270,77270,77270,77270,Y,2014-07-27,2019-01-01,2019-12-31
L1215,상박신경총차단마취관리기본[1시간기준],88240,127900,88240,88240,88240,88240,Y,2014-07-27,2019-01-01,2019-12-31
L1216,척추경막외마취,82570,119700,82570,82570,82570,82570,Y,2017-06-30,2019-01-01,2019-12-31
L1310,마취중 말초산소포화도감시,2400,3480,2400,2400,2400,2400,Y,2002-12-26,2019-01-01,2019-12-31
L1320,마취중 중심정맥압감시(카테타삽입료포함),57260,83030,57260,57260,57260,57260,Y,2002-12-26,2019-01-01,2019-12-31
L1330,마취중 침습적동맥압감시(카테타삽입료포함),41060,59540,41060,41060,41060,41060,Y,2002-12-26,2019-01-01,2019-12-31
LA201,경막외 주입(Epidural PCA)-시술당일-주입로 확보 및 Infusor 장착을 모두 실시한 경우,51460,74610,51460,51460,51460,51460,Y,2017-02-01,2019-01-01,2019-12-31
LA202,경막외 주입(Epidural PCA)-시술당일-확보된 주입로에 Infusor만 연결하는 경우,15690,22750,15690,15690,15690,15690,Y,2017-02-01,2019-01-01,2019-12-31
LA203,경막외 주입(Epidural PCA)-익일 이후,14570,21130,14570,14570,14570,14570,Y,2017-02-01,2019-01-01,2019-12-31
LA204,정맥내 주입(IV PCA)-시술당일-주입로 확보 및 Infusor 장착을 모두 실시한 경우,25730,37310,25730,25730,25730,25730,Y,2017-02-01,2019-01-01,2019-12-31
LA205,정맥내 주입(IV PCA)-시술당일-확보된 주입로에 Infusor만 연결하는 경우,8400,12180,8400,8400,8400,8400,Y,2017-02-01,2019-01-01,2019-12-31
LA206,정맥내 주입(IV PCA)-익일 이후,7290,10570,7290,7290,7290,7290,Y,2017-02-01,2019-01-01,2019-12-31
LA210,지주막하 신경차단술,34310,49740,34310,34310,34310,34310,Y,1991-01-01,2019-01-01,2019-12-31
LA222,피하터널식 카테터삽입에의한 지속적 경막외 신경 차단술,71740,104020,71740,71740,71740,71740,Y,1991-01-01,2019-01-01,2019-12-31
LA223,피하터널식 카테터 삽입에의한 지속적 경막외 신경차단(익일이후,15210,22060,15210,15210,15210,15210,Y,1991-01-01,2019-01-01,2019-12-31
LA224,피하매몰 저장기펌퍼삽입술에의한 지속적 경막외 신경차단술(카테터삽입당일),148270,214990,148270,148270,148270,148270,Y,1991-01-01,2019-01-01,2019-12-31
LA225,피하매몰 저장기펌프 삽입술에의한 지속적 경막외신경차단술(익일이후1일당),15120,21920,15120,15120,15120,15120,Y,1991-01-01,2019-01-01,2019-12-31
LA226,비터널식 카테터 삽입에의한 지속적경막외 신경차단술(당일),51460,74610,51460,51460,51460,51460,Y,1991-01-01,2019-01-01,2019-12-31
LA227,비터널식 카테터삽입에의한 지속적경막외 신경차단술(익일이후 1일당),14570,21130,14570,14570,14570,14570,Y,1991-01-01,2019-01-01,2019-12-31
LA228,경막외패치술,39610,57440,39610,39610,39610,39610,Y,1991-01-01,2019-01-01,2019-12-31
LA232,뇌신경말초지차단술-안면신경,23690,34340,23690,23690,23690,23690,Y,2002-12-31,2019-01-01,2019-12-31
LA233,뇌신경말초지차단술-설인신경,23690,34340,23690,23690,23690,23690,Y,2002-12-31,2019-01-01,2019-12-31
LA234,뇌신경말초지차단술-접구개신경절,67080,97270,67080,67080,67080,67080,Y,2002-12-31,2019-01-01,2019-12-31
LA241,척수신경말초지차단술-대소후두신경,20660,29960,20660,20660,20660,20660,Y,2002-12-31,2019-01-01,2019-12-31
LA242,척수신경말초지차단술-상후두신경,18790,27240,18790,18790,18790,18790,Y,2002-12-31,2019-01-01,2019-12-31
LA243,척수신경말초지차단술-후두신경,18790,27240,18790,18790,18790,18790,Y,2002-12-31,2019-01-01,2019-12-31
LA244,척수신경말초지차단술-횡격막신경,19070,27660,19070,19070,19070,19070,Y,2002-12-31,2019-01-01,2019-12-31
LA245,척수신경말초지차단술-척추부신경,19070,27650,19070,19070,19070,19070,Y,2002-12-31,2019-01-01,2019-12-31
LA247,척수신경말초지차단술-견갑신경,21270,30840,21270,21270,21270,21270,Y,2002-12-31,2019-01-01,2019-12-31
LA248,척수신경말초지차단술-늑간신경,20690,30000,20690,20690,20690,20690,Y,2002-12-31,2019-01-01,2019-12-31
LA249,척수신경말초지차단술-장골서혜신경,18890,27390,18890,18890,18890,18890,Y,2002-12-31,2019-01-01,2019-12-31
LA251,척수신경총@ 신경근 및 신경절차단술-경신경총,28270,40990,28270,28270,28270,28270,Y,2002-12-31,2019-01-01,2019-12-31
LA253,척수신경총@ 신경근 및 신경절차단술-요천골신경총,56440,81840,56440,56440,56440,56440,Y,2002-12-31,2019-01-01,2019-12-31
LA261,교감신경총 및 신경차단술-간단,21980,31870,21980,21980,21980,21980,Y,1991-01-01,2019-01-01,2019-12-31
LA264,교감신경총 및 신경절차단술-복잡한 것(복강신경총),114590,166160,114590,114590,114590,114590,Y,2002-12-31,2019-01-01,2019-12-31
LA265,교감신경총 및 신경절차단술-복잡한 것(하장간막신경총),109350,158560,109350,109350,109350,109350,Y,2002-12-31,2019-01-01,2019-12-31
LA270,척수신경말초지차단술-장골하복신경,18890,27390,18890,18890,18890,18890,Y,2002-12-31,2019-01-01,2019-12-31
LA271,척수신경말초지차단술-음부신경,18090,26230,18090,18090,18090,18090,Y,2002-12-31,2019-01-01,2019-12-31
LA272,척수신경말초지차단술-좌골신경,21470,31130,21470,21470,21470,21470,Y,2002-12-31,2019-01-01,2019-12-31
LA273,척수신경말초지차단술-폐쇄신경,18910,27410,18910,18910,18910,18910,Y,2002-12-31,2019-01-01,2019-12-31
LA274,척수신경말초지차단술-대퇴신경,21100,30600,21100,21100,21100,21100,Y,2002-12-31,2019-01-01,2019-12-31
LA275,척수신경말초지차단술-외측대퇴피신경,19790,28700,19790,19790,19790,19790,Y,2002-12-31,2019-01-01,2019-12-31
LA276,척수신경말초지차단술-  상박신경총,21470,31130,21470,21470,21470,21470,Y,2017-06-30,2019-01-01,2019-12-31
LA321,경막외신경차단술-일회성차단(경추및흉추),57770,83770,57770,57770,57770,57770,Y,2008-01-28,2019-01-01,2019-12-31
LA322,경막외신경차단술-일회성차단(요추및천추),34160,49540,34160,34160,34160,34160,Y,2007-12-31,2019-01-01,2019-12-31
LA340,뇌신경및뇌신경말초지차단술-삼차신경절@상악신경@하악신경,68840,99820,68840,68840,68840,68840,Y,2008-01-28,2019-01-01,2019-12-31
LA341,뇌신경및뇌신경말초지차단술-안와상@안와하@턱끝@이개측두신경,40560,58810,40560,40560,40560,40560,Y,2008-01-28,2019-01-01,2019-12-31
LA346,척수신경말초지차단술-액와신경,20990,30430,20990,20990,20990,20990,Y,2008-01-28,2019-01-01,2019-12-31
LA347,척수신경말초지차단술-액와하부신경,18800,27260,18800,18800,18800,18800,Y,2008-01-28,2019-01-01,2019-12-31
LA352,척수신경총@ 신경근 및 신경절차단술-방척추신경근,56440,81840,56440,56440,56440,56440,Y,2007-12-31,2019-01-01,2019-12-31
LA353,척수신경총@ 신경근 및 신경절차단술-미골신경,51140,74150,51140,51140,51140,51140,Y,2007-12-31,2019-01-01,2019-12-31
LA354,척수신경총@ 신경근 및 신경절차단술-선택적신경근,56440,81840,56440,56440,56440,56440,Y,2007-12-31,2019-01-01,2019-12-31
LA355,척수신경총@ 신경근 및 신경절차단술-척추후근신경절,56440,81840,56440,56440,56440,56440,Y,2007-12-31,2019-01-01,2019-12-31
LA356,척수신경총@ 신경근 및 신경절차단술-척추후근신경절,56440,81840,56440,56440,56440,56440,Y,2007-12-31,2019-01-01,2019-12-31
LA357,척수신경총@ 신경근 및 신경절차단술-척수신경 후지,43530,63120,43530,43530,43530,43530,Y,2007-12-31,2019-01-01,2019-12-31
LA358,척수신경총@ 신경근 및 신경절차단술-후지내측지,56440,81840,56440,56440,56440,56440,Y,2007-12-31,2019-01-01,2019-12-31
LA359,척수신경총@신경근및신경절차단술-추간관절차단,58670,85070,58670,58670,58670,58670,Y,2007-12-31,2019-01-01,2019-12-31
LA361,교감신경총 및 신경절차단술-복잡한 것(흉부교감신경절),85610,124140,85610,85610,85610,85610,Y,2008-01-28,2019-01-01,2019-12-31
LA362,교감신경총 및 신경절차단술-복잡한 것(요부교감신경절),83210,120650,83210,83210,83210,83210,Y,2008-01-28,2019-01-01,2019-12-31
LA366,교감신경총 및 신경절차단술-복잡한 것(상하복신경총),114370,165840,114370,114370,114370,114370,Y,2008-01-28,2019-01-01,2019-12-31
LA367,교감신경총 및 신경절차단술-복잡한 것(외톨이실경절),83170,120600,83170,83170,83170,83170,Y,2008-01-28,2019-01-01,2019-12-31
LA373,지속적 대퇴신경 통증자가조절법(당일)-주입로 확보 및 infusor 장착을 모두 실시한 경우,45140,65400,45140,45140,45140,45140,Y,2019-12-31,2019-01-01,2019-12-31
LA374,지속적 대퇴신경 통증자가조절법(익일이후 1일당),14570,21100,14570,14570,14570,14570,Y,2019-12-31,2019-01-01,2019-12-31
LA378,지속적 대퇴신경 통증자가조절법(당일)-확보된 주입로에 infusor만 연결한 경우,15690,22700,15690,15690,15690,15690,Y,2019-12-31,2019-01-01,2019-12-31
LB310,지주막하 신경파괴술,122830,178100,122830,122830,122830,122830,Y,1991-01-01,2019-01-01,2019-12-31
LB320,경막외 신경파괴술,95120,137920,95120,95120,95120,95120,Y,1991-01-01,2019-01-01,2019-12-31
LB331,뇌신경 말초지파괴술(삼차신경절 파괴술),153700,222870,153700,153700,153700,153700,Y,1991-01-01,2019-01-01,2019-12-31
LB333,기타 뇌신경말초지파괴술-삼차신경및그분지,130280,188900,130280,130280,130280,130280,Y,2002-12-31,2019-01-01,2019-12-31
LB334,기타 뇌신경말초지파괴술-안면신경,113020,163880,113020,113020,113020,113020,Y,2002-12-31,2019-01-01,2019-12-31
LB335,기타 뇌신경말초지파괴술-설인신경,111370,161490,111370,111370,111370,111370,Y,2002-12-31,2019-01-01,2019-12-31
LB336,기타 뇌신경말초지파괴술-접구개신경절,136370,197740,136370,136370,136370,136370,Y,2002-12-31,2019-01-01,2019-12-31
LB341,척수신경 및 말초지파괴술-척추신경근,106740,154780,106740,106740,106740,106740,Y,2002-12-31,2019-01-01,2019-12-31
LB342,척수신경 및 말초지파괴술-척추신경절,106740,154780,106740,106740,106740,106740,Y,2002-12-31,2019-01-01,2019-12-31
LB343,척수신경 및 말초지파괴술-척추신경총,106740,154780,106740,106740,106740,106740,Y,2002-12-31,2019-01-01,2019-12-31
LB344,척수신경 및 말초지파괴술-늑간신경,95400,138340,95400,95400,95400,95400,Y,2002-12-31,2019-01-01,2019-12-31
LB345,척수신경 및 말초지파괴술-척추관절돌기신경,103750,150430,103750,103750,103750,103750,Y,2002-12-31,2019-01-01,2019-12-31
LB346,척수신경 및 말초지파괴술-음부신경,92540,134180,92540,92540,92540,92540,Y,2002-12-31,2019-01-01,2019-12-31
LB351,교감신경절 및 신경총 파괴술-성상신경절,106840,154930,106840,106840,106840,106840,Y,2002-12-31,2019-01-01,2019-12-31
LB353,교감신경절 및 신경총 파괴술-복강신경총 및 내장신경,213310,309300,213310,213310,213310,213310,Y,2002-12-31,2019-01-01,2019-12-31
LB354,교감신경절 및 신경총 파괴술-상하복신경총,211690,306950,211690,211690,211690,211690,Y,2002-12-31,2019-01-01,2019-12-31
LB355,교감신경절 및 신경총 파괴술-하장간막신경총,203700,295370,203700,203700,203700,203700,Y,2002-12-31,2019-01-01,2019-12-31
LB412,교감신경절 및 신경총 파괴술-흉부교감신경절,157420,228260,157420,157420,157420,157420,Y,2008-01-28,2019-01-01,2019-12-31
LB413,교감신경절 및 신경총 파괴술-요부교감신경절,154410,223890,154410,154410,154410,154410,Y,2008-01-28,2019-01-01,2019-12-31
QZ963,수술(개흉·개복술) 부위로의 지속적 국소마취제 투여법,45280,65700,45280,45280,45280,45280,Y,2019-12-31,2019-05-01,2019-12-31
L7990,마취통증의학과전문의초빙료,106000,106000,106000,106000,106000,106000,Y,2001-12-29,2019-01-01,2019-12-31
L0800,치과침윤마취(1/3악당),1200,1740,1200,1200,1200,1200,Y,2001-12-26,2019-01-01,2019-12-31
L0901,치과전달마취(비구개신경블록),3110,4510,3110,3110,3110,3110,Y,2001-12-26,2019-01-01,2019-12-31
L0902,치과전달마취(이신경블록),3080,4460,3080,3080,3080,3080,Y,2001-12-26,2019-01-01,2019-12-31
L0903,치과전달마취(후상치조신경블록),3080,4460,3080,3080,3080,3080,Y,1991-01-01,2019-01-01,2019-12-31
L0904,치과전달마취(안와하신경블록),3960,5740,3960,3960,3960,3960,Y,2001-12-26,2019-01-01,2019-12-31
L0905,치과전달마취(하치조신경블록),3930,5700,3930,3930,3930,3930,Y,1991-01-01,2019-01-01,2019-12-31
MM010A,표층열치료-온습포,710,1030,710,710,710,710,Y,1991-01-01,2019-01-01,2019-12-31
MM010B,표층열치료-적외선치료,710,1030,710,710,710,710,Y,2013-12-31,2019-01-01,2019-12-31
MM011,한냉치료(콜드팩),750,1090,750,750,750,750,Y,2002-01-02,2019-01-01,2019-12-31
MM015A,표층열치료-온습포(심층열과 동시),360,520,360,360,360,360,Y,2007-02-15,2019-01-01,2019-12-31
MM015B,표층열치료-적외선(심층열과 동시),360,520,360,360,360,360,Y,2013-12-31,2019-01-01,2019-12-31
MM020,심층열치료[1일당](초음파@극초단파),1000,1450,1000,1000,1000,1000,Y,1991-01-01,2019-01-01,2019-12-31
MM020A,심층열치료[1일당](초음파치료),1000,1450,1000,1000,1000,1000,Y,1991-01-01,2019-01-01,2019-12-31
MM020B,심층열치료[1일당](극초단파치료),1000,1450,1000,1000,1000,1000,Y,2001-12-20,2019-01-01,2019-12-31
MM020C,심층열치료[1일당](초단파치료),1000,1450,1000,1000,1000,1000,Y,2006-09-20,2019-01-01,2019-12-31
MM030,자외선치료[1일당] ULTRAVIOLET,420,610,420,420,420,420,Y,1991-01-01,2019-01-01,2019-12-31
MM070,경피신경자극치료,3080,4460,3080,3080,3080,3080,Y,1991-01-01,2019-01-01,2019-12-31
MM080,간섭파 전류치료,3080,4460,3080,3080,3080,3080,Y,1991-01-01,2019-01-01,2019-12-31
MM090,맛사지치료[1일당],3960,5740,3960,3960,3960,3960,Y,1991-01-01,2019-01-01,2019-12-31
MM101,단순운동치료[1일당] Simpe Therapeutic Exercise,4330,6270,4330,4330,4330,4330,Y,1991-01-01,2019-01-01,2019-12-31
MM041,증기욕치료[1일당],3510,5090,3510,3510,3510,3510,Y,2001-12-20,2019-01-01,2019-12-31
MM042,파라핀욕[1일당],2060,2990,2060,2060,2060,2060,Y,1991-01-01,2019-01-01,2019-12-31
MM044,회전욕(Whirl Pool Bath)(수.족.지),5460,7920,5460,5460,5460,5460,Y,1991-01-01,2019-01-01,2019-12-31
MM045,회전욕(Whirl Pool Bath)(전신),6360,9220,6360,6360,6360,6360,Y,1991-01-01,2019-01-01,2019-12-31
MM046,Hubbard Tank(하바드탱크치료),8630,12510,8630,8630,8630,8630,Y,1991-01-01,2019-01-01,2019-12-31
MM051,간헐적 경추 견인요법,5610,8140,5610,5610,5610,5610,Y,1991-01-01,2019-01-01,2019-12-31
MM052,간헐적 골반 견인요법,5620,8150,5620,5620,5620,5620,Y,1991-01-01,2019-01-01,2019-12-31
MM052S,무중력감압 요추 견인치료,5620,8150,5620,5620,5620,5620,Y,2009-12-31,2019-01-01,2019-12-31
MM060,전기자극치료(마비근 자극치료 목적),4700,6820,4700,4700,4700,4700,Y,1991-01-01,2019-01-01,2019-12-31
MM085,레이저치료[1일당],4700,6810,4700,4700,4700,4700,Y,1991-01-01,2019-01-01,2019-12-31
MM102,복합운동치료[1일당] Complex Therapeutic Exercise,6920,10030,6920,6920,6920,6920,Y,1991-01-01,2019-01-01,2019-12-31
MM102A,CPM(Continuous Passive Motion 지속적수동운동),6920,10030,6920,6920,6920,6920,Y,1991-01-01,2019-01-01,2019-12-31
MM103,등속성운동치료[1일당] Isokinetic Therapeutic Exercise,7610,11040,7610,7610,7610,7610,Y,1991-01-01,2019-01-01,2019-12-31
MM161,운동점차단술(근육당),26400,38280,26400,26400,26400,26400,Y,2001-12-20,2019-01-01,2019-12-31
MM170,유속치료[1일] Fluidtherapy,3200,4650,3200,3200,3200,3200,Y,2011-12-31,2019-01-01,2019-12-31
MM190,압박치료[1일당] Pneumatic compression,4960,7190,4960,4960,4960,4960,Y,2003-03-22,2019-01-01,2019-12-31
MX121,이온삼투요법(1일당)Iontophoresis,5330,7720,5330,5330,5330,5330,Y,2009-12-31,2019-01-01,2019-12-31
91202,집단운동치료,6920,0,0,0,6920,6920,N,2009-12-31,2019-10-01,
MM047,보행풀 치료[1일당],17570,25480,17570,17570,17570,17570,Y,2001-12-20,2019-01-01,2019-12-31
MM048,전신 치료풀[1일당],26730,38750,26730,26730,26730,26730,Y,2001-12-20,2019-01-01,2019-12-31
MM105,중추신경계발달재활치료,17320,25110,17320,17320,17320,17320,Y,2007-11-30,2019-01-01,2019-12-31
MM120,신경인성 방광훈련 치료,16230,23540,16230,16230,16230,16230,Y,2001-12-20,2019-01-01,2019-12-31
MM131,근막동통유발점 주사자극요법-1일당,5760,8360,5760,5760,5760,5760,Y,2001-12-20,2019-01-01,2019-12-31
