인증번호,사업체명,관할지사,대표자,사업자등록번호,소재지,인증일자,전화번호,업종 및 주요생산품,비고
제2019-045호,세이전자,인천지사,한상일,137-03-82775,"인천광역시 남구 염전로 330, 10층 1009호, 1010호, 1011호, 1012호, 1013호(주안동, 주안제이타워1차지식산업센터)",2019-10-30,032-518-1274,제조업(순환펌프 부품 등 전자제품),일반
제2019-046호,(주)신성피엔텍,인천지사,"하현정, 김경훈",122-81-63361,인천광역시 계양구 새풀로7번길 14(효성동),2019-10-30,032-549-4413,제조업(복사용지 등),일반
제2019-047호,행복한울㈜,서울지역본부,조인숙,148-88-01497,"서울특별시 중구 을지로 65, 18층(을지로2가, SK-T타워)",2019-11-08,02-6100-0384,"서비스업(헬스키퍼, 손세차 등)",자회사
제2019-048호,(사)한국장애인고용창출협회,경기북부지사,김윤호,201-82-08300,경기도 포천시 가산면 방산길 82-27,2019-11-08,031-543-4790,제조업(사무용 가구),일반
제2019-049호,㈜코리안앳유어도어,서울북부지사,김현진,513-86-01246,"서울특별시 성동구 뚝섬로1나길 5, 6층 L-02호(성수동1가, 헤이그라운드)",2019-11-08,02-6925-1203,서비스업(온오프라인 교육서비스),일반
제2019-050호,탑라이팅㈜,경기북부지사,김석규,128-86-22456,경기도 양주시 광적면 광적로326번길 50-59,2019-11-12,031-836-1241,"제조업(LED, 조명기구 등)",일반
제2019-051호,㈜창업과일자리,울산지사,강정훈,836-87-00190,"경상남도 양산시 물금읍 야리로 27-64, 4층 403호(동서프라자)",2019-11-12,055-365-5353,제조업(안전화 등),일반
제2019-052호,맥스웰테크㈜,전북지사,정민환,161-81-00565,전라북도 군산시 임피면 동군산로 810-19,2019-11-18,063-452-4322,제조업(LED조명 등),일반
제2019-055호,(주)건국파트너십컴퍼니,서울북부지사,김호섭,503-88-01355,"서울특별시 광진구 능동로 120, 산학협동관 1층(화양동, 건국대학교)",2019-11-26,02-450-3013,음식점업(커피전문점 등),자회사
제2019-057호,(주)제이앤제이행복나눔,서울남부지사,박홍주,819-81-01310,"서울특별시 금천구 가산디지털2로 40, 1층 101호(가산동)",2019-11-26,02-808-8581,"제조업(의류, 잡화)",일반
제2019-058호,행복모음㈜,울산지사,한영수,613-86-01468,울산광역시 남구 신여천로 2(고사동),2019-12-09,02-2121-6635,"서비스업(세탁, 취업계층 일자리제공)",자회사
제2019-059호,㈜새롬테크,대전지역본부,유진근,312-81-84009,세종특별자치시 전의면 왕의물로 442,2019-12-09,044-583-0462,제조업(플라스틱파이프 등),일반
제2019-060호,㈜영천산업,제주지사,김상범,293-81-00784,제주특별자치도 제주시 서해안로 165(도두일동),2019-12-09,064-743-8844,서비스업(물수건 세탁 등),일반
제2019-061호,㈜미르크린,대구지역본부,김경락,801-81-01207,"대구광역시 달성군 현풍면 테크노대로 61, 4층 405호(테크노폴리스 메가타워)",2019-12-09,053-716-6896,서비스업(건물 위생·시설관리 등),일반
제2019-062호,두레㈜,충남지사,권영욱,733-88-00976,"충청남도 아산시 문화로 381, 9층(모종동)",2019-12-09,041-536-6628,"사업지원서비스업(경영지원, 시설유지관리 등), 서비스업(세탁)",자회사
제2019-063호,(사)내일을여는멋진여성,서울남부지사,허혜숙,210-82-09225,"서울특별시 강서구 양천로 551-17, 910호(가양동, 한화비즈메트로1차)",2019-12-09,02-761-7482,제조업(인쇄 출판 등),일반
제2019-064호,㈜경동디앤에스,전남지사,강민수,392-87-00934,전라남도 화순군 동면 동농공길 74,2019-12-09,061-373-9888,제조업(화장지 등 생활용품 ),일반
제2019-065호,㈜아로미마실,전북지사,박재병,186-81-01321,전라북도 전주시 덕진구 백제대로 567(금암동),2019-12-17,063-219-5550,"음식점업(카페 운영), 소매업(기념품 판매)",자회사
제2019-066호,㈜성일인더스트리,부산지역본부,이다금,471-86-01530,부산광역시 사하구 다산로 176번길 58,2019-12-17,033-742-1021,"제조업(펌프, 권양기, 제진기 등)",일반
제2019-067호,㈜엔지피,경남동부지사,"박정우, 김은숙",608-81-26875,"경상남도 창원시 마산회원구 자유무역3길 118(양덕동, 10호, 11호)",2019-12-17,055-298-2805,"제조업(LED 조명등, 태양광발전장치 등)",일반
제2019-068호,제이원클린,제주지사,서진옥,724-35-00675,제주특별자치도 제주시 구좌읍 남지기길 57-19,2019-12-17,064-784-6070,서비스업(세탁),일반
제2019-069호,㈜디에프,경기지역본부,박상복,379-88-01072,경기도 안성시 미양면 미양로 432-15,2019-12-17,031-677-0572,제조업(분말소화기),일반
제2019-070호,모든산업,울산지사,황정자,257-07-01244,울산광역시 울주군 웅촌면 고연공단3길 23,2019-12-19,052-257-3260,서비스업(세탁),일반
제2019-073호,㈜큐엔큐,서울남부지사,"장나미, 김종훈",446-88-01407,"서울특별시 영등포구 양산로 91, 1315호(당산동3가, 리드원센터)",2019-12-19,02-6953-4112,제조업(CCTV 등),일반
제2019-075호,㈜시우,경기북부지사,김규종,129-81-36491,경기도 양주시 남면 삼육사로 249-31,2019-12-20,031-868-9771,제조업(알루미늄 난간 등),일반
제2019-077호,다미설,전남지사,최용식,416-14-56540,전라남도 광양시 광양읍 예구7길 18,2019-12-20,061-761-0695,제조업(식육가공 및 포장),일반
제2019-079호,라프랑스,부산지역본부,정회진,617-26-34889,"부산광역시 해운대구 선수촌로208번길 33-5, 2층",2019-12-20,051-758-5231,제조업(제과제빵),일반
제2019-080호,㈜아델라7,부산지역본부,서홍원,613-88-01123,부산광역시 남구 황령대로319번나길 30(대연동),2019-12-20,051-714-7007,제조업(제과제빵),일반
제2019-081호,(사)장애인고용진흥회,서울남부지사,임서현,834-82-00127,"서울특별시 강서구 강서로 385, 8층, 804-6(마곡동, 우성에스비타워)",2019-12-20,031-946-4426,"제조업(화장지, 마스크 등)",일반
제2019-082호,(주)아성기업,충남지사,김두민,713-86-00094,"충청남도 당진시 석문면 대호만로 1868, 201호",2019-12-31,041-356-0479,"도소매업(기계장비, 전기자재 등) 제조업(마스크)",일반
제2020-001호,오씨아이드림(주),서울지역본부,성광현,548-86-01432,서울특별시 중구 소공로 94(소공동),2020-01-09,02-721-9511,"사업지원서비스업(사무보조, 주방보조, 카페 등)",자회사
제2020-003호,(주)생명누리,서울동부지사,서명준,428-88-01525,"서울특별시 서초구 남부순환로 2477, 12층(서초동, JW TOWER)",2020-02-17,041-359-0416,"서비스업(사업지원, 시설관리 등)",자회사
제2020-004호,(주)데이터큐,서울동부지사,김우주,203-81-66745,"서울특별시 송파구 백제고분로41길 42-19  4층(송파동, W123빌딩)",2020-02-17,02-422-5178,서비스업(소프트웨어 개발 및 공급),자회사
제2020-005호,강남건강안마센터,서울동부지사,박정근,120-91-28917,"서울특별시 강남구 개포로 615, 6층 603호, 604호(개포동, 석탑프라자)",2020-02-17,02-451-6010,서비스업(안마업),일반
제2020-006호,(주)한백기업,제주지사,김석준,306-88-01434,제주특별자치도 제주시 한경면 배낭골길 80,2020-02-17,064-773-0100,서비스업(세탁업),일반
제2020-009호,(주)베리네이처,대전지역본부,길준경,754-88-00876,대전광역시 유성구 학하남로91번길 6-11(학하동),2020-03-17,1800-3342,"도소매업(급식용 식자재), 서비스업(위탁급식)",일반
제2020-010호,농업회사법인(주)제주자연식품,제주지사,신상진,616-81-74820,제주특별자치도 제주시 조천읍 남조로1길 18,2020-03-17,064-782-0011,"제조업(다류, 음료류)",일반
제2020-011호,(사)두리장애인복지회,충남지사,고준희,336-82-00093,"충청남도 천안시 서북구 백석공단1로 10, 에스비115호(백석동)",2020-03-17,041-551-2999,"서비스업(소독, 방역, 청소)",일반
제2020-012호,(사)한국장애인미래정책포럼,서울남부지사,배영환,107-82-12647,"서울특별시 영등포구 선유로9길 10, 2층 203호(문래동6가, 문래에스케이브이원센터)",2020-03-17,02-3775-3969,"제조업(CCTV, 배전반)",일반
제2020-013호,(주)위드케이에이씨,강원지사,하영봉,438-81-01713,(26365)강원도 원주시 문막읍 반산2로 86,2020-03-26,033-735-0350,제조업(자동차부품),자회사
제2020-014호,(주)우연시스템,광주지역본부,윤우현,408-81-92886,"광주광역시 서구 유덕로142번길 22-44(덕흥동, 우연빌딩)",2020-04-02,062-714-3788,"도소매업(인쇄, 판촉물, 마스크)",일반
제2020-015호,주식회사 드림팜,경남동부지사,"박향진, 신갑균",613-81-66132,경상남도 사천시 서포면 구송로 334,2020-04-14,055-855-8893,"제조업(새싹삼, 화장품 등)",일반
제2020-016호,(주)정문이엔이,경기북부지사, 이안수,137-86-02279,경기도 김포시 대곶면 산자뫼로 127-12,2020-04-14,031-982-6720,제조업(상하수도 기계제작),일반
제2020-017호,(주)자우버,대전지역본부,강민구,114-87-18697,충청남도 계룡시 두마면 입암길 42-46,2020-04-28,070-4203-0236,제조업(렌즈클리너 등),일반
제2020-018호, (주)이에마로,서울남부지사,박영희,737-81-01643,"서울특별시 영등포구 영등포로5길 19, 903호(양평동 2가, 동아프라임벨리)",2020-05-14,02-6096-6371,사업지원서비스업(시설유지관리),일반
제2020-019호,꿈동산장애인표준사업장(주),경기동부지사,"권오현, 이미숙",615-87-00370,경기도 광주시 도척면 사기소길 12,2020-05-20,031-634-0015,제조업(수배전반),일반
제2020-020호,(주)다우,광주지역본부,고상훈,409-81-59371,전라남도 장성군 장성읍 성산3길 39,2020-05-20,061-394-8588,세탁업,일반
제2020-021호,(주)한백,울산지사,이상봉,610-81-70641,울산광역시 북구 무룡1로 116-1(연암동),2020-05-20,052-288-6636,세탁업,일반
제2020-022호,(주)피엠씨에스,전북지사,신동규,491-81-01640,전라북도 전주시 완산구 서원로 365(중화산동1가),2020-06-02,063-230-8970,서비스업(콜센터 등),일반
제2020-023호,크린필터(주),경기북부지사,박재한,477-86-00543,"경기도 양주시 광적면 부흥로 847, 504,505,506,507호(양주테크노시티)",2020-06-17,031-879-8490,제조업(산업용필터),일반
제2020-024호,사단법인 한국사회적일자리협회,경기서부지사,조종민,266-82-00284,"경기도 안양시 동안구 흥안대로427번길 57-2, 1층 124호(평촌동, 아이에스비즈타워)",2020-06-24,031-347-1578,"제조업(CCTV, 주차관제장치)",일반
제2020-025호,엘이디코람(주),경기북부지사,"현영길, 홍월기",113-81-62204,경기도 파주시 숲속노을로11번길 41(동패동),2020-07-02,031-949-6311,제조업(LED조명기구),일반
제2020-026호,㈜공담,대구지역본부,추연숙,701-81-00761,경상북도 고령군 개진면 양전길 130-34,2020-07-02,054-955-3969,제조업(주방가구 등),일반
제2020-027호,사단법인 대한장애인복지협회,서울남부지사,박재환,105-82-21062,"서울특별시 금천구 범안로 1142, 819호(가산동, 하우스디 더스카이밸리 가산2차)",2020-07-02,02-2629-4641,"제조업(CCTV, 소프트웨어)",일반
제2020-028호,(주)이지피에스,경기동부지사,김성기,120-81-26040,경기도 용인시 처인구 모현읍 백옥대로 2412,2020-07-17,031-337-2468,서비스업(건물관리용역 등),자회사
제2020-029호,엘티스(주),경기동부지사,"윤석순, 임훈",220-81-37342,"경기도 하남시 하남대로 947, 씨동 9층 910호(풍산동, 하남테크노벨리 U1 CENTER)",2020-07-27,02-518-1074,제조업(LED 조명기구),일반
제2020-031호,와이씨에프앤비(주),서울동부지사,백신영,323-88-01540,"서울특별시 송파구 백제고분로41길 30, 1층(송파동, 대건빌딩)",2020-07-27,02-2203-2006,일반음식점업(커피전문점),자회사
제2020-032호,푸드위드(주),충북지사,박경섭,152-87-01539,충청북도 청주시 흥덕구 대신로 164번길 69,2020-07-31,043-279-8941,식품 소분 및 포장,자회사
제2020-033호,(주)산내들나르샤,전남지사,김용운,360-81-00411,전라남도 화순군 동면 운농리 822,2020-07-31,061-374-2555,"제조업(의복,섬유표백및가공), 세탁업",일반
제2020-034호,에스에스엠엠㈜,서울남부지사,곽원준,345-86-00926,서울특별시 동작구 상도로 369 숭실대학교 벤처관 201호 (상도동),2020-07-31,02-822-0727,서비스업(자동차 유지관리 서비스),일반
제2020-035호,(주)사랑모아,전북지사,박진성,654-81-01635,"전라북도 전주시 완산구 용머리로 77, 지하1층(효자동1가)",2020-08-04,063-279-8297,서비스업(인력공급),자회사
제2020-036호,스마일,전북지사,최은영,511-63-00053,"전라북도 익산시 서동로38길, 13-7(금강동)",2020-08-04,063-854-0352,세탁업,일반
제2020-037호,(주)메가클라우드,경기지역본부,박순원,648-81-01396,"경기도 화성시 봉담읍 최루백로 165, 1동 408, 409호",2020-08-10,070-7723-7119,"제조업(CCTV, 조명기구 등)",일반
제2020-038호,(주)에이피알커뮤니케이션,서울동부지사,정재훈,706-81-01498,"서울특별시 송파구 올림픽로 300, 36층(신천동, 롯데월드타워)",2020-08-10,02-2138-5534,"사업지원 서비스업(사내물류, 헬스키퍼 등)",자회사
제2020-039호,티더블유씨팩토리(주),서울북부지사,박민영,201-86-46637,서울특별시 성동구 성수이로 24길 32,2020-08-10,02-468-1112,"사업지원 서비스업 (사내카페, 환경미화 등)",자회사
제2020-040호,약손공동체 협동조합,경기서부지사,우희범,233-82-66990,"경기도 부천시 중동로254번길 78, 303호",2020-08-19,032-675-9373,서비스업(안마),일반
제2020-043호,(주)위더스,충북지사,권금녀,688-81-00357,충청북도 충주시 대소원면 메가폴리스3로 31,2020-08-28,043-854-0988,제조업(PCB조립),일반
제2020-045호,(주)케이씨환경디자인,인천지사,구희경,211-87-70048,인천광역시 동구 샛골로 230-33(송림동),2020-09-08,032-677-1994,"제조업(조명기구, 조명제어장치)",일반
제2020-046호,민속물산,인천지사,이선희,131-36-87940,"인천광역시 남동구 소래로 624 (만수동, 2층)",2020-09-08,032-441-4422,제조업(조미김),일반
제2020-047호,㈜씨엘코리아,광주지역본부,박형규,896-87-00872,광주광역시 북구 첨단벤처소로15번길 39(월출동),2020-09-16,062-710-7414,제조업(조명기기),일반
제2020-048호,아룸테크㈜,경기지역본부,임주아,163-86-01702,"경기도 수원시 영통구 창룡대로 256번길 91, 5층 504호(이의동, 에이스광교타워2)",2020-09-16,031-893-3100,"제조업(CCTV, 전광판)",일반
제2020-049호,정도산업㈜,경기북부지사,황용순,127-81-30638,경기도 파주시 파주읍 돈유1로 59-38,2020-09-16,031-860-4047,"제조업(건설자재, 도로시설물 등)",일반
제2020-050호,㈜크린멤버스,경북지사,김진열,505-81-69764,경상북도 경주시 외동읍 구어공단길 28-45,2020-09-24,054-774-1478,세탁업,일반
제2020-051호,㈜키플러스,경기서부지사,이민우,130-86-56982,경기도 부천시 옥산로290번길 33(내동) ,2020-09-24,032-577-7155,"제조업(플라스틱사출금형, 보건용마스크)",일반
제2020-052호,㈜기린화장품,충북지사,이병준,130-81-57268,충청북도 청주시 흥덕구 오송읍 오송생명1로 10,2020-09-24,043-238-1250,제조업(화장품 등),일반
제2020-054호,㈜레딕스,대전지역본부,황순화,305-81-90648,대전광역시 대덕구 문평서로 8-24(문평동),2020-10-07,042-671-3716,"제조업(LED전구, 마스크)",일반
제2020-055호,코액터스㈜,서울북부지사,송민표,592-86-00949,"서울특별시 성동구 연무장13길 8, 705호(성수동2가, 오복타워)",2020-10-07,070-7114-0418,서비스업(소프트웨어 개발),일반
제2020-056호,㈜희망나누기,경기동부지사,"최성호, 민남식",670-88-01446,"경기도 하남시 하남대로 947, C동 3층 301, 302호(풍산동 하남테크노밸리 U1 CENTER)",2020-10-22,031-5180-3733,제조업(LED조명기구),일반
제2020-057호,㈜대한,경남동부지사,김기범,545-81-01229,경상남도 김해시 금관대로1073번길 6-2(풍유동),2020-10-22,055-311-2225,"제조업(복사용지, 점보롤화장지,근무복 등), 농업(채소, 과일 등), 기타 용역",일반
제2020-058호,코리아모빌리티㈜,경남동부지사,이호준,428-88-01321,"경상남도 김해시 인제로 197, 401호",2020-10-22,070-4258-5025,제조업(자동차용 부품 등),일반
제2020-059호,㈜핸즈온,부산지역본부,박선국,879-87-01518,"부산광역시 강서구 공항앞길33번길 14, 1층(대저2동)",2020-10-22,051-831-7005,제조업(김치 등),일반
제2020-060호,(주)티원엘에스,서울남부지사,김영규,106-86-48117,"서울특별시 금천구 가산디지털1로 145, 402호(가산동, 에이스하이엔드타워3차)",2020-11-03,1644-8032,제조업(컴퓨터),일반
제2020-062호,(주)에스엘로지스틱스,인천지사,나영희,815-86-01797,"인천광역시 연수구 인천타워대로 323, 오피스비동 1703호(송도동, 송도 센트로드)",2020-11-03,032-225-6363,"서비스업(운송 및 물류, 택배)",일반
제2020-063호,(주)디와이테크,경기서부지사,양천후,440-86-01443,"경기도 안산시 단원구 산단로 296, 324호 325호(원시동, 대우테크노피아아파트형공장)",2020-11-10,031-493-1339,"제조업(전자제품, 마스크)",일반
제2020-065호,농업회사법인 하늘땅(주),대전지역본부,곽덕철,308-81-30009,충청남도 논산시 부적면 남마구평길 96,2020-11-19,041-733-1112,제조업(농산물),일반
제2020-066호,㈜한국펄프,충북지사,이경희,301-81-86026,충청북도 청주시 상당구 문의면 미천고은로 65,2020-11-19,043-296-9660,제조업(화장지 등),일반
제2020-067호,썬나노,경기북부지사,김태호,105-19-74357,"경기도 파주시 배리고개길 22-2, 1동 1층(아동동, 썬나노)",2020-11-23,02-719-3287,"제조업(단열에어캡, 썬팅)",일반
제2020-068호,(주)미쓰봉플라워,서울동부지사,구영순,556-86-00211,"서울특별시 서초구 강남대로 27, 비1-006호(양재동, 농수산물유통공사, 화훼공판장)",2020-11-23,02-533-9791,"도소매업(화훼, 생화)",일반
제2020-069호,장흥산업㈜,전남지사,김민숙,414-81-05673,전라남도 장흥군 장흥읍 장강로 118,2020-11-23,061-863-6131,세탁업(의료용),일반
제2020-071호,㈜삼신상사,경기지역본부,전상학,124-81-20238,경기도 화성시 정남면 만년로98번길 47,2020-11-30,070-4854-2805,제조업(종이컵 등),일반
제2020-072호,(사)해오름장애인협회,서울북부지사,노영주,209-82-11809,"서울특별시 중랑구 신내역로3길 40-36, A동 6층 609,610호(신내동, 신내데시앙플렉스)",2020-11-30,02-943-4466,"제조업(CCTV, 방송장비, 전광판, 배전·제어장치, 조명, 창호 등)",일반
제2020-073호,㈜정성기업,제주지사,홍경수,616-86-26696,제주특별자치도 제주시 애월읍 답동3길 20,2020-11-30,070-7747-8337,세탁업(산업용),일반
제2020-074호,일광영농조합법인,대구지역본부,이현송,504-81-40202,경상북도 칠곡군 동명면 금암동석4길 32,2020-12-03,054-977-3900,"도소매업, 제조업(채소류)",일반
제2020-076호,㈜퓨코,전북지사,성문수,689-86-00374,전라북도 군산시 중가도길 57(오식도동),2020-12-03,063-461-7700,제조업(세정제 등),일반
제2020-077호,대산NHE,경북지사,윤명희,507-03-86306,경상북도 울진군 죽변면 매정1길 91,2020-12-09,054-783-5333,"제조업, 도소매업(농자재, 수소정수기 등)",일반
제2020-078호,㈜신대영사,대구지역본부,권영수,377-86-01354,경상북도 영천시 금호읍 금창로 273,2020-12-09,054-335-3315,제조업(섬유표백),일반
제2020-079호,㈜크로바케미칼,대구지역본부,이부영,869-88-01293,경상북도 칠곡군 기산면 기산공단1길 31,2020-12-09,053-359-0353,"제조업, 도소매업(세척제, 화장품 등)",일반
제2020-082호,한울사랑(유),전남지사,이인배,261-86-02058,"전라남도 여수시 덕충2길 32, 1층 1-1호(덕충동, GS칼텍스벨류센터)",2020-12-11,061-680-2247,서비스업(사업지원서비스),자회사
제2020-083호,㈜브라이언스랩,부산지역본부,조민해,402-87-01069,부산광역시 사상구 모라로 22 부산벤처타워 707호,2020-12-11,051-609-9500,"제조업(건강식품, 화장품, 소독제)",일반
제2020-084호,새누리기획사회적협동조합,경기서부지사,김범수,140-82-04580,"경기도 시흥시 은계중앙로306번길 55, 비01호, 비02호(대야동, 리더스스마트허브)",2020-12-15,031-311-6724,제조업(광고인쇄물 등),일반
제2020-085호,농업회사법인 우리에프앤에프(주),경기지역본부,선민수,607-87-01228,경기도 화성시 봉담읍 마당바위로 289,2020-12-15,031-296-9901,"제조업(떡류, 빵류)",일반
제2020-086호,(주)성경식품 제2공장,대전지역본부,육현진,707-88-01035,"대전광역시 대덕구 신탄진로 377, 지하2층(와동)",2020-12-15,042-602-8833,제조업(육가공 등),자회사
제2020-087호,(주)삼한서비스,제주지사,강진원,681-88-00087,제주특별자치도 서귀포시 토평공단로107번길 16-4(토평동),2020-12-15,064-763-9031,세탁업(산업용),일반
제2020-088호,해오름(주),충남지사,김윤옥,289-88-01347,충청남도 천안시 동남구 수신면 백자3길 200,2020-12-15,041-584-0058,"제조업(화장지 등), 서비스업(문서파쇄 및 불용품 수거 등)",일반
제2020-089호,(주)해담솔,충남지사,민근식,206-81-95502,충청남도 서천군 서천읍 대백제로 1176-8,2020-12-15,041-951-8789,제조업(조미김),일반
제2020-090호,(합)대한상사해피크린,충남지사,김현호,316-81-17782,충청남도 서산시 남부순환로 576(양대동),2020-12-15,041-668-4488,세탁업,일반
제2020-092호,(주)에이치디앰씨,경남동부지사,유진규,609-86-22329,경상남도 창원시 마산회원구 내서읍 중리공단로 65 벤처-507,2020-12-18,055-231-6998,제조업(전자부품 등),일반
제2020-093호,(주)울산메모리얼파크,울산지사,구미진,610-86-24458,울산광역시 남구 옥동 산77-3 1층,2020-12-18,052-994-4404,"제조업(석제품), 서비스업(묘지관리 등)",일반
제2020-094호,(주)백광산업,울산지사,박새로미,615-81-75170,경상남도 밀양시 부북면 사포공단1길 27,2020-12-18,055-356-3401,세탁업(병원용),일반
제2020-095호,다정다감협동조합,전북지사,최은영,246-88-00114,전라북도 완주군 삼례읍 하리로 177-10,2020-12-18,063-242-0803,"제조업(원두, 수제청), 음식점업(커피 등)",일반
제2020-096호,(주)이온폴리스,인천지사,황규진,775-87-00347,인천광역시 서구 가정로77번길 28(가좌동),2020-12-18,070-5101-2420,"제조업(샤워기, 이온수기 필터 등)",일반
제2020-097호,대원인쇄(주),서울지역본부,안해연,201-86-37856,"서울특별시 중구 충무로 29, B303, 806호(초동, 아시아미디어타워)",2020-12-18,02-2272-3021,"인쇄업(도서, 출판물)",일반
제2021-001호,네이버핸즈㈜,경기동부지사,노세관,315-81-38182,"경기도 성남시 분당구 불정로 6, 5(일부)층(정자동, 그린팩토리)",2021-01-13,031-784-4265,서비스업(사업지원),자회사
제2021-002호,㈜리치룩스,광주지역본부,이옥범,409-81-75954,"광주광역시 북구 첨단벤처로28번길 7(대촌동, 리치룩스)",2021-01-13,062-224-3333,제조업(조명장치),일반
제2021-003호,㈜하랑커뮤니티,대전지역본부,이상민,870-87-01321,"대전광역시 유성구 북유성대로 303, 8층 804호(반석동)",2021-01-13,042-710-6690,제조업(마스크 등),자회사
제2021-004호,(사)한국장애인이워크협회,서울남부지사,조무호,101-82-11295,"서울특별시 영등포구 국회대로74길 20(여의도동, 12층제1201호 맨하탄21리빙텔)",2021-01-13,02-783-0800,"제조업(CCTV, 펌프류 등), 인쇄업",일반
제2021-005호,㈜월드씨엔에스,경기서부지사,"조성현, 김혜진",466-88-00630,"경기도 광명시 새빛공원로 67, B동 18층 1813, 1814, 1815, 309호(일직동, 광명역 자이타워)",2021-01-27,02-6299-7245,"제조업(전자카메라, CCTV)",일반
제2021-006호,휠링보장구협동조합,경기동부지사,주기열,129-86-83140,"경기도 성남시 중원구 둔촌대로 388, 4층 401호(상대원동, 크란츠테크노)",2021-02-18,031-731-4587,"제조업(전동휠체어, 충전기, 가구)",일반
제2021-008호,(주)금하테크,전남지사,한청우,366-86-00296,전라남도 나주시 동수농공단지길 137-9(동수동),2021-03-09,062-443-3300,제조업(유선 통신장비),일반
제2021-009호,(주)아름누리,충북지사,최정호,734-81-01834,충청북도 청주시 흥덕구 오산면 과학산업3로 29,2021-03-09,043-219-5098,서비스업(청소용역),자회사
제2021-010호,오토오모니터(주),서울북부지사,김브라이언홍일,211-88-29060,"서울특별시 성동구 연무장5가길 7, E동 902호(성수동2가, 현대테라스타워)",2021-03-12,02-515-9555,서비스업(홍보대행 및 빅데이터분석),일반
제2021-012호,푸르메여주팜(주),경기동부지사,김병두,239-88-02093,경기도 여주시 도예로 247(오학동),2021-03-23,02-6395-7017,"농업(토마토, 버섯 등 작물재배)",컨소시엄
제2021-013호,(주)세일,경기북부지사,이중복,293-87-00938,경기도 연천군 백학면 백학산단길 57,2021-03-29,031-833-1520,제조업(쇼핑백끈),일반
제2021-014호,미르텍(주),전남지사,김미선,411-81-25379,전라남도 목포시 대양산단로199번길 67(대양동),2021-04-07,061-284-1133,제조업(CCTV 등),일반
제2021-015호,정성영농조합법인,인천지사,손경호,530-86-01921,"인천광역시 강화군 송해면 장정양오길 434, 1호",2021-04-22,032-937-9706,"농업(벼 재배, 판매)",일반
제2021-016호,(사)행복나눔장애인복지협회,인천지사,유근춘,574-82-00230,"인천광역시 부평구 마장로426번길 33, 3층(청천동)",2021-04-22,032-523-5551,제조업(군정비복 등),일반
제2021-017호,㈜선영,경기지역본부,노승희,314-88-01982,"경기도 화성시 동탄첨단산업1로 63-12, 5층 514호(영천동, 동탄비즈타워)",2021-04-28,,제조업(LED조명기구 등),일반
제2021-018호,(사)한국장애인문화인쇄협회,서울남부지사,김숙현,113-82-05103,"서울특별시 구로구 개봉로23길 10, 2층(개봉동)",2021-04-28,02-2683-0955,인쇄업(봉투 등),일반
제2021-019호,(주)세움에듀,경남동부지사,이나은,155-88-00856,"경상남도 진주시 범골로54번길 30-9, 드림IT밸리 B동 715호, 710호, 709호, 708호(충무공동)",2021-05-10,1833-3075,교육서비스업(소프트웨어 개발 등),일반
제2021-020호,에스엔인터내셔날,대구지역본부,김관한,701-13-00554,"대구광역시 달성군 다사읍 세천로7길 17-10, 제4동",2021-05-10,053-583-6055,"제조업, 도소매업(산업용세탁기 등)",일반
제2021-022호,(주)삼오전자,인천지사,오명수,672-81-00105,"경기도 파주시 장터고개길 180-5,180-11",2021-05-10,032-623-5235,제조업(조명기구),일반
제2021-024호,(사)밀알장애인사회통합공동체,경북지사,백승래,510-82-06109,"경상북도 김천시 혁신8로 5, 302호(율곡동, 율곡테크노밸리)",2021-05-13,054-435-0837,제조업(LED조명 등),일반
제2021-025호,두리함께㈜,제주지사,이은실,822-88-00112,제주특별자치도 제주시 오도5길 2(이호이동),2021-05-13,064-742-0078,서비스업(여행업),일반
제2021-026호,(주)신화,대전지역본부,정찬욱,302-81-09003,충청남도 논산시 강경읍 농공단지로 22,2021-05-25,041-742-9445,"제조업(난간, 가드레일)",일반
제2021-027호,조인핸즈네트워크(주),서울남부지사,김우일,572-87-02178,"서울특별시 구로구 디지털로26길 38, 3층(구로동, 지타워)",2021-05-25,02-2271-7067,서비스업(사무지원 등),자회사
제2021-028호,(주)코이스,서울남부지사,허찬,229-81-37198,"서울특별시 강서구 마곡중앙14로 28 (마곡동, 코이스)",2021-05-25,02-3488-8302,서비스업(온라인 광고대행),일반
제2021-030호,㈜더엠알오,경기지역본부,이화영,514-87-01907,"경기도 수원시 영통구 매영로238번길 21, 6층(원천동)",2021-06-07,031-215-2087,"제조업(전광판 및 배전반, CCTV)",일반
제2021-031호,㈜바이더엠,인천지사,"윤가희, 윤철구",624-88-00070,"인천광역시 계양구 서운산단로1길 63, 4층(서운동)",2021-06-07,1800-8057,제조업(LED 조명등기구),일반
제2021-034호,(주)일등나눔,부산지역본부,김영미,463-87-01254,"부산광역시 기장군 정관읍 정관로 929-4(A,C)",2021-06-14,051-727-2009,제조업(식품가공(소스류)),자회사
제2021-035호,메가위드(주),서울동부지사,이창섭,596-87-02233,"서울특별시 서초구 효령로 321, 1층(서초동, 덕원빌딩)",2021-06-14,02-3489-8640,음식점업(커피 전문점),자회사
제2021-036호,(주)다섬,광주지역본부,한기용,539-86-01398,광주광역시 북구 양일로 148-14(양산동),2021-06-30,062-251-6497,제조업(섬유제품),일반
제2021-037호,(주)더블루,서울남부지사,박은정,223-87-01511,"서울특별시 금천구 범안로 1142, 5층 509호",2021-06-30,02-6953-5537,"서비스업(교육, 카페운영)",일반
