진료년도,표시과목,주상병코드,환자수,명세서청구건수,입내원일수,요양급여비용총액,보험자부담금
2023,소아청소년과,R61,143,160,154,3087750,2329450
2023,소아청소년과,R62,17384,275140,274892,3132907000,2470411650
2023,소아청소년과,R63,3185,3942,3927,121084800,93668900
2023,소아청소년과,R64,9,12,12,165610,136610
2023,소아청소년과,R65,4,4,4,94700,67600
2023,소아청소년과,R68,138564,175650,175424,3278873850,2338149550
2023,소아청소년과,R69,179,199,198,3522560,2842760
2023,소아청소년과,R70,1,1,1,12380,10880
2023,소아청소년과,R71,1,1,1,12380,8680
2023,소아청소년과,R72,120,134,134,9466110,7431710
2023,소아청소년과,R73,2443,3300,3296,92446790,68955990
2023,소아청소년과,R74,87,108,113,4733050,3404250
2023,소아청소년과,R76,7,9,8,172500,124400
2023,소아청소년과,R77,1,1,1,17320,12220
2023,소아청소년과,R78,230,341,341,6882660,5956160
2023,소아청소년과,R79,54,64,64,3400980,2511280
2023,소아청소년과,R80,1654,2246,2217,46512930,33120830
2023,소아청소년과,R81,254,439,437,12328460,9065660
2023,소아청소년과,R82,670,827,823,18524460,14409660
2023,소아청소년과,R84,19,22,22,392020,318920
2023,소아청소년과,R86,1,1,1,17320,12220
2023,소아청소년과,R87,124,280,279,40344080,28299380
2023,소아청소년과,R89,6,8,8,163040,140740
2023,소아청소년과,R90,6,6,6,87510,64910
2023,소아청소년과,R91,15,16,15,312810,247110
2023,소아청소년과,R93,14,15,14,395180,342580
2023,소아청소년과,R94,1192,1712,1710,75882230,55139730
2023,소아청소년과,S00,18088,22942,22935,482501620,388338940
2023,소아청소년과,S01,8560,13428,13433,306135550,241116380
2023,소아청소년과,S02,146,161,159,3549600,2871600
2023,소아청소년과,S03,178,228,228,3832120,2936820
2023,소아청소년과,S04,5,6,6,109700,90700
2023,소아청소년과,S05,215,247,244,4440540,3541240
2023,소아청소년과,S06,1878,2179,2170,50966560,44108960
2023,소아청소년과,S07,152,223,223,4951500,3923600
2023,소아청소년과,S08,9,10,10,252310,207910
2023,소아청소년과,S09,1015,1566,1561,31823120,26700920
2023,소아청소년과,S10,242,268,268,5122870,4020870
2023,소아청소년과,S11,157,265,265,10029000,7231400
2023,소아청소년과,S13,1093,1611,1610,28769800,21384800
2023,소아청소년과,S14,8,38,38,895450,704250
2023,소아청소년과,S16,14,16,16,245660,181860
2023,소아청소년과,S17,1,1,1,15090,10590
2023,소아청소년과,S19,15,29,29,623200,508900
2023,소아청소년과,S20,321,432,432,8345630,6504330
2023,소아청소년과,S21,94,146,146,3233260,2433560
2023,소아청소년과,S22,47,72,71,1610420,1193620
2023,소아청소년과,S23,455,588,587,10412640,7842740
2023,소아청소년과,S27,4,5,5,106620,82720
2023,소아청소년과,S29,10,11,11,244050,182850
2023,소아청소년과,S30,574,763,763,15450050,12108850
2023,소아청소년과,S31,360,522,522,11610480,8909380
2023,소아청소년과,S32,13,16,16,399730,315530
2023,소아청소년과,S33,4239,8776,8776,157328960,122161260
2023,소아청소년과,S34,4,11,11,258240,183540
2023,소아청소년과,S36,3,4,4,88620,62220
2023,소아청소년과,S37,3,4,4,63140,51040
2023,소아청소년과,S38,2,2,2,35250,26450
2023,소아청소년과,S39,7,20,20,595940,418640
2023,소아청소년과,S40,271,375,375,7680910,5966810
2023,소아청소년과,S41,177,366,366,8308580,6310580
2023,소아청소년과,S42,68,93,92,2080260,1753960
2023,소아청소년과,S43,1760,3069,3068,57569380,44323080
2023,소아청소년과,S44,14,20,20,318040,234040
2023,소아청소년과,S46,427,698,697,23269990,16710190
2023,소아청소년과,S47,12,17,17,282090,224990
2023,소아청소년과,S49,14,17,17,363730,280830
2023,소아청소년과,S50,1339,1806,1806,41649230,31074330
2023,소아청소년과,S51,806,1414,1413,32931800,24522700
2023,소아청소년과,S52,45,60,60,1725050,1305850
2023,소아청소년과,S53,1336,1733,1733,91345080,73082580
2023,소아청소년과,S54,24,65,65,3852630,2741730
2023,소아청소년과,S55,2,2,2,63050,50850
2023,소아청소년과,S56,12,16,16,449820,338120
2023,소아청소년과,S57,15,29,29,668860,503360
2023,소아청소년과,S59,22,32,32,728830,528130
2023,소아청소년과,S60,5427,7151,7150,168335730,128393230
2023,소아청소년과,S61,6602,10183,10183,236634120,178178020
2023,소아청소년과,S62,105,161,161,5183970,3885070
2023,소아청소년과,S63,1172,1536,1536,42935680,32140880
2023,소아청소년과,S64,2,2,2,38940,27440
2023,소아청소년과,S65,118,172,172,3907670,2989470
2023,소아청소년과,S66,98,125,125,2689630,2070730
2023,소아청소년과,S67,92,114,116,2765000,2138590
2023,소아청소년과,S68,2,14,14,295640,207940
2023,소아청소년과,S69,240,336,335,8071610,6176810
2023,소아청소년과,S70,458,585,585,10862000,8582800
2023,소아청소년과,S71,133,241,241,5575800,4154800
2023,소아청소년과,S72,7,20,20,186220,154820
2023,소아청소년과,S73,257,309,297,5583630,4676130
2023,소아청소년과,S74,4,21,21,1505700,1073800
2023,소아청소년과,S76,29,46,46,864820,663920
2023,소아청소년과,S79,19,32,32,673720,521820
2023,소아청소년과,S80,3243,4930,4928,106854670,78941570
2023,소아청소년과,S81,2438,4262,4262,100758690,73363990
2023,소아청소년과,S82,25,29,28,595770,434670
2023,소아청소년과,S83,676,1064,1062,27667470,20856270
2023,소아청소년과,S84,11,20,20,1193900,836600
2023,소아청소년과,S85,3,7,7,173930,122130
2023,소아청소년과,S86,282,373,373,6106690,4603390
2023,소아청소년과,S87,98,169,169,3568830,2581930
2023,소아청소년과,S89,66,104,104,2224680,1606880
2023,소아청소년과,S90,3111,3963,3962,84236050,64819550
2023,소아청소년과,S91,2066,3246,3246,73169470,55346670
2023,소아청소년과,S92,59,78,78,2507570,1839270
2023,소아청소년과,S93,1502,2109,2106,57357250,42821350
2023,소아청소년과,S94,1,1,1,18330,14530
2023,소아청소년과,S95,2,2,2,49550,37050
2023,소아청소년과,S96,35,41,41,1013090,760990
2023,소아청소년과,S97,51,67,67,1501470,1156570
2023,소아청소년과,S99,79,133,133,2886150,2188850
2023,소아청소년과,T00,4229,5671,5671,110132500,85266500
2023,소아청소년과,T01,1204,1626,1626,34826530,26681630
2023,소아청소년과,T02,2,2,2,57120,45020
2023,소아청소년과,T03,89,98,98,1956320,1454420
2023,소아청소년과,T04,6,13,13,247450,179650
2023,소아청소년과,T06,1,1,1,24270,17070
2023,소아청소년과,T08,1,1,1,17320,15620
2023,소아청소년과,T09,116,155,155,3355840,2579440
2023,소아청소년과,T10,17,18,18,737160,591060
2023,소아청소년과,T11,140,213,212,5178000,3857500
2023,소아청소년과,T12,2,4,4,217290,172590
2023,소아청소년과,T13,356,559,559,12572100,9240900
2023,소아청소년과,T14,33778,44146,44163,912640070,716616780
2023,소아청소년과,T15,179,187,187,6761710,4981610
2023,소아청소년과,T16,11303,15344,15343,488122850,393139050
2023,소아청소년과,T17,2524,2736,2735,79683920,61958220
2023,소아청소년과,T18,897,1027,1025,23449270,19373270
2023,소아청소년과,T19,6,7,7,437420,311820
2023,소아청소년과,T20,422,795,795,31598940,23261640
2023,소아청소년과,T21,561,1092,1091,40096160,29745360
2023,소아청소년과,T22,948,2327,2327,94340440,67978940
2023,소아청소년과,T23,5857,11650,11645,499142480,373106680
2023,소아청소년과,T24,840,2105,2105,84666510,61768910
2023,소아청소년과,T25,690,1667,1667,71626430,53267830
2023,소아청소년과,T26,4,9,9,403040,373740
2023,소아청소년과,T27,2,3,3,153300,107500
2023,소아청소년과,T28,18,27,27,784850,583350
2023,소아청소년과,T29,221,422,422,15521870,11832870
2023,소아청소년과,T30,3695,6874,6872,310753350,234937450
2023,소아청소년과,T31,108,157,157,6150640,4607740
2023,소아청소년과,T33,124,169,169,3337680,2469980
2023,소아청소년과,T35,19,20,20,388480,282480
2023,소아청소년과,T38,3,6,5,94060,82360
2023,소아청소년과,T39,1,1,1,22630,17930
2023,소아청소년과,T45,1,1,1,12380,8680
2023,소아청소년과,T47,1,1,1,19760,18860
2023,소아청소년과,T48,3,8,8,114870,104770
2023,소아청소년과,T49,6,6,6,123190,99890
2023,소아청소년과,T50,8,10,10,168100,138900
2023,소아청소년과,T51,2,2,2,38090,33390
2023,소아청소년과,T52,2,2,2,31350,24850
2023,소아청소년과,T53,1,1,1,13020,10320
2023,소아청소년과,T54,1,1,1,18330,14530
2023,소아청소년과,T55,2,2,2,47590,41990
2023,소아청소년과,T56,4,4,4,74590,54190
2023,소아청소년과,T60,2,2,2,30710,26110
2023,소아청소년과,T62,3,4,4,55740,41540
2023,소아청소년과,T63,1750,2053,2053,34834800,27090000
2023,소아청소년과,T65,32,35,35,661800,536200
2023,소아청소년과,T67,1252,1786,1801,39938340,30871760
2023,소아청소년과,T68,34,38,37,905060,764260
2023,소아청소년과,T69,23,31,31,550170,396770
2023,소아청소년과,T70,21,22,22,375390,274890
2023,소아청소년과,T73,89,121,121,2149580,1569480
2023,소아청소년과,T74,7,9,9,141830,104130
2023,소아청소년과,T75,199,256,256,4472280,3304580
2023,소아청소년과,T76,1,1,1,18330,14530
2023,소아청소년과,T78,6498,10813,10809,587855970,471180340
2023,소아청소년과,T79,3004,4205,4202,92160740,70180440
2023,소아청소년과,T80,4,4,4,61520,49620
2023,소아청소년과,T81,86,117,116,2647880,1992680
2023,소아청소년과,T82,1,3,3,47020,33120
2023,소아청소년과,T84,1,3,3,47020,42120
2023,소아청소년과,T85,1,4,4,69280,48880
2023,소아청소년과,T88,272,305,305,5887050,4987930
2023,소아청소년과,T90,13,14,14,296870,259070
2023,소아청소년과,T91,9,11,11,236130,180430
2023,소아청소년과,T92,15,16,16,404380,325880
2023,소아청소년과,T93,24,31,31,531210,409210
2023,소아청소년과,T94,2,2,2,47910,37910
2023,소아청소년과,T95,16,25,25,516730,392530
2023,소아청소년과,T96,1,1,1,15730,12430
2023,소아청소년과,T98,1,1,1,15090,10590
2023,소아청소년과,U07,905941,1284890,1287354,44705883650,38531637740
2023,소아청소년과,U08,127,168,168,5390270,4623770
2023,소아청소년과,U09,659,824,823,16265860,12413560
2023,소아청소년과,U10,1,4,4,91490,71590
2023,소아청소년과,U11,12,13,13,169850,122850
2023,소아청소년과,U12,19,20,20,407320,320720
2023,소아청소년과,U82,1,1,1,13010,10310
2023,소아청소년과,Z00,15181,19889,19825,473700140,374922740
2023,소아청소년과,Z01,226,270,269,9465460,7039360
2023,소아청소년과,Z02,31,31,31,442000,317900
2023,소아청소년과,Z03,5935,7191,7224,224146840,191825890
2023,소아청소년과,Z04,527,603,593,10294130,8437430
2023,소아청소년과,Z09,6,13,13,202960,162160
2023,소아청소년과,Z10,248,272,272,2851090,2271490
2023,소아청소년과,Z11,55759,73975,74255,2994068750,2520039450
2023,소아청소년과,Z12,2,2,2,30340,22540
2023,소아청소년과,Z13,316,412,411,44468370,35955070
2023,소아청소년과,Z20,59174,74676,75236,3294684580,2696044060
2023,소아청소년과,Z21,1,1,1,12380,8680
2023,소아청소년과,Z22,430,822,815,21082090,17342910
2023,소아청소년과,Z23,418,525,525,13213870,10455270
2023,소아청소년과,Z24,189,355,355,6165550,5182850
2023,소아청소년과,Z25,2350,3978,3978,71085910,56749010
2023,소아청소년과,Z26,12765,21706,21704,391595670,326184970
2023,소아청소년과,Z27,1496,2674,2674,46440810,37448210
2023,소아청소년과,Z28,57,58,58,728140,584940
2023,소아청소년과,Z29,844,1075,1074,17235380,13492780
2023,소아청소년과,Z30,60,71,71,1333970,950570
2023,소아청소년과,Z31,16,26,26,438300,311800
2023,소아청소년과,Z32,10,17,17,277230,243230
2023,소아청소년과,Z33,2,2,2,34640,24440
2023,소아청소년과,Z34,59,115,115,12604170,11346770
2023,소아청소년과,Z35,6,35,35,511480,358980
2023,소아청소년과,Z37,2,2,2,61120,47220
2023,소아청소년과,Z38,32,35,35,1899030,1806630
2023,소아청소년과,Z39,20,21,21,419820,341620
2023,소아청소년과,Z40,1,1,1,20870,16770
2023,소아청소년과,Z42,1,1,1,21620,15220
2023,소아청소년과,Z48,1552,1888,1888,44741610,34958710
2023,소아청소년과,Z50,5,8,8,112200,95200
2023,소아청소년과,Z52,9,11,11,197330,140530
2023,소아청소년과,Z54,1,1,1,28570,20070
2023,소아청소년과,Z55,1,2,2,29700,20900
2023,소아청소년과,Z56,5,7,7,129200,91000
2023,소아청소년과,Z58,1,1,1,21620,17320
2023,소아청소년과,Z59,1,1,1,17320,12220
2023,소아청소년과,Z62,1842,2027,2027,113485060,104540560
2023,소아청소년과,Z63,1,1,1,18330,14530
2023,소아청소년과,Z64,7,8,8,160060,112760
2023,소아청소년과,Z70,12,15,15,258390,200290
2023,소아청소년과,Z71,3270,4278,4272,74298890,60580890
2023,소아청소년과,Z72,9,9,9,215340,178540
2023,소아청소년과,Z73,14,16,16,286580,201580
2023,소아청소년과,Z74,49,54,54,1475560,1051560
2023,소아청소년과,Z75,1,1,1,13920,13320
2023,소아청소년과,Z76,393,609,609,9673680,7933480
2023,소아청소년과,Z82,13,19,19,282940,236240
2023,소아청소년과,Z83,6,7,7,114910,85910
2023,소아청소년과,Z84,1,1,1,12380,8680
2023,소아청소년과,Z85,1,1,1,17320,12220
2023,소아청소년과,Z86,2,2,2,26450,19750
2023,소아청소년과,Z87,2,2,2,22690,20090
2023,소아청소년과,Z88,5,5,5,82670,63070
2023,소아청소년과,Z89,1,1,1,20060,19060
2023,소아청소년과,Z90,1,1,1,9030,7530
2023,소아청소년과,Z91,11,12,12,204920,153920
2023,소아청소년과,Z92,2,32,32,444610,312610
2023,소아청소년과,Z93,4,10,10,680360,478160
2023,소아청소년과,Z94,14,25,25,353430,265530
2023,소아청소년과,Z95,10,35,35,569180,445280
2023,소아청소년과,Z96,1,1,1,17320,15620
2023,소아청소년과,Z98,71,124,124,2684760,2018060
2023,안과,A00,1,1,1,53310,37410
2023,안과,A04,15,19,19,333210,237410
2023,안과,A05,1,1,1,21620,17320
2023,안과,A06,2,2,2,29700,20900
2023,안과,A08,45,87,87,2028610,1454610
2023,안과,A09,359,649,649,17323530,12448830
2023,안과,A15,5,13,12,1126030,1067730
2023,안과,A16,3,8,8,492610,447010
2023,안과,A18,6,9,9,1453790,1372490
2023,안과,A26,4,5,5,118750,83350
2023,안과,A40,4,4,4,112490,78890
2023,안과,A42,2,5,5,172780,121180
2023,안과,A46,4,5,5,125150,87850
2023,안과,A49,14,27,27,622560,456760
2023,안과,A54,1,1,1,21380,14980
2023,안과,A59,1,1,1,12380,10880
2023,안과,A60,8,10,10,217860,154460
2023,안과,A63,1,1,1,68450,47950
2023,안과,A66,3,7,7,830990,581990
2023,안과,A69,8,15,15,169280,125580
2023,안과,A74,10,18,18,553110,396110
2023,안과,A98,1,1,1,44430,31130
2023,안과,B00,38553,70596,70585,2311965640,1670352150
2023,안과,B02,5137,11147,11144,339600180,247162680
2023,안과,B07,176,336,336,16560320,11895120
2023,안과,B08,185,228,228,8971040,6502440
2023,안과,B17,1,1,1,74640,52340
2023,안과,B18,22,47,47,1652580,1191080
2023,안과,B19,1,1,1,84480,59180
2023,안과,B20,1,1,1,21380,14980
2023,안과,B25,50,324,324,23742410,16743110
2023,안과,B26,7,13,13,272290,203190
2023,안과,B30,140768,229486,229480,5582233000,4078910650
2023,안과,B34,77,105,105,4198760,3412960
2023,안과,B35,588,1717,1717,25560620,19297420
2023,안과,B36,23,42,42,877000,630100
2023,안과,B37,13,22,22,343440,267840
2023,안과,B39,3,3,3,109740,76940
2023,안과,B43,7,9,9,301570,211670
2023,안과,B46,2,16,16,173410,148610
2023,안과,B47,1,1,1,0,0
2023,안과,B48,2,2,2,25400,21200
2023,안과,B49,2,3,3,51700,44200
2023,안과,B54,1,1,1,12380,8680
2023,안과,B58,10,21,21,3197200,2252900
2023,안과,B60,11,25,24,862640,606340
2023,안과,B83,12,43,43,3709920,2612220
2023,안과,B85,42,42,42,2154510,1512010
2023,안과,B88,6,9,9,171160,120160
2023,안과,B89,4,5,3,205120,146520
2023,안과,B90,2,2,2,336490,321690
2023,안과,B97,2,2,2,41040,28840
2023,안과,C02,4,14,14,1669000,1564100
2023,안과,C03,2,3,3,1108680,1053380
2023,안과,C05,1,51,51,4866520,4626220
2023,안과,C07,1,1,1,418540,397640
2023,안과,C08,2,3,3,159860,144160
2023,안과,C10,1,2,2,709430,674130
2023,안과,C11,8,23,23,1726090,1627090
2023,안과,C14,2,3,3,52360,49860
2023,안과,C15,5,65,65,3662470,2915270
2023,안과,C16,107,391,391,59179910,56252410
2023,안과,C17,3,15,15,2978220,2829820
2023,안과,C18,78,259,259,39340700,37395400
2023,안과,C19,2,5,5,755080,717580
2023,안과,C20,32,81,81,14551330,13759130
2023,안과,C21,1,1,1,102830,97730
2023,안과,C22,51,197,197,23060430,21864330
2023,안과,C23,10,35,35,4875060,4597460
2023,안과,C24,8,23,23,3766160,3575760
2023,안과,C25,20,53,53,8003490,7590990
2023,안과,C26,7,26,26,4154280,3947780
2023,안과,C31,1,1,1,334740,318040
2023,안과,C32,4,8,8,1483360,1409560
2023,안과,C34,100,272,272,49019750,46481450
2023,안과,C37,3,17,17,2560040,2433040
2023,안과,C41,5,7,7,1982560,1883760
2023,안과,C43,20,29,29,1939730,1688130
2023,안과,C44,98,502,502,46316670,43058910
2023,안과,C48,1,1,1,185370,176170
2023,안과,C49,27,79,78,6748130,6093730
2023,안과,C50,163,341,341,62388600,58894000
2023,안과,C51,1,8,8,1164570,1106670
2023,안과,C54,17,40,40,5581380,5287480
2023,안과,C55,3,5,5,1751000,1663700
2023,안과,C56,9,26,26,3192160,3034360
2023,안과,C58,1,1,1,88280,83880
2023,안과,C61,122,401,399,56812900,53941500
2023,안과,C62,1,2,2,310860,295360
2023,안과,C64,36,112,111,18484630,17566230
2023,안과,C65,2,2,2,375260,356560
2023,안과,C66,5,15,15,2753800,2616700
2023,안과,C67,42,127,127,21158570,19871870
2023,안과,C68,1,6,6,255680,243180
2023,안과,C69,139,425,423,27812710,23889870
2023,안과,C71,18,53,53,4401210,4109210
2023,안과,C72,8,33,33,3583050,3297450
2023,안과,C73,122,411,410,64675820,60654620
2023,안과,C74,2,3,3,791720,752220
2023,안과,C75,3,6,6,945750,828950
2023,안과,C76,2,20,20,611820,582520
2023,안과,C77,2,3,3,721400,685500
2023,안과,C78,3,9,9,1778340,1689840
2023,안과,C79,6,23,23,3755770,3557070
2023,안과,C80,4,26,26,2799430,2625630
2023,안과,C81,1,2,2,60440,57440
2023,안과,C82,3,8,8,1855670,1754670
2023,안과,C83,15,64,64,6202390,5861890
2023,안과,C84,6,12,12,1054570,1002470
2023,안과,C85,21,65,64,5658160,5308260
2023,안과,C86,2,8,8,591780,562380
2023,안과,C88,22,72,72,6779750,6357750
2023,안과,C90,15,45,45,4667870,4431470
2023,안과,C91,11,49,49,4717810,4478110
2023,안과,C92,31,168,168,14636020,13901020
2023,안과,C93,1,3,3,428190,406890
2023,안과,C94,1,29,29,2348460,2232660
2023,안과,C95,7,28,28,2018210,1918910
2023,안과,C96,2,2,2,290430,276030
2023,안과,D00,12,38,38,7691700,7308900
2023,안과,D01,25,87,87,13115880,12333080
2023,안과,D02,1,3,3,142180,135280
2023,안과,D03,5,20,20,992750,828850
2023,안과,D04,7,27,27,3271870,3034870
2023,안과,D05,31,75,75,11584300,10854300
2023,안과,D06,17,38,38,8549040,8109340
2023,안과,D07,2,17,17,1152170,1095470
2023,안과,D09,15,53,52,7032890,6663090
2023,안과,D10,38,76,76,3644180,2582280
2023,안과,D11,3,5,5,106090,79590
2023,안과,D12,15,18,18,4439750,3120950
2023,안과,D13,6,15,15,709360,503760
2023,안과,D14,15,15,15,590890,421690
2023,안과,D16,25,32,32,2126090,1504590
2023,안과,D17,146,225,225,21554880,15220180
2023,안과,D18,56,86,85,6810970,4871270
2023,안과,D21,3013,4708,4692,519401120,372640310
2023,안과,D22,203,285,283,16367330,11574430
2023,안과,D23,6740,10533,10502,1165077710,830345620
2023,안과,D24,2,4,4,164350,115250
2023,안과,D25,4,6,6,888880,622580
2023,안과,D29,1,1,1,13920,13320
2023,안과,D31,10242,17427,17369,1863744990,1330700430
2023,안과,D32,102,304,304,50917560,47932460
2023,안과,D33,70,203,203,25118750,23587450
2023,안과,D34,2,3,3,117630,82530
2023,안과,D35,132,276,276,35567470,30472370
2023,안과,D36,2,6,6,870280,612780
2023,안과,D37,17,52,52,9466860,8995460
2023,안과,D38,3,22,22,2366870,2249570
2023,안과,D39,3,8,8,1214550,1154150
2023,안과,D41,1,2,2,126060,119860
2023,안과,D42,6,16,16,2419950,2299650
2023,안과,D43,14,42,42,4541780,4316880
2023,안과,D44,10,12,12,1568030,1419830
2023,안과,D45,3,34,34,4127520,3922520
2023,안과,D46,14,86,86,4436230,4168130
2023,안과,D47,21,43,42,7896450,7494350
2023,안과,D48,160,254,251,21529950,16422850
2023,안과,D50,34,64,64,2667310,2160710
2023,안과,D51,2,3,3,1194420,1134820
2023,안과,D52,1,13,13,0,0
2023,안과,D59,2,2,2,429300,300600
2023,안과,D60,1,3,3,95920,86520
2023,안과,D61,3,15,15,3721060,3349560
2023,안과,D62,1,2,2,32880,23080
2023,안과,D64,6,7,7,478910,343910
2023,안과,D66,5,12,12,2084100,1869100
2023,안과,D68,4,6,6,808260,696160
2023,안과,D69,10,15,15,1180000,974500
2023,안과,D72,1,1,1,199550,139750
2023,안과,D75,1,1,1,16100,12400
2023,안과,D76,1,1,1,21530,17030
2023,안과,D80,1,3,3,156130,140630
2023,안과,D81,1,1,1,25830,23330
2023,안과,D82,1,1,1,58660,52860
2023,안과,D86,21,58,58,7398700,6645300
2023,안과,D89,3,6,6,480750,432950
2023,안과,E01,1,1,1,394840,276440
2023,안과,E03,104,407,407,36431400,25959300
2023,안과,E04,19,26,26,2839890,2119730
2023,안과,E05,117,189,188,11332890,8187390
2023,안과,E06,12,22,22,1451410,1027310
2023,안과,E07,13,24,24,1215610,855210
2023,안과,E10,1178,3121,3121,503817060,387266480
2023,안과,E11,1994,4085,4083,405747430,296841810
2023,안과,E12,8,28,28,2926300,2052100
2023,안과,E13,1490,2762,2762,177691480,128553660
2023,안과,E14,2624,6842,6836,1067308920,784996430
2023,안과,E20,1,2,2,0,0
2023,안과,E22,7,14,14,2320630,2032230
2023,안과,E23,6,6,6,903850,730250
2023,안과,E24,2,11,11,1975560,1778260
2023,안과,E27,4,7,7,575030,410230
2023,안과,E28,3,4,4,54460,38260
2023,안과,E35,2,2,2,89530,62830
2023,안과,E50,8291,12355,12353,409121920,293186820
2023,안과,E53,1,1,1,12420,8720
2023,안과,E55,64,77,76,3944700,2792300
2023,안과,E56,4,10,10,246560,184560
2023,안과,E58,3,7,7,83180,58380
2023,안과,E61,40,46,46,1173310,867410
2023,안과,E63,13,36,36,476880,401480
2023,안과,E64,1,1,1,38460,26960
2023,안과,E66,41,68,68,1251540,899340
2023,안과,E67,10,11,11,460180,322580
2023,안과,E68,2,2,2,65250,51850
2023,안과,E70,12,14,14,1260400,966100
2023,안과,E71,1,1,1,40380,28280
2023,안과,E72,1,1,1,23740,21440
2023,안과,E74,2,4,4,457360,411760
2023,안과,E75,3,14,14,437430,394630
2023,안과,E76,1,3,3,92320,83320
2023,안과,E78,643,1639,1635,42417560,30581060
2023,안과,E79,2,8,8,161660,113660
2023,안과,E80,1,1,1,24600,19700
2023,안과,E83,1,1,1,133050,119750
2023,안과,E85,3,3,3,101170,71070
2023,안과,E86,28,44,44,1041380,731780
2023,안과,E87,37,53,53,2972750,2107750
2023,안과,E88,2,5,5,873060,611460
2023,안과,E89,5,17,17,121500,88400
2023,안과,F00,59,466,466,4344090,3424390
2023,안과,F01,7,12,12,369040,328140
2023,안과,F03,10,31,31,503910,409810
2023,안과,F05,1,1,1,315410,313910
2023,안과,F06,73,164,164,4193890,3296190
2023,안과,F10,2,2,2,39770,31570
2023,안과,F13,1,1,1,6190,4390
2023,안과,F20,12,40,40,5167870,4561570
2023,안과,F29,1,1,1,64260,45060
2023,안과,F31,3,6,6,50220,40820
2023,안과,F32,50,182,182,7177150,5171450
2023,안과,F33,5,12,12,64610,50610
2023,안과,F34,7,19,19,156780,115680
2023,안과,F39,1,1,1,17320,12220
2023,안과,F40,8,12,12,181680,135280
2023,안과,F41,125,197,197,4048780,3020680
2023,안과,F42,1,1,1,12380,8680
2023,안과,F43,9,25,25,561260,422660
2023,안과,F44,2,4,4,53320,37420
2023,안과,F45,13,23,23,212510,168110
2023,안과,F48,27,32,32,1802150,1275050
2023,안과,F50,12,21,21,388110,275010
2023,안과,F51,150,326,326,5327150,3978150
2023,안과,F52,4,9,9,237300,177100
2023,안과,F54,1,2,2,24760,17360
2023,안과,F63,1,3,3,37140,26040
2023,안과,F80,1,1,1,18330,14530
2023,안과,F81,1,3,2,72550,50950
2023,안과,F84,2,3,3,47020,39020
2023,안과,F90,9,29,29,328490,240290
2023,안과,F95,124,136,135,3523260,2682560
2023,안과,G04,3,7,7,640730,576930
2023,안과,G05,2,2,2,84380,59180
2023,안과,G11,7,10,10,1232090,1109390
2023,안과,G20,97,345,344,42847630,38519530
2023,안과,G21,1,1,1,19660,17760
2023,안과,G23,2,8,8,88150,72150
2023,안과,G24,3345,5539,5525,232434930,167987940
2023,안과,G25,25,44,44,1005590,710890
2023,안과,G30,4,4,4,361540,258140
2023,안과,G31,781,1994,1994,93702660,72890760
2023,안과,G32,1,1,1,12380,10880
2023,안과,G35,18,53,53,5463540,4882840
2023,안과,G36,21,37,37,4200600,3620100
2023,안과,G40,10,26,26,1297410,1127010
2023,안과,G41,2,3,3,156990,141390
2023,안과,G43,1381,1774,1772,110446090,77777690
2023,안과,G44,118,164,164,9563560,6746360
2023,안과,G45,740,911,907,96430730,67998930
2023,안과,G46,1,1,1,38660,27160
2023,안과,G47,771,2107,2550,334935210,265643330
2023,안과,G50,107,194,192,5577510,4040210
2023,안과,G51,1517,2498,2493,98107350,72228750
2023,안과,G52,88,123,123,7924520,5667120
2023,안과,G53,39,127,127,5016910,4206910
2023,안과,G55,1,1,1,12380,8680
2023,안과,G56,2,12,12,141970,99770
2023,안과,G58,5,7,7,55770,41670
2023,안과,G59,1,1,1,0,0
2023,안과,G60,1,3,3,38530,34730
2023,안과,G61,6,22,22,2058040,1844440
2023,안과,G62,5,9,9,81650,63550
2023,안과,G63,4,7,7,321190,290390
2023,안과,G64,3,6,6,15090,10590
2023,안과,G70,141,271,271,29385950,24658650
2023,안과,G71,9,16,16,1049750,863150
2023,안과,G73,13,19,18,1416580,1000580
2023,안과,G83,11,16,16,1498430,1323530
2023,안과,G90,22,36,36,2567390,1838490
2023,안과,G91,2,4,3,322520,227620
2023,안과,G93,7,11,11,1654290,1161790
2023,안과,G95,1,1,1,17320,12220
2023,안과,G98,2,3,3,65640,46040
2023,안과,H00,1441209,2390519,2390297,74640188130,53191807220
2023,안과,H01,469762,798979,798919,26597292350,19361179410
2023,안과,H02,239171,617879,617709,48283373180,35127119000
2023,안과,H03,7965,13165,13162,337578240,245361340
2023,안과,H04,2386427,4273679,4273211,165738590030,120414801660
2023,안과,H05,7439,14063,14048,626702920,449744060
2023,안과,H06,1194,2134,2114,156374580,110712810
2023,안과,H10,3728965,6189939,6189413,182187043370,133619473610
2023,안과,H11,509541,725952,725873,35157592610,25236125680
2023,안과,H13,7486,11039,11036,312880790,227682990
2023,안과,H15,57908,98174,98147,3071179980,2209137030
2023,안과,H16,1295860,2371556,2371317,80119855120,58471309380
2023,안과,H17,13698,27451,27428,1383245180,1009446230
2023,안과,H18,38805,87828,87803,4004538300,2928044510
2023,안과,H19,310489,568682,568647,19550173760,14308515620
2023,안과,H20,69338,253095,253012,9275035550,6758956830
2023,안과,H21,4442,9852,9848,604305200,436992150
2023,안과,H22,1006,2911,2907,137747850,112762760
2023,안과,H25,1026175,2976147,2976986,588063735250,460357880790
