발생연도,성별,국제질병분류,암종,발생자수,조발생률,연령표준화발생률
2012,여자,C33-C34,폐,6967,27.7,33.2
2012,여자,C50,유방,16803,66.8,72.0
2012,여자,C53,자궁경부,3698,14.7,15.8
2012,여자,C54,자궁체부,2014,8.0,9.0
2012,여자,C56,난소,2239,8.9,9.8
2012,여자,C61,전립선,0,,
2012,여자,C62,고환,0,,
2012,여자,C64,신장,1299,5.2,6.0
2012,여자,C67,방광,711,2.8,3.3
2012,여자,C70-C72,뇌 및 중추신경계,796,3.2,3.4
2012,여자,C73,갑상선,36599,145.5,153.6
2012,여자,C81,호지킨림프종,90,0.4,0.4
2012,여자,"C82-C86,C96",비호지킨림프종,1588,6.3,7.0
2012,여자,C90,다발성 골수종,588,2.3,2.8
2012,여자,C91-C95,백혈병,1249,5.0,5.3
2012,여자,Re.C00-C96,기타 암,7280,28.9,33.3
2013,남녀전체,C00-C96,모든암,229659,454.2,545.5
2013,남녀전체,C00-C14,"입술, 구강 및 인두",3127,6.2,7.5
2013,남녀전체,C15,식도,2408,4.8,6.2
2013,남녀전체,C16,위,30532,60.4,75.3
2013,남녀전체,C18-C20,대장,28197,55.8,70.4
2013,남녀전체,C22,간,16050,31.7,39.4
2013,남녀전체,C23-C24,담낭 및 기타담도,5808,11.5,15.3
2013,남녀전체,C25,췌장,5592,11.1,14.4
2013,남녀전체,C32,후두,1222,2.4,3.1
2013,남녀전체,C33-C34,폐,23655,46.8,61.2
2013,남녀전체,C50,유방,17578,34.8,37.4
2013,남녀전체,C53,자궁경부,3727,7.4,8.1
2013,남녀전체,C54,자궁체부,2261,4.5,5.0
2013,남녀전체,C56,난소,2301,4.6,5.1
2013,남녀전체,C61,전립선,9742,19.3,25.3
2013,남녀전체,C62,고환,258,0.5,0.5
2013,남녀전체,C64,신장,4391,8.7,10.3
2013,남녀전체,C67,방광,3891,7.7,10.1
2013,남녀전체,C70-C72,뇌 및 중추신경계,1878,3.7,4.2
2013,남녀전체,C73,갑상선,43124,85.3,88.8
2013,남녀전체,C81,호지킨림프종,265,0.5,0.6
2013,남녀전체,"C82-C86,C96",비호지킨림프종,4009,7.9,9.4
2013,남녀전체,C90,다발성 골수종,1355,2.7,3.4
2013,남녀전체,C91-C95,백혈병,3080,6.1,6.9
2013,남녀전체,Re.C00-C96,기타 암,15208,30.1,37.6
2013,남자,C00-C96,모든암,115880,458.3,651.2
2013,남자,C00-C14,"입술, 구강 및 인두",2245,8.9,11.8
2013,남자,C15,식도,2207,8.7,13.0
2013,남자,C16,위,20499,81.1,114.4
2013,남자,C18-C20,대장,16947,67.0,96.0
2013,남자,C22,간,12043,47.6,64.5
2013,남자,C23-C24,담낭 및 기타담도,3013,11.9,19.0
2013,남자,C25,췌장,3018,11.9,18.0
2013,남자,C32,후두,1138,4.5,6.6
2013,남자,C33-C34,폐,16476,65.2,102.7
2013,남자,C50,유방,63,0.2,0.4
2013,남자,C53,자궁경부,0,,
2013,남자,C54,자궁체부,0,,
2013,남자,C56,난소,0,,
2013,남자,C61,전립선,9742,38.5,60.5
2013,남자,C62,고환,258,1.0,0.9
2013,남자,C64,신장,3025,12.0,15.5
2013,남자,C67,방광,3128,12.4,19.6
2013,남자,C70-C72,뇌 및 중추신경계,963,3.8,4.7
2013,남자,C73,갑상선,8570,33.9,35.3
2013,남자,C81,호지킨림프종,172,0.7,0.8
2013,남자,"C82-C86,C96",비호지킨림프종,2314,9.2,12.0
2013,남자,C90,다발성 골수종,708,2.8,4.1
2013,남자,C91-C95,백혈병,1761,7.0,8.6
2013,남자,Re.C00-C96,기타 암,7590,30.0,42.8
2013,여자,C00-C96,모든암,113779,450.1,489.6
2013,여자,C00-C14,"입술, 구강 및 인두",882,3.5,3.8
2013,여자,C15,식도,201,0.8,0.9
2013,여자,C16,위,10033,39.7,44.4
2013,여자,C18-C20,대장,11250,44.5,50.6
2013,여자,C22,간,4007,15.9,18.2
2013,여자,C23-C24,담낭 및 기타담도,2795,11.1,12.7
2013,여자,C25,췌장,2574,10.2,11.7
2013,여자,C32,후두,84,0.3,0.4
2013,여자,C33-C34,폐,7179,28.4,32.6
2013,여자,C50,유방,17515,69.3,73.4
2013,여자,C53,자궁경부,3727,14.7,15.6
2013,여자,C54,자궁체부,2261,8.9,9.9
2013,여자,C56,난소,2301,9.1,9.8
2013,여자,C61,전립선,0,,
2013,여자,C62,고환,0,,
2013,여자,C64,신장,1366,5.4,6.1
2013,여자,C67,방광,763,3.0,3.4
2013,여자,C70-C72,뇌 및 중추신경계,915,3.6,3.9
2013,여자,C73,갑상선,34554,136.7,142.2
2013,여자,C81,호지킨림프종,93,0.4,0.4
2013,여자,"C82-C86,C96",비호지킨림프종,1695,6.7,7.4
2013,여자,C90,다발성 골수종,647,2.6,3.0
2013,여자,C91-C95,백혈병,1319,5.2,5.6
2013,여자,Re.C00-C96,기타 암,7618,30.1,33.7
2014,남녀전체,C00-C96,모든암,221356,436.1,513.4
2014,남녀전체,C00-C14,"입술, 구강 및 인두",3292,6.5,7.6
2014,남녀전체,C15,식도,2390,4.7,5.9
2014,남녀전체,C16,위,30221,59.5,72.1
2014,남녀전체,C18-C20,대장,27533,54.2,66.2
2014,남녀전체,C22,간,15967,31.5,37.9
2014,남녀전체,C23-C24,담낭 및 기타담도,6138,12.1,15.5
2014,남녀전체,C25,췌장,6058,11.9,15.0
2014,남녀전체,C32,후두,1136,2.2,2.8
2014,남녀전체,C33-C34,폐,24548,48.4,61.1
2014,남녀전체,C50,유방,18594,36.6,39.0
2014,남녀전체,C53,자궁경부,3609,7.1,7.7
2014,남녀전체,C54,자궁체부,2254,4.4,4.8
2014,남녀전체,C56,난소,2500,4.9,5.5
2014,남녀전체,C61,전립선,10015,19.7,25.0
2014,남녀전체,C62,고환,261,0.5,0.5
2014,남녀전체,C64,신장,4563,9.0,10.5
2014,남녀전체,C67,방광,4091,8.1,10.2
2014,남녀전체,C70-C72,뇌 및 중추신경계,1786,3.5,3.9
2014,남녀전체,C73,갑상선,31349,61.8,63.7
2014,남녀전체,C81,호지킨림프종,282,0.6,0.6
2014,남녀전체,"C82-C86,C96",비호지킨림프종,4114,8.1,9.4
2014,남녀전체,C90,다발성 골수종,1428,2.8,3.5
2014,남녀전체,C91-C95,백혈병,3117,6.1,6.8
2014,남녀전체,Re.C00-C96,기타 암,16110,31.7,38.3
2014,남자,C00-C96,모든암,115145,453.8,626.5
2014,남자,C00-C14,"입술, 구강 및 인두",2327,9.2,11.9
2014,남자,C15,식도,2172,8.6,12.1
2014,남자,C16,위,20334,80.1,109.2
2014,남자,C18-C20,대장,16521,65.1,89.8
2014,남자,C22,간,11943,47.1,61.9
2014,남자,C23-C24,담낭 및 기타담도,3185,12.6,19.1
2014,남자,C25,췌장,3249,12.8,18.5
2014,남자,C32,후두,1073,4.2,5.9
2014,남자,C33-C34,폐,17085,67.3,102.2
2014,남자,C50,유방,78,0.3,0.5
2014,남자,C53,자궁경부,0,,
2014,남자,C54,자궁체부,0,,
2014,남자,C56,난소,0,,
2014,남자,C61,전립선,10015,39.5,59.6
2014,남자,C62,고환,261,1.0,1.0
2014,남자,C64,신장,3168,12.5,15.8
2014,남자,C67,방광,3302,13.0,19.8
2014,남자,C70-C72,뇌 및 중추신경계,947,3.7,4.5
2014,남자,C73,갑상선,6297,24.8,25.8
2014,남자,C81,호지킨림프종,171,0.7,0.7
2014,남자,"C82-C86,C96",비호지킨림프종,2400,9.5,12.1
2014,남자,C90,다발성 골수종,776,3.1,4.3
2014,남자,C91-C95,백혈병,1790,7.1,8.4
2014,남자,Re.C00-C96,기타 암,8051,31.7,43.6
2014,여자,C00-C96,모든암,106211,418.3,447.3
2014,여자,C00-C14,"입술, 구강 및 인두",965,3.8,4.1
2014,여자,C15,식도,218,0.9,1.0
2014,여자,C16,위,9887,38.9,42.5
2014,여자,C18-C20,대장,11012,43.4,47.7
2014,여자,C22,간,4024,15.8,17.6
2014,여자,C23-C24,담낭 및 기타담도,2953,11.6,12.9
2014,여자,C25,췌장,2809,11.1,12.2
2014,여자,C32,후두,63,0.2,0.3
2014,여자,C33-C34,폐,7463,29.4,32.6
2014,여자,C50,유방,18516,72.9,76.5
2014,여자,C53,자궁경부,3609,14.2,14.8
2014,여자,C54,자궁체부,2254,8.9,9.5
2014,여자,C56,난소,2500,9.8,10.5
2014,여자,C61,전립선,0,,
2014,여자,C62,고환,0,,
2014,여자,C64,신장,1395,5.5,6.1
2014,여자,C67,방광,789,3.1,3.4
2014,여자,C70-C72,뇌 및 중추신경계,839,3.3,3.5
2014,여자,C73,갑상선,25052,98.7,101.7
2014,여자,C81,호지킨림프종,111,0.4,0.5
2014,여자,"C82-C86,C96",비호지킨림프종,1714,6.8,7.3
2014,여자,C90,다발성 골수종,652,2.6,2.9
2014,여자,C91-C95,백혈병,1327,5.2,5.5
2014,여자,Re.C00-C96,기타 암,8059,31.7,34.4
2015,남녀전체,C00-C96,모든암,218748,429.3,493.1
2015,남녀전체,C00-C14,"입술, 구강 및 인두",3376,6.6,7.6
2015,남녀전체,C15,식도,2461,4.8,5.8
2015,남녀전체,C16,위,29510,57.9,67.9
2015,남녀전체,C18-C20,대장,27299,53.6,63.3
2015,남녀전체,C22,간,15996,31.4,36.7
2015,남녀전체,C23-C24,담낭 및 기타담도,6326,12.4,15.3
2015,남녀전체,C25,췌장,6424,12.6,15.3
2015,남녀전체,C32,후두,1159,2.3,2.7
2015,남녀전체,C33-C34,폐,24791,48.7,59.1
2015,남녀전체,C50,유방,19437,38.1,40.2
2015,남녀전체,C53,자궁경부,3671,7.2,7.7
2015,남녀전체,C54,자궁체부,2448,4.8,5.2
2015,남녀전체,C56,난소,2514,4.9,5.4
2015,남녀전체,C61,전립선,10426,20.5,25.0
2015,남녀전체,C62,고환,289,0.6,0.5
2015,남녀전체,C64,신장,4632,9.1,10.3
2015,남녀전체,C67,방광,4151,8.1,9.9
2015,남녀전체,C70-C72,뇌 및 중추신경계,1826,3.6,3.9
2015,남녀전체,C73,갑상선,25576,50.2,51.4
2015,남녀전체,C81,호지킨림프종,273,0.5,0.6
2015,남녀전체,"C82-C86,C96",비호지킨림프종,4457,8.7,9.9
2015,남녀전체,C90,다발성 골수종,1483,2.9,3.5
2015,남녀전체,C91-C95,백혈병,3288,6.5,7.0
2015,남녀전체,Re.C00-C96,기타 암,16935,33.2,38.9
2015,남자,C00-C96,모든암,115369,453.2,604.0
2015,남자,C00-C14,"입술, 구강 및 인두",2437,9.6,12.0
2015,남자,C15,식도,2238,8.8,12.1
2015,남자,C16,위,19784,77.7,101.8
2015,남자,C18-C20,대장,16206,63.7,84.6
2015,남자,C22,간,11895,46.7,59.7
2015,남자,C23-C24,담낭 및 기타담도,3260,12.8,18.8
2015,남자,C25,췌장,3402,13.4,18.6
2015,남자,C32,후두,1092,4.3,5.8
2015,남자,C33-C34,폐,17324,68.0,98.4
2015,남자,C50,유방,79,0.3,0.4
2015,남자,C53,자궁경부,0,,
2015,남자,C54,자궁체부,0,,
2015,남자,C56,난소,0,,
2015,남자,C61,전립선,10426,41.0,59.0
2015,남자,C62,고환,289,1.1,1.1
2015,남자,C64,신장,3187,12.5,15.3
2015,남자,C67,방광,3336,13.1,19.2
2015,남자,C70-C72,뇌 및 중추신경계,980,3.8,4.5
2015,남자,C73,갑상선,5483,21.5,22.1
2015,남자,C81,호지킨림프종,174,0.7,0.8
2015,남자,"C82-C86,C96",비호지킨림프종,2567,10.1,12.5
2015,남자,C90,다발성 골수종,777,3.1,4.2
2015,남자,C91-C95,백혈병,1860,7.3,8.5
2015,남자,Re.C00-C96,기타 암,8573,33.7,44.9
2015,여자,C00-C96,모든암,103379,405.5,425.8
2015,여자,C00-C14,"입술, 구강 및 인두",939,3.7,3.9
2015,여자,C15,식도,223,0.9,0.9
2015,여자,C16,위,9726,38.2,40.5
2015,여자,C18-C20,대장,11093,43.5,46.4
2015,여자,C22,간,4101,16.1,17.3
2015,여자,C23-C24,담낭 및 기타담도,3066,12.0,12.8
2015,여자,C25,췌장,3022,11.9,12.7
2015,여자,C32,후두,67,0.3,0.3
2015,여자,C33-C34,폐,7467,29.3,31.4
2015,여자,C50,유방,19358,75.9,79.0
2015,여자,C53,자궁경부,3671,14.4,14.8
2015,여자,C54,자궁체부,2448,9.6,10.2
2015,여자,C56,난소,2514,9.9,10.3
2015,여자,C61,전립선,0,,
2015,여자,C62,고환,0,,
2015,여자,C64,신장,1445,5.7,6.1
2015,여자,C67,방광,815,3.2,3.4
2015,여자,C70-C72,뇌 및 중추신경계,846,3.3,3.5
2015,여자,C73,갑상선,20093,78.8,80.8
2015,여자,C81,호지킨림프종,99,0.4,0.4
2015,여자,"C82-C86,C96",비호지킨림프종,1890,7.4,7.8
2015,여자,C90,다발성 골수종,706,2.8,3.0
2015,여자,C91-C95,백혈병,1428,5.6,5.8
2015,여자,Re.C00-C96,기타 암,8362,32.8,34.4
2016,남녀전체,C00-C96,모든암,233426,456.7,511.0
2016,남녀전체,C00-C14,"입술, 구강 및 인두",3628,7.1,7.9
2016,남녀전체,C15,식도,2536,5.0,5.8
2016,남녀전체,C16,위,30824,60.3,68.6
2016,남녀전체,C18-C20,대장,28659,56.1,64.4
2016,남녀전체,C22,간,16012,31.3,35.6
2016,남녀전체,C23-C24,담낭 및 기타담도,6772,13.2,15.7
2016,남녀전체,C25,췌장,6775,13.3,15.5
2016,남녀전체,C32,후두,1189,2.3,2.7
2016,남녀전체,C33-C34,폐,26347,51.5,60.4
2016,남녀전체,C50,유방,22029,43.1,44.9
2016,남녀전체,C53,자궁경부,3636,7.1,7.5
2016,남녀전체,C54,자궁체부,2808,5.5,5.8
2016,남녀전체,C56,난소,2705,5.3,5.7
2016,남녀전체,C61,전립선,12050,23.6,27.8
2016,남녀전체,C62,고환,293,0.6,0.6
2016,남녀전체,C64,신장,5131,10.0,11.1
2016,남녀전체,C67,방광,4473,8.8,10.3
2016,남녀전체,C70-C72,뇌 및 중추신경계,2066,4.0,4.3
2016,남녀전체,C73,갑상선,26679,52.2,53.1
2016,남녀전체,C81,호지킨림프종,315,0.6,0.6
2016,남녀전체,"C82-C86,C96",비호지킨림프종,4831,9.5,10.5
2016,남녀전체,C90,다발성 골수종,1561,3.1,3.5
2016,남녀전체,C91-C95,백혈병,3447,6.7,7.2
2016,남녀전체,Re.C00-C96,기타 암,18660,36.5,41.6
2016,남자,C00-C96,모든암,122293,479.1,616.3
2016,남자,C00-C14,"입술, 구강 및 인두",2585,10.1,12.2
2016,남자,C15,식도,2280,8.9,11.9
2016,남자,C16,위,20720,81.2,102.5
2016,남자,C18-C20,대장,17001,66.6,85.5
2016,남자,C22,간,11936,46.8,58.0
2016,남자,C23-C24,담낭 및 기타담도,3537,13.9,19.5
2016,남자,C25,췌장,3436,13.5,17.7
2016,남자,C32,후두,1121,4.4,5.7
2016,남자,C33-C34,폐,18153,71.1,98.5
2016,남자,C50,유방,95,0.4,0.5
2016,남자,C53,자궁경부,0,,
2016,남자,C54,자궁체부,0,,
2016,남자,C56,난소,0,,
2016,남자,C61,전립선,12050,47.2,64.9
2016,남자,C62,고환,293,1.1,1.1
2016,남자,C64,신장,3467,13.6,15.9
2016,남자,C67,방광,3582,14.0,19.7
2016,남자,C70-C72,뇌 및 중추신경계,1128,4.4,5.1
2016,남자,C73,갑상선,5679,22.2,22.6
2016,남자,C81,호지킨림프종,205,0.8,0.9
2016,남자,"C82-C86,C96",비호지킨림프종,2808,11.0,13.4
2016,남자,C90,다발성 골수종,847,3.3,4.3
2016,남자,C91-C95,백혈병,2006,7.9,9.2
2016,남자,Re.C00-C96,기타 암,9364,36.7,47.2
2016,여자,C00-C96,모든암,111133,434.4,447.6
2016,여자,C00-C14,"입술, 구강 및 인두",1043,4.1,4.2
2016,여자,C15,식도,256,1.0,1.0
2016,여자,C16,위,10104,39.5,40.9
2016,여자,C18-C20,대장,11658,45.6,47.2
2016,여자,C22,간,4076,15.9,16.6
2016,여자,C23-C24,담낭 및 기타담도,3235,12.6,13.0
2016,여자,C25,췌장,3339,13.1,13.5
2016,여자,C32,후두,68,0.3,0.3
2016,여자,C33-C34,폐,8194,32.0,33.4
2016,여자,C50,유방,21934,85.7,88.2
2016,여자,C53,자궁경부,3636,14.2,14.5
2016,여자,C54,자궁체부,2808,11.0,11.5
2016,여자,C56,난소,2705,10.6,11.0
2016,여자,C61,전립선,0,,
2016,여자,C62,고환,0,,
2016,여자,C64,신장,1664,6.5,6.8
2016,여자,C67,방광,891,3.5,3.6
2016,여자,C70-C72,뇌 및 중추신경계,938,3.7,3.7
2016,여자,C73,갑상선,21000,82.1,83.7
2016,여자,C81,호지킨림프종,110,0.4,0.4
2016,여자,"C82-C86,C96",비호지킨림프종,2023,7.9,8.2
2016,여자,C90,다발성 골수종,714,2.8,3.0
2016,여자,C91-C95,백혈병,1441,5.6,5.8
2016,여자,Re.C00-C96,기타 암,9296,36.3,37.2
2017,남녀전체,C00-C96,모든암,237181,463.0,503.4
2017,남녀전체,C00-C14,"입술, 구강 및 인두",3756,7.3,8.0
2017,남녀전체,C15,식도,2531,4.9,5.5
2017,남녀전체,C16,위,30171,58.9,64.9
2017,남녀전체,C18-C20,대장,28769,56.2,62.2
2017,남녀전체,C22,간,15727,30.7,33.8
2017,남녀전체,C23-C24,담낭 및 기타담도,6939,13.5,15.4
2017,남녀전체,C25,췌장,7157,14.0,15.6
2017,남녀전체,C32,후두,1245,2.4,2.7
2017,남녀전체,C33-C34,폐,27581,53.8,60.6
2017,남녀전체,C50,유방,22708,44.3,45.8
2017,남녀전체,C53,자궁경부,3539,6.9,7.2
2017,남녀전체,C54,자궁체부,3016,5.9,6.2
2017,남녀전체,C56,난소,2773,5.4,5.7
2017,남녀전체,C61,전립선,13069,25.5,28.9
2017,남녀전체,C62,고환,263,0.5,0.5
2017,남녀전체,C64,신장,5432,10.6,11.4
2017,남녀전체,C67,방광,4501,8.8,9.9
2017,남녀전체,C70-C72,뇌 및 중추신경계,1990,3.9,4.1
2017,남녀전체,C73,갑상선,26843,52.4,53.0
2017,남녀전체,C81,호지킨림프종,289,0.6,0.6
2017,남녀전체,"C82-C86,C96",비호지킨림프종,4822,9.4,10.2
2017,남녀전체,C90,다발성 골수종,1650,3.2,3.6
2017,남녀전체,C91-C95,백혈병,3403,6.6,7.0
2017,남녀전체,Re.C00-C96,기타 암,19007,37.1,40.9
2017,남자,C00-C96,모든암,124800,487.9,604.9
2017,남자,C00-C14,"입술, 구강 및 인두",2689,10.5,12.4
2017,남자,C15,식도,2281,8.9,11.2
2017,남자,C16,위,20245,79.2,96.5
2017,남자,C18-C20,대장,17032,66.6,82.5
2017,남자,C22,간,11733,45.9,54.9
2017,남자,C23-C24,담낭 및 기타담도,3608,14.1,19.0
2017,남자,C25,췌장,3782,14.8,18.7
2017,남자,C32,후두,1166,4.6,5.7
2017,남자,C33-C34,폐,19016,74.3,98.1
2017,남자,C50,유방,99,0.4,0.5
2017,남자,C53,자궁경부,0,,
2017,남자,C54,자궁체부,0,,
2017,남자,C56,난소,0,,
2017,남자,C61,전립선,13069,51.1,67.2
2017,남자,C62,고환,263,1.0,1.0
2017,남자,C64,신장,3708,14.5,16.5
2017,남자,C67,방광,3623,14.2,18.9
2017,남자,C70-C72,뇌 및 중추신경계,1058,4.1,4.7
2017,남자,C73,갑상선,6170,24.1,24.3
2017,남자,C81,호지킨림프종,172,0.7,0.7
2017,남자,"C82-C86,C96",비호지킨림프종,2739,10.7,12.7
2017,남자,C90,다발성 골수종,866,3.4,4.3
2017,남자,C91-C95,백혈병,1937,7.6,8.6
2017,남자,Re.C00-C96,기타 암,9544,37.3,46.5
2017,여자,C00-C96,모든암,112381,438.1,442.5
2017,여자,C00-C14,"입술, 구강 및 인두",1067,4.2,4.2
2017,여자,C15,식도,250,1.0,1.0
2017,여자,C16,위,9926,38.7,39.0
2017,여자,C18-C20,대장,11737,45.8,45.8
2017,여자,C22,간,3994,15.6,15.6
2017,여자,C23-C24,담낭 및 기타담도,3331,13.0,12.8
2017,여자,C25,췌장,3375,13.2,13.1
2017,여자,C32,후두,79,0.3,0.3
2017,여자,C33-C34,폐,8565,33.4,33.7
2017,여자,C50,유방,22609,88.1,90.0
2017,여자,C53,자궁경부,3539,13.8,13.9
2017,여자,C54,자궁체부,3016,11.8,12.1
2017,여자,C56,난소,2773,10.8,11.0
2017,여자,C61,전립선,0,,
2017,여자,C62,고환,0,,
2017,여자,C64,신장,1724,6.7,6.9
2017,여자,C67,방광,878,3.4,3.4
2017,여자,C70-C72,뇌 및 중추신경계,932,3.6,3.6
2017,여자,C73,갑상선,20673,80.6,81.9
2017,여자,C81,호지킨림프종,117,0.5,0.5
2017,여자,"C82-C86,C96",비호지킨림프종,2083,8.1,8.2
2017,여자,C90,다발성 골수종,784,3.1,3.1
2017,여자,C91-C95,백혈병,1466,5.7,5.7
2017,여자,Re.C00-C96,기타 암,9463,36.9,36.7
2018,남녀전체,C00-C96,모든암,247251,482.0,509.3
2018,남녀전체,C00-C14,"입술, 구강 및 인두",3866,7.5,7.9
2018,남녀전체,C15,식도,2715,5.3,5.7
2018,남녀전체,C16,위,29542,57.6,61.4
2018,남녀전체,C18-C20,대장,28412,55.4,59.2
2018,남녀전체,C22,간,15904,31.0,33.1
2018,남녀전체,C23-C24,담낭 및 기타담도,7262,14.2,15.4
2018,남녀전체,C25,췌장,7704,15.0,16.2
2018,남녀전체,C32,후두,1166,2.3,2.5
2018,남녀전체,C33-C34,폐,29046,56.6,61.2
2018,남녀전체,C50,유방,23797,46.4,47.4
2018,남녀전체,C53,자궁경부,3566,7.0,7.1
2018,남녀전체,C54,자궁체부,3204,6.2,6.4
2018,남녀전체,C56,난소,2970,5.8,6.0
2018,남녀전체,C61,전립선,15068,29.4,31.9
2018,남녀전체,C62,고환,336,0.7,0.6
2018,남녀전체,C64,신장,5524,10.8,11.3
2018,남녀전체,C67,방광,4700,9.2,9.9
2018,남녀전체,C70-C72,뇌 및 중추신경계,2053,4.0,4.1
2018,남녀전체,C73,갑상선,29070,56.7,57.0
2018,남녀전체,C81,호지킨림프종,302,0.6,0.6
2018,남녀전체,"C82-C86,C96",비호지킨림프종,5257,10.2,10.8
2018,남녀전체,C90,다발성 골수종,1734,3.4,3.6
2018,남녀전체,C91-C95,백혈병,3538,6.9,7.1
2018,남녀전체,Re.C00-C96,기타 암,20515,40.0,42.6
2018,남자,C00-C96,모든암,130556,509.9,608.6
2018,남자,C00-C14,"입술, 구강 및 인두",2784,10.9,12.3
2018,남자,C15,식도,2463,9.6,11.6
2018,남자,C16,위,20027,78.2,91.8
2018,남자,C18-C20,대장,16972,66.3,79.0
2018,남자,C22,간,11850,46.3,53.9
2018,남자,C23-C24,담낭 및 기타담도,3886,15.2,19.4
2018,남자,C25,췌장,4063,15.9,19.5
2018,남자,C32,후두,1103,4.3,5.1
2018,남자,C33-C34,폐,19790,77.3,97.4
2018,남자,C50,유방,101,0.4,0.5
2018,남자,C53,자궁경부,0,,
2018,남자,C54,자궁체부,0,,
2018,남자,C56,난소,0,,
2018,남자,C61,전립선,15068,58.9,73.6
2018,남자,C62,고환,336,1.3,1.3
2018,남자,C64,신장,3855,15.1,16.9
2018,남자,C67,방광,3752,14.7,18.7
2018,남자,C70-C72,뇌 및 중추신경계,1100,4.3,4.7
2018,남자,C73,갑상선,6829,26.7,26.8
2018,남자,C81,호지킨림프종,183,0.7,0.7
2018,남자,"C82-C86,C96",비호지킨림프종,3020,11.8,13.6
2018,남자,C90,다발성 골수종,936,3.7,4.4
2018,남자,C91-C95,백혈병,2068,8.1,9.0
2018,남자,Re.C00-C96,기타 암,10370,40.5,48.7
2018,여자,C00-C96,모든암,116695,454.1,449.6
2018,여자,C00-C14,"입술, 구강 및 인두",1082,4.2,4.2
2018,여자,C15,식도,252,1.0,1.0
2018,여자,C16,위,9515,37.0,36.3
2018,여자,C18-C20,대장,11440,44.5,43.1
2018,여자,C22,간,4054,15.8,15.3
2018,여자,C23-C24,담낭 및 기타담도,3376,13.1,12.4
2018,여자,C25,췌장,3641,14.2,13.6
2018,여자,C32,후두,63,0.2,0.2
2018,여자,C33-C34,폐,9256,36.0,35.1
2018,여자,C50,유방,23696,92.2,93.2
2018,여자,C53,자궁경부,3566,13.9,13.8
2018,여자,C54,자궁체부,3204,12.5,12.7
2018,여자,C56,난소,2970,11.6,11.6
2018,여자,C61,전립선,0,,
2018,여자,C62,고환,0,,
2018,여자,C64,신장,1669,6.5,6.5
2018,여자,C67,방광,948,3.7,3.5
2018,여자,C70-C72,뇌 및 중추신경계,953,3.7,3.7
2018,여자,C73,갑상선,22241,86.5,87.7
2018,여자,C81,호지킨림프종,119,0.5,0.5
2018,여자,"C82-C86,C96",비호지킨림프종,2237,8.7,8.6
2018,여자,C90,다발성 골수종,798,3.1,3.1
2018,여자,C91-C95,백혈병,1470,5.7,5.6
2018,여자,Re.C00-C96,기타 암,10145,39.5,38.1
2019,남녀전체,C00-C96,모든암,258121,502.8,517.0
2019,남녀전체,C00-C14,"입술, 구강 및 인두",4025,7.8,8.1
2019,남녀전체,C15,식도,2890,5.6,5.8
2019,남녀전체,C16,위,29799,58.0,60.0
2019,남녀전체,C18-C20,대장,29598,57.7,59.6
2019,남녀전체,C22,간,15796,30.8,31.8
2019,남녀전체,C23-C24,담낭 및 기타담도,7443,14.5,15.1
2019,남녀전체,C25,췌장,8168,15.9,16.5
2019,남녀전체,C32,후두,1232,2.4,2.5
2019,남녀전체,C33-C34,폐,30371,59.2,61.6
2019,남녀전체,C50,유방,25077,48.8,49.4
2019,남녀전체,C53,자궁경부,3317,6.5,6.5
2019,남녀전체,C54,자궁체부,3311,6.4,6.5
2019,남녀전체,C56,난소,2943,5.7,5.8
2019,남녀전체,C61,전립선,17009,33.1,34.6
2019,남녀전체,C62,고환,328,0.6,0.6
2019,남녀전체,C64,신장,6085,11.9,12.1
2019,남녀전체,C67,방광,4974,9.7,10.1
2019,남녀전체,C70-C72,뇌 및 중추신경계,2008,3.9,4.0
2019,남녀전체,C73,갑상선,31101,60.6,60.8
2019,남녀전체,C81,호지킨림프종,309,0.6,0.6
2019,남녀전체,"C82-C86,C96",비호지킨림프종,5418,10.6,10.8
2019,남녀전체,C90,다발성 골수종,1847,3.6,3.7
2019,남녀전체,C91-C95,백혈병,3766,7.3,7.5
2019,남녀전체,Re.C00-C96,기타 암,21306,41.5,42.9
2019,남자,C00-C96,모든암,135955,530.9,609.8
2019,남자,C00-C14,"입술, 구강 및 인두",2899,11.3,12.5
2019,남자,C15,식도,2590,10.1,11.7
2019,남자,C16,위,19938,77.9,88.2
2019,남자,C18-C20,대장,17444,68.1,77.6
2019,남자,C22,간,11662,45.5,51.2
2019,남자,C23-C24,담낭 및 기타담도,3931,15.3,18.7
2019,남자,C25,췌장,4188,16.4,19.2
2019,남자,C32,후두,1163,4.5,5.2
2019,남자,C33-C34,폐,20603,80.5,97.0
2019,남자,C50,유방,114,0.4,0.5
2019,남자,C53,자궁경부,0,,
2019,남자,C54,자궁체부,0,,
2019,남자,C56,난소,0,,
2019,남자,C61,전립선,17009,66.4,79.2
2019,남자,C62,고환,328,1.3,1.2
2019,남자,C64,신장,4195,16.4,17.7
2019,남자,C67,방광,4054,15.8,19.3
2019,남자,C70-C72,뇌 및 중추신경계,1084,4.2,4.6
2019,남자,C73,갑상선,7620,29.8,29.7
2019,남자,C81,호지킨림프종,181,0.7,0.7
2019,남자,"C82-C86,C96",비호지킨림프종,3132,12.2,13.6
2019,남자,C90,다발성 골수종,1004,3.9,4.5
2019,남자,C91-C95,백혈병,2128,8.3,9.0
2019,남자,Re.C00-C96,기타 암,10688,41.7,48.4
2019,여자,C00-C96,모든암,122166,474.8,462.1
