발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X,발생위치Y,경도,위도
2023,2023-08-02 11:00,주,수,1,1,0,0,1,경기,의정부시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,959785,1967025,127.0437981,37.70190959
2023,2023-08-02 12:00,주,수,1,0,0,0,0,경기,구리시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,969667,1954540,127.1564168,37.5897592
2023,2023-08-02 14:00,주,수,1,0,0,0,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,1001943,1855254,127.5217508,36.69527225
2023,2023-08-02 14:00,주,수,1,0,0,0,0,제주,서귀포시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,924319,1489228,126.6862414,33.39201578
2023,2023-08-02 16:00,주,수,1,0,0,0,0,경남,사천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1043448,1667683,127.9761503,35.00316868
2023,2023-08-02 20:00,야,수,1,0,0,0,0,전북,정읍시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,940203,1730036,126.840143,35.56453474
2023,2023-08-02 21:00,야,수,1,0,0,0,0,울산,남구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1167098,1725645,129.3426408,35.51267246
2023,2023-08-02 22:00,야,수,1,0,0,0,0,울산,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1169375,1735824,129.3698681,35.60401746
2023,2023-08-03 00:00,야,목,1,0,0,0,0,경기,부천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,개인형이동장치(PM),없음,933852,1944482,126.7516686,37.49723025
2023,2023-08-03 08:00,주,목,1,2,2,0,0,경남,함안군,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,1082120,1702731,128.4034117,35.31676244
2023,2023-08-03 09:00,주,목,1,0,0,0,0,충북,단양군,차량단독,전복,전복,안전운전 의무 불이행,기타,기타,건설기계,없음,1075289,1880723,128.3452986,36.92186246
2023,2023-08-03 09:00,주,목,1,0,0,0,0,전북,전주시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,자전거,964900,1761719,127.1112813,35.8513778
2023,2023-08-03 15:00,주,목,1,0,0,0,0,전남,해남군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,912701,1605885,126.5497249,34.44312471
2023,2023-08-03 15:00,주,목,1,0,0,0,0,경북,영천시,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로내,화물차,없음,1126992,1776916,128.9086376,35.9807537
2023,2023-08-03 16:00,주,목,1,1,1,0,0,충북,청주시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,건설기계,개인형이동장치(PM),993563,1847731,127.4280045,36.62743306
2023,2023-08-03 18:00,야,목,1,0,0,0,0,경남,거제시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1105292,1639404,128.650261,34.74366088
2023,2023-08-03 20:00,야,목,1,3,1,1,1,경기,용인시,차대차,추돌,추돌,기타,단일로,기타단일로,승용차,농기계,975162,1921547,127.2197694,37.29253668
2023,2023-08-03 20:00,야,목,1,0,0,0,0,충남,공주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,969783,1830623,127.162707,36.47274762
2023,2023-08-03 23:00,야,목,1,0,0,0,0,경기,성남시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,967995,1939751,127.1381228,37.45640263
2023,2023-08-04 00:00,야,금,1,0,0,0,0,경남,창원시(통합),차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1095529,1684996,128.5488447,35.15567927
2023,2023-08-04 02:00,야,금,1,0,0,0,0,서울,관악구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949268,1942965,126.926165,37.4845332
2023,2023-08-04 02:00,야,금,1,0,0,0,0,인천,남동구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,건설기계,934787,1938332,126.76279,37.44186705
2023,2023-08-04 07:00,주,금,1,0,0,0,0,경남,사천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,이륜차,1054182,1660971,128.0933435,34.9421282
2023,2023-08-04 08:00,주,금,1,0,0,0,0,전남,신안군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,사륜오토바이(ATV),872881,1679206,126.1052886,35.09998648
2023,2023-08-04 11:00,주,금,1,0,0,0,0,경남,사천시,차량단독,전도,전도,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,1050840,1669063,128.0572411,35.01526737
2023,2023-08-04 12:00,주,금,1,1,0,1,0,경남,밀양시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1114725,1719217,128.764354,35.46216677
2023,2023-08-04 13:00,주,금,3,0,0,0,0,경기,가평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,985652,1977643,127.3370234,37.79838241
2023,2023-08-04 15:00,주,금,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1036111,1929175,127.9077853,37.36092376
2023,2023-08-04 19:00,야,금,1,0,0,0,0,충남,논산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,981153,1802172,127.2903108,36.21654274
2023,2023-08-04 20:00,야,금,1,0,0,0,0,충북,청주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,원동기장치자전거,995421,1858870,127.4487189,36.72786095
2023,2023-08-05 02:00,야,토,1,0,0,0,0,부산,동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,교량위,이륜차,없음,1141909,1684383,129.0578207,35.14467654
2023,2023-08-05 03:00,야,토,1,0,0,0,0,경기,파주시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,건설기계,자전거,947743,1983547,126.9060085,37.85021078
2023,2023-08-05 04:00,야,토,2,1,0,1,0,전북,군산시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,926609,1771285,126.6863698,35.93549722
2023,2023-08-05 11:00,주,토,1,4,4,0,0,경기,남양주시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,982195,1959470,127.2982009,37.63452322
2023,2023-08-05 13:00,주,토,1,1,0,1,0,경남,사천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1041117,1675006,127.950968,35.06929848
2023,2023-08-05 15:00,주,토,1,0,0,0,0,서울,강북구,차대사람,보도통행중,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,959222,1958784,127.0378723,37.62760758
2023,2023-08-05 19:00,야,토,1,2,1,1,0,경북,경산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,화물차,1117345,1758095,128.7988809,35.81231404
2023,2023-08-05 19:00,야,토,2,6,1,5,0,경남,창원시(통합),차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,1097437,1692778,128.5707101,35.22565537
2023,2023-08-06 01:00,야,일,1,0,0,0,0,서울,은평구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,949720,1956885,126.9303234,37.61002095
2023,2023-08-06 01:00,야,일,1,0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,953221,1920479,126.9722982,37.28206523
2023,2023-08-06 01:00,야,일,1,0,0,0,0,대구,동구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,원동기장치자전거,1106964,1764944,128.6849157,35.87523919
2023,2023-08-06 03:00,야,일,1,0,0,0,0,대구,달서구,차대차,측면충돌,측면충돌,안전거리 미확보,단일로,기타단일로,원동기장치자전거,승용차,1095226,1759114,128.5542107,35.82389603
2023,2023-08-06 04:00,야,일,1,0,0,0,0,경남,함안군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1073324,1699824,128.3063948,35.29123687
2023,2023-08-06 09:00,주,일,1,0,0,0,0,전남,완도군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,화물차,이륜차,913385,1575250,126.560252,34.16693887
2023,2023-08-06 15:00,주,일,1,0,0,0,0,울산,남구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,1165581,1729311,129.3266689,35.54596499
2023,2023-08-06 23:00,야,일,1,0,0,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,982222,2007887,127.2973157,38.07090955
2023,2023-08-07 07:00,주,월,1,0,0,0,0,경기,화성시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,925548,1907125,126.6614847,37.15990081
2023,2023-08-07 08:00,주,월,1,0,0,0,0,부산,부산진구,차대사람,기타,기타,신호위반,단일로,기타단일로,화물차,보행자,1138760,1686298,129.023585,35.16237782
2023,2023-08-07 11:00,주,월,1,0,0,0,0,전남,장흥군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타,화물차,없음,945015,1631014,126.8998249,34.67195576
2023,2023-08-07 14:00,주,월,1,1,0,1,0,전남,강진군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,화물차,932920,1626468,126.768174,34.63024205
2023,2023-08-07 15:00,주,월,1,0,0,0,0,전북,고창군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,보행자,927237,1715785,126.698353,35.43518248
2023,2023-08-07 17:00,주,월,1,0,0,0,0,강원,양양군,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,승용차,원동기장치자전거,1094820,2018727,128.5823838,38.16379404
2023,2023-08-07 18:00,야,월,1,0,0,0,0,경남,창녕군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1081808,1724161,128.4021307,35.50999462
2023,2023-08-07 18:00,야,월,1,0,0,0,0,인천,남동구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,931064,1937799,126.7207561,37.43679317
2023,2023-08-07 22:00,야,월,1,1,0,1,0,전남,순천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1006039,1659176,127.5661213,34.92737273
2023,2023-08-07 23:00,야,월,1,4,1,3,0,서울,용산구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,승용차,956523,1948344,127.0079059,37.53338591
2023,2023-08-07 23:00,야,월,1,0,0,0,0,전북,완주군,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,964800,1769612,127.1098249,35.92253675
2023,2023-08-08 07:00,주,화,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,939501,1952233,126.8149326,37.56747732
2023,2023-08-08 09:00,주,화,1,0,0,0,0,경북,영덕군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1169179,1819628,129.3855917,36.35921908
2023,2023-08-08 09:00,주,화,1,2,1,0,1,경남,산청군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,1030424,1721210,127.8354034,35.48629343
2023,2023-08-08 21:00,야,화,1,0,0,0,0,서울,중랑구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,962713,1956939,127.0775281,37.61112647
2023,2023-08-09 09:00,주,수,1,0,0,0,0,전남,무안군,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,사륜오토바이(ATV),890787,1680396,126.3015495,35.11281543
2023,2023-08-09 10:00,주,수,1,0,0,0,0,경기,김포시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,921623,1958684,126.6118179,37.62426832
2023,2023-08-09 10:00,주,수,1,0,0,0,0,전북,남원시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,보행자,1008895,1721155,127.5980613,35.48622378
2023,2023-08-09 11:00,주,수,1,0,0,0,0,경기,화성시,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,승용차,없음,943515,1904966,126.8639878,37.14169931
2023,2023-08-10 01:00,야,목,1,0,0,0,0,전북,전주시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,지하차도(도로)내,이륜차,승용차,961766,1764601,127.076436,35.87724434
2023,2023-08-10 02:00,야,목,1,1,1,0,0,경기,포천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,983002,2007758,127.3062114,38.06976191
2023,2023-08-10 03:00,야,목,1,0,0,0,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,968111,1891984,127.1414795,37.02584043
2023,2023-08-10 06:00,주,목,1,17,1,13,3,경기,군포시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,946833,1924981,126.8999179,37.32230072
2023,2023-08-10 10:00,주,목,1,11,2,9,0,경기,안양시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,952116,1931917,126.9590948,37.38510563
2023,2023-08-10 14:00,주,목,1,0,0,0,0,경기,이천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1010370,1900027,127.6166994,37.09882689
2023,2023-08-10 16:00,주,목,1,0,0,0,0,충북,충주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1044693,1888996,128.0022912,36.9983842
2023,2023-08-10 18:00,야,목,1,0,0,0,0,전남,해남군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,917173,1620482,126.5969797,34.57511516
2023,2023-08-10 20:00,야,목,1,0,0,0,0,광주,서구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,승용차,자전거,944451,1684539,126.8901097,35.15456349
2023,2023-08-10 21:00,야,목,1,0,0,0,0,충북,청주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,999185,1848219,127.490884,36.63185378
2023,2023-08-10 22:00,야,목,1,0,0,0,0,전북,고창군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,없음,912238,1710662,126.5336762,35.38778578
2023,2023-08-10 22:00,야,목,1,0,0,0,0,대구,동구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1103655,1773371,128.6493647,35.95155829
2023,2023-08-10 22:00,야,목,1,0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,이륜차,보행자,977764,1962384,127.2478923,37.66069155
2023,2023-08-11 06:00,주,금,1,0,0,0,0,전북,부안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,923486,1754438,126.6533675,35.78337906
2023,2023-08-11 11:00,주,금,4,1,1,0,0,충남,당진시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,916552,1890861,126.5619873,37.01255186
2023,2023-08-11 11:00,주,금,1,0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,949376,1961224,126.9261254,37.64910954
2023,2023-08-11 13:00,주,금,1,0,0,0,0,충북,충주시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,1039151,1885859,127.9398453,36.97035392
2023,2023-08-11 15:00,주,금,1,0,0,0,0,전북,익산시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,자전거,승용차,949667,1781873,126.9413104,36.03241413
2023,2023-08-11 20:00,야,금,1,0,0,0,0,전북,김제시,차대사람,횡단중,횡단중,기타,단일로,지하차도(도로)내,승용차,보행자,947802,1754373,126.9224148,35.78438631
2023,2023-08-11 21:00,야,금,1,3,0,3,0,경기,시흥시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,932975,1931854,126.7428955,37.38335123
2023,2023-08-12 09:00,주,토,1,0,0,0,0,경북,영양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1141528,1848919,129.0828862,36.62764838
2023,2023-08-12 10:00,주,토,1,3,1,2,0,경북,영덕군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1168567,1813192,129.3773817,36.30133436
2023,2023-08-12 11:00,주,토,1,1,1,0,0,대구,서구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,기타,기타,자전거,이륜차,1096778,1766031,128.5722289,35.88609797
2023,2023-08-12 17:00,주,토,1,0,0,0,0,전남,영광군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,904286,1692780,126.4482204,35.22583938
2023,2023-08-12 17:00,주,토,1,4,4,0,0,경북,안동시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,승합차,없음,1107077,1842053,128.6967094,36.57026062
2023,2023-08-12 18:00,야,토,1,0,0,0,0,경북,영양군,차대사람,횡단중,횡단중,기타,교차로,교차로부근,승용차,보행자,1142299,1849421,129.0915993,36.63205729
2023,2023-08-12 19:00,야,토,1,0,0,0,0,경북,경주시,차대사람,보도통행중,보도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1156212,1763111,129.2299234,35.85210162
2023,2023-08-12 20:00,야,토,1,0,0,0,0,충남,서천군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,927527,1794935,126.694377,36.14877026
2023,2023-08-13 02:00,야,일,1,0,0,0,0,경남,김해시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,1128934,1692490,128.9166947,35.21950366
2023,2023-08-13 03:00,야,일,1,0,0,0,0,경기,오산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,기타,기타,승합차,보행자,961591,1905422,127.0674908,37.14672702
2023,2023-08-13 14:00,주,일,1,3,3,0,0,강원,속초시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,1090790,2021511,128.5367433,38.18929602
2023,2023-08-13 15:00,주,일,1,0,0,0,0,충북,진천군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1002353,1868944,127.5263828,36.81868391
2023,2023-08-13 17:00,주,일,1,0,0,0,0,인천,서구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,터널안,승용차,보행자,925958,1946656,126.6621532,37.51622441
2023,2023-08-13 18:00,야,일,1,0,0,0,0,충남,청양군,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,937774,1828948,126.8055633,36.4561036
2023,2023-08-13 21:00,야,일,1,0,0,0,0,전북,완주군,차대차,정면충돌,정면충돌,기타,단일로,기타단일로,승용차,승용차,972210,1764706,127.1921313,35.87854326
2023,2023-08-13 22:00,야,일,1,0,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,960873,1912460,127.0590373,37.21013701
2023,2023-08-14 06:00,주,월,1,0,0,0,0,경남,창원시(통합),차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,이륜차,없음,1097914,1693032,128.5759812,35.22789884
2023,2023-08-14 09:00,주,월,1,0,0,0,0,충북,진천군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,994699,1873824,127.440529,36.86266356
2023,2023-08-14 13:00,주,월,1,2,1,1,0,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,975994,1920072,127.2292038,37.27926304
2023,2023-08-14 13:00,주,월,1,0,0,0,0,경북,영양군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1140872,1853410,129.0763767,36.66821646
2023,2023-08-14 14:00,주,월,1,0,0,0,0,경북,경주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승합차,보행자,1161808,1740718,129.2873487,35.64938989
2023,2023-08-14 17:00,주,월,1,1,0,1,0,전북,진안군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,989535,1749129,127.3842679,35.73843628
2023,2023-08-14 20:00,야,월,1,0,0,0,0,충남,청양군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,939857,1825204,126.8290985,36.42248569
2023,2023-08-14 20:00,야,월,1,0,0,0,0,전남,여수시,차대사람,횡단중,횡단중,보행자 보호의무 위반,기타,기타,승용차,보행자,1020569,1637492,127.7246784,34.73164382
2023,2023-08-15 00:00,야,화,1,0,0,0,0,울산,울주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1157624,1731044,129.2392627,35.56288119
2023,2023-08-15 01:00,야,화,1,3,0,3,0,경기,이천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,987228,1916598,127.3559864,37.24817047
2023,2023-08-15 02:00,야,화,1,0,0,0,0,서울,강동구,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,971240,1951448,127.1743554,37.56194027
2023,2023-08-15 20:00,야,화,1,1,0,1,0,경기,파주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,935585,1973435,126.7687203,37.7582986
2023,2023-08-15 23:00,야,화,1,1,1,0,0,경북,성주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1066257,1775530,128.2349015,35.97427701
2023,2023-08-16 05:00,야,수,1,0,0,0,0,경기,김포시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,919535,1966669,126.5872784,37.69605088
2023,2023-08-16 07:00,주,수,1,0,0,0,0,경남,합천군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1051078,1733996,128.063898,35.60072683
2023,2023-08-16 10:00,주,수,1,0,0,0,0,서울,도봉구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,자전거,959816,1962831,127.044381,37.66411
2023,2023-08-16 15:00,주,수,1,0,0,0,0,충북,제천시,차량단독,전도,전도,안전운전 의무 불이행,단일로,터널안,승용차,없음,1050107,1904959,128.0641999,37.14199979
2023,2023-08-16 16:00,주,수,1,0,0,0,0,제주,서귀포시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,905596,1472641,126.4866799,33.24094263
2023,2023-08-16 22:00,야,수,1,1,1,0,0,서울,영등포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,946831,1945951,126.8983853,37.51130944
2023,2023-08-16 23:00,야,수,1,0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,기타,교차로,교차로부근,승용차,보행자,958293,1917839,127.0296603,37.25851026
2023,2023-08-17 03:00,야,목,1,0,0,0,0,인천,부평구,차대사람,횡단중,횡단중,신호위반,단일로,기타단일로,승용차,보행자,932145,1943360,126.7324624,37.48699391
2023,2023-08-17 06:00,주,목,1,0,0,0,0,전북,군산시,차대사람,보도통행중,보도통행중,기타,교차로,교차로내,승용차,보행자,927240,1774279,126.6930902,35.96253571
2023,2023-08-17 10:00,주,목,1,0,0,0,0,부산,사상구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,자전거,1134557,1685688,128.9773505,35.1574507
2023,2023-08-17 14:00,주,목,1,3,0,3,0,경기,광주시,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타,승용차,승용차,978933,1937117,127.2618716,37.43297461
2023,2023-08-17 14:00,주,목,1,3,3,0,0,경북,영천시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1130153,1794745,128.9466296,36.14102934
2023,2023-08-17 17:00,주,목,1,0,0,0,0,전북,김제시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,953418,1750332,126.98479,35.74823535
2023,2023-08-17 20:00,야,목,1,0,0,0,0,경남,창녕군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1092084,1716016,128.5145105,35.43566432
2023,2023-08-17 21:00,야,목,1,0,0,0,0,대전,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,989058,1813941,127.3780957,36.32276814
2023,2023-08-18 00:00,야,금,1,0,0,0,0,충남,서산시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,특수차,보행자,901406,1865070,126.3951186,36.77863248
2023,2023-08-18 08:00,주,금,1,0,0,0,0,충남,천안시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,975166,1879213,127.2212164,36.91093103
2023,2023-08-18 08:00,주,금,1,0,0,0,0,충남,청양군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,929737,1824205,126.7163082,36.41279261
2023,2023-08-18 08:00,주,금,1,0,0,0,0,울산,울주군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,건설기계,원동기장치자전거,1145843,1728336,129.1088281,35.54027896
2023,2023-08-18 10:00,주,금,1,0,0,0,0,경기,의정부시,차대차,기타,기타,기타,교차로,교차로내,원동기장치자전거,승용차,963627,1970995,127.0871824,37.73785214
2023,2023-08-18 12:00,주,금,1,0,0,0,0,대전,중구,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,자전거,992280,1813948,127.4139918,36.32286247
2023,2023-08-18 13:00,주,금,1,0,0,0,0,충남,당진시,차대차,기타,기타,안전운전 의무 불이행,기타,기타,승용차,화물차,923746,1870068,126.6449393,36.82574481
2023,2023-08-18 16:00,주,금,1,1,1,0,0,경북,영천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,1130284,1771388,128.9442358,35.93049486
2023,2023-08-18 19:00,야,금,1,0,0,0,0,경기,평택시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,자전거,961141,1886857,127.0633837,36.9793622
2023,2023-08-18 20:00,야,금,1,7,4,3,0,경북,영천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,원동기장치자전거,1129440,1775254,128.9355128,35.96545202
2023,2023-08-18 22:00,야,금,1,0,0,0,0,충남,청양군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,937085,1830578,126.7977421,36.47075236
2023,2023-08-19 06:00,주,토,2,0,0,0,0,전남,영암군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,원동기장치자전거,896921,1639959,126.3738428,34.74889071
