의료기관기호,의료기관명,우편번호,주소,전화번호
1018446,의료법인나우리의료재단나우리요양병원,34227,대전 유성구 진잠로 164 (원내동),042-546-8275
1018448,연신내정형외과의원,3349,서울 은평구 연서로32길 3 5번지 66호,02-357-8872
1018450,씽씽한의원,6198,서울특별시 강남구  선릉로 414 (대치동) 4층,02-561-9009
1018451,휴메디병원,12009,"경기 남양주시 진접읍 금강로1521번길 1 68-5 삼흥빌딩 3,4층",031-554-8899
1018453,양산제일병원,50650,경남 양산시 동면 금오로 255 4층 (양산제일병원),055-912-2027
1018454,서울정형외과의원,3706,서울 서대문구 성산로 315 (연희동),02-334-3228
1018462,더세움병원,55019,전북 전주시 덕진구 서가재미2길 7 (인후동1가),063-243-9100
1018463,조영복한의원,58117,"전라남도 화순군 화순읍 광덕로 177 (화순읍, 숙인빌딩) 2층",061-371-7510
1018470,대경영상의학과의원,42117,대구 수성구 동대구로 311 (범어동),053-742-0100
1018473,구파발정형외과,3306,서울 은평구  진관2로 15-46 (메트로프라자9층),02-334-8275
1018474,첨단우암병원,61009,광주 북구 앰코로 6 (오룡동),062-601-2000
1018475,뿌리병원,28479,충북 청주시 청원구 내덕로 56 (내덕동) 뿌리병원,043-221-0119
1018477,올바른서울병원,5316,서울 강동구 양재대로 1525 (천호동),
1018478,대자인한의원,15360,경기 안산시 단원구 예술대학로 9 309~311호 (고잔동),031-405-5075
1018480,진주본병원,52703,"경남 진주시 진양호로 206 4,5,6호 (평거동, BYV진주평거빌딩)",055-746-5111
1018482,희망병원,51605,경남 창원시 진해구 용원로 15 (용원동),055-552-7582
1018483,의료법인청암의료재단 포항송라요양병원,37513,경북 포항시 북구 송라면 동해대로2913번길 127 (포항송라요양병원),054-250-1000
1018487,메이저요양병원,16482,경기 수원시 팔달구 경수대로565번길 51 (인계동),031-237-7700
1018490,신동기정형외과의원,49518,부산 사하구 다대로429번길 15 (다대동) 501호,051-262-1116
1018496,의료법인 서울효천의료재단 에이치플러스자립병원,8296,서울 구로구 공원로6가길 4 (구로동),070-4171-5187
1018498,에스케이제이병원,61163,광주 북구 갈마로 27 (풍향동),062-720-9114
1018499,다나은 한방병원,21414,"인천 부평구 경인로999번길 1 (부평동, 다나은한방병원)",032-523-1075
1018501,센텀요양병원,52709,경남 진주시 진주대로941번길 8 (강남동),055-795-2256
1018503,영종삼성의원,22371,"인천광역시 중구 영종대로100 (운서동, 신성하우스빌5층,502호,503호)",032-752-8275
1018504,서울으뜸정형외과의원,8559,서울 금천구 독산로 210 2층 (독산동),02-807-0111
1018507,동래우리들병원,47879,부산 동래구 충렬대로 286 (낙민동),051-559-5022
1018509,평화연합신경외과의원,41716,대구 서구 팔달로 176 2-5층 (원대동3가),053-256-0075
1018510,동해정신건강의학과의원,44691,"울산 남구 삼산로 69 (달동, 키즈쉬즈빌딩 5층)",052-261-1020
1018514,경희365한의원,54091,전북 군산시 수송동로 53 2층 (수송동),063-465-1008
1018515,사능가나한의원,12138,"경기도 남양주시 진건읍 사릉로 393 (진건읍, 지상1층 근린상가) 5호",031-573-3880
1018516,우리들병원,47710,부산 동래구 중앙대로 1523 (온천동),051-559-2201
1018524,시원병원,61949,"광주광역시 서구  상무중앙로 64 (치평동) 3,6,7,8층",062-710-5500
1018525,조은한의원,58664,"전남 목포시 비파로 95 (상동, 상이군경복지회관건물) 2층",061-284-8688
1018529,더본정형외과의원,46015,부산 기장군 정관읍 정관로 563 (광장메디컬) 301호,051-723-7600
1018533,시온요양병원,4808,서울 성동구 자동차시장1길 85 (용답동),02-2247-7272
1018538,이윤석정형외과의원,39211,경북 구미시 야은로 273 (봉곡동),054-442-8001
1018540,기쁜정형외과의원,34676,대전 동구 옥천로 148 3층 (판암동),042-271-0675
1018542,공감정신건강의학과의원,28338,충북 청주시 청원구 율봉로 141 6층 2호 (율량동),043-288-8886
1018544,오스본병원,15802,"경기 군포시 고산로 693 5, 6층 (산본동, 하나로빌딩)",031-441-2900
1018547,(의)합포의료재단 마산우리요양병원,51745,경남 창원시 마산합포구 해안대로 35 (해운동),055-220-7500
1018552,의료법인샘의료재단 청주복음병원,28648,"충북 청주시 서원구 사직대로 160 (사창동, 사창하트리움에덴)",043-264-1000
1018553,우성요양병원,15359,"경기 안산시 단원구 중앙대로 861 (고잔동, 우성요양병원)",031-599-6000
1018554,서울베스트정형외과,2440,서울 동대문구 이문로 88 민족통일 대통령 빌딩 (이문동),02-960-8001
1018556,유어스치과병원,50629,"경남 양산시 양산역로 71 (중부동, 노바메디칼센터 8,9층)",055-364-7600
1018559,새우리한방병원,61267,광주 북구 북문대로 183 (운암동),062-464-5000
1018561,노벨치과의원,8734,서울 관악구 청림6길 3 대우푸르지오상가 212 (봉천동),02-882-2754
1018565,세정한방병원,61019,광주 북구 하서로 427 3-6층 (용두동),062-710-0710
1018569,바로정형외과의원,44676,"울산 남구 중앙로 173 (신정동, 울산메디칼빌딩)",052-707-0085
1018572,의료법인 동강의료재단 동천동강병원,44495,"울산 중구 외솔큰길 215 (남외동, DK동천병원)",052-702-3114
1018573,서울오치과,51112,경상남도 창원시 의창구 북면 동전로63 (현대힐프라자) 402호,055-298-2475
1018574,의료법인어울림의료재단정성요양병원,8395,"서울특별시 구로구 남부순환로1287 (가리봉동, 2,3,5층)",02-863-8636
1018575,경북대학교치과병원,41940,"대구 중구 달구벌대로 2175 (삼덕동2가, 경북대학교치과병원)",053-600-7105
1018576,서울시원한마취통증의학과의원,8392,"서울 구로구 시흥대로 551 (구로동, 광희빌딩 6,7층)",02-1600-0075
1018582,의료법인 행복나눔의료재단,57220,전남 장성군 장성읍 역전로 171 (장성병원),061-390-9000
1018587,채움병원,37722,경북 포항시 북구 해동로 303 69-4 채움병원,054-256-2000
1018589,미르치과병원,58665,전남 목포시 백년대로 319 B L (상동),061-280-8800
1018592,통합의료진흥원전인병원,42473,대구 남구 두류공원로 77 (대명동),053-670-5939
1018597,인제한의원,8233,"서울특별시 구로구  경인로 319 (개봉동, 대림프라자) 5층 501,502호",02-2688-0702
1018599,기린마취통증의학과의원,8390,"서울특별시 구로구 디지털로26길123 (구로동, 지플러스코오롱디지털타워 제2층207호 ~ 208호) 207호",02-6737-8275
1018601,오산세종병원,18146,경기 오산시 오산로 8 (갈곶동),031-8058-6070
1018602,산돌한의원,30064,"세종  도움1로 106 (종촌동, 메가시티 508호,509호) 5층",044-865-7585
1018604,재단법인 베스티안재단 베스티안부산병원,46524,"부산 북구 화명대로 1 (화명동, 베스티안빌딩)",051-332-7575
1018612,조인트한의원,44739,울산광역시 남구  수암로 113 (신정동),052-258-7596
1018618,강북연세병원,1849,서울 노원구 동일로 996 (공릉동),02-2092-5566
1018619,이동튼튼정형외과,37678,경북 포항시 남구 포스코대로 138 5층 (대잠동),054-276-6600
1018622,청담한의원,31194,충청남도 천안시 동남구  청수6로 106-3 (청수동) 3층,041-565-7975
1018624,의료법인지원의료재단 굿모닝병원,50432,경남 밀양시 용평로5길 4-20 (용평동),055-355-9788
1018625,라파연세마취통증의학과의원,14544,경기 부천시 원미구 상동로 81 (상동) 센타프라자 6층,032-327-8119
1018628,의료법인은성의료재단좋은선린요양병원,37726,"경북 포항시 북구 대신로 27 (대신동, 좋은선린요양병원)",054-245-6102
1018629,성모바른정형외과의원,4570,"서울 중구 퇴계로 409 2층 1호 (흥인동, 흥화브라운 오피스텔)",02-2233-8875
1018630,하하정형외과,50653,경남 양산시 물금읍 증산역로 143 3층,055-372-0017
1018631,샤인e치과,7575,"서울 강서구 양천로 492 2층 206,207호 (등촌동, 길훈엔트런스빌)",02-3663-0063
1018635,경희엘피스한의원,46554,부산 북구 만덕대로 169 (덕천동),051-334-1075
1018636,한미병원,42620,대구 달서구 이곡동로 66 (이곡동),053-284-0119
1018638,의료법인우범의료재단장흥종합병원,59325,전남 장흥군 장흥읍 흥성로 74 (장흥종합병원),061-860-1114
1018642,서울정형외과의원,44629,울산 남구 굴화4길 1 2층 (무거동),052-224-2157
1018645,우리정형외과,8771,서울 관악구 난곡로 299 (신림동),02-853-1500
1018647,현풍경대연합정형외과의원,42996,"대구 달성군 현풍읍 현풍중앙로 66 3,4층",053-615-1288
1018648,도화요양병원,22138,"인천 미추홀구 경인로 302 한승미메이드상가(도화동,외1필지)",032-865-0033
1018661,청아람한방병원,54966,"전북 전주시 완산구 효자로 174 301호,401호 (효자동2가)",063-714-4800
1018662,코아한의원,51374,"경남 창원시 의창구 팔용로443번길 1 302호 (팔용동, 혜성빌딩)",055-295-1566
1018668,늘푸른신경외과의원,10915,"경기 파주시 금빛로 24-27 (금촌동, 제일메디컬)",031-943-1141
1018669,연세메디하임병원,26372,강원 원주시 문막읍 원문로 1419 (동화리 514-7),033-740-8825
1018670,현대치과의원,32421,충남 예산군 예산읍 신례원로212번길 1 (2층),041-334-1077
1018676,재단법인베스티안재단베스티안서울병원,4701,서울 성동구 왕십리로 382 (하왕십리동),02-6211-7909
1018680,마디탑정형외과의원,41779,"대구광역시 서구  달서로 187 (비산동) 2,3층",053-719-0247
1018682,(재)대한스포츠의학재단 강남나무병원,6283,"서울 강남구 영동대로 225 2~3층, 6~8층 (대치동)",070-8891-2902
1018688,수앤수병원,18611,경기 화성시 향남읍 상신하길로298번길 7-27 ,031-319-0119
1018689,현대정형외과의원,17562,경기 안성시 공도읍 승두길 59 ((만정리)),031-656-3114
1018690,(의)송은의료재단울산시티2병원,44238,울산 북구 산업로 1001 (연암동),052-280-8004
1018691,마석기독요양병원,12179,경기 남양주시 화도읍 마석중앙로 46-1 ,031-511-5800
1018692,금산한의원,32735,충남 금산군 금산읍 후곤천길 69 2층,041-751-7582
1018693,수원버팀병원,16689,"경기 수원시 영통구 영통로 195 (망포동, 골든스퀘어 상가 서관 2,3,4,6층)",1661-0032--
1018694,신태백병원,26022,강원 태백시 황지로 23 87번지 12호,033-553-9100
1018695,의료법인 새움의료재단 새움병원,8534,서울 금천구 시흥대로139길 8 (독산동),02-6959-8140
1018697,마천한의원,5756,서울특별시 송파구  마천로41길 14 (마천동) 1층,02-406-7585
1018699,성심바른치과의원,2817,"서울특별시 성북구 동소문로181 (돈암동, 2층)",02-922-2225
1018703,서울병원,51304,경남 창원시 마산회원구 3·15대로 653 (석전동),055-299-7000
1018705,청병원,5398,"서울 강동구 올림픽로 546 (성내동, G.M.F.빌딩)",02-2202-3114
1018706,이천엘리야병원,17421,경기 이천시 장호원읍 서동대로 8793 (장호원성모병원),031-642-8871
1018707,토마토의원,31110,"충남 천안시 서북구 성정공원7길 3 1층 102,103호 (성정동)",041-553-3119
1018708,조재익신경외과의원,63507,제주 서귀포시 대정읍 하모중앙로 76 (2층 조재익신경외과),064-792-1224
1018709,곽요양병원,49314,부산 사하구 낙동남로 1361 (하단동),051-207-
1018710,천사요양병원,61117,광주 북구 북문대로 18 (운암동),061-522-5004
1018718,척사랑병원,10523,경기 고양시 일산서구 중앙로 1448 (주엽동),031-922-5555
1018723,의료법인예안의료재단 큰길요양병원,11416,경기 양주시 광적면 부흥로 955-13 (광적면),031-836-4488
1018724,우리정형외과의원,47181,부산 부산진구 동평로 90 (당감동),051-898-9025
1018732,새운암병원,61261,광주 북구 북문대로 35 (운암동),062-524-8788
1018734,박종수신경외과의원,5257,"서울 강동구 구천면로 403 (명일동, 메디컬빌딩)",02-476-0199
1018738,제일요양병원,18401,"경기 화성시 효행로 990 (진안동,비젼월드) 1층~116호, 2층,3층,5층",031-526-0030
1018740,의료법인은성의료재단 좋은선린병원,37725,"경북 포항시 북구 대신로 43 (대신동, 좋은선린병원)",054-245-5347
1018742,든든한 병원,41200,대구 동구 신암로 120 (신암동),053-940-3000
1018746,미래의원,12970,"경기도 하남시 신장로170 (덕풍동, (3층))",031-793-0041
1018747,늘찬병원,2135,"서울 중랑구 동일로 643 (면목동, 화성빌딩)",070-5129-5832
1018750,소망하나로병원,61986,"광주 서구 월드컵4강로 110 (화정동, 소망산부인과)",062-600-1122
1018752,우리들정형외과의원,56159,전북 정읍시 중앙로 23 (연지동),063-531-8000
1018753,시흥한방병원,15066,경기 시흥시 중심상가4길 10-1 (정왕동),031-364-8275
1018758,연세보스톤치과의원,14241,"경기 광명시 디지털로 24 213,2호 (철산동, 철산푸르지오하늘채조합상가)",02-2686-2225
1018759,전용진정형외과의원,44719,"울산 남구 삼산로 266 5층 (삼산동, 굿모닝클리닉)",052-260-0504
1018763,마디웰정형외과의원,15240,"경기 안산시 단원구 선부광장1로 30 (선부동, 단원프라자)",031-439-5475
1018764,연수스타정형외과의원,21927,인천 연수구 먼우금로 208 (연수동),
1018767,본정형외과병원,31173,"충남 천안시 서북구 불당대로 268 (쌍용동, 천안본정형외과)",041-570-0580
1018769,참바로병원,4570,"서울 중구 다산로 258 2,3층 (흥인동, 리마크빌 동대문)",02-2234-8585
1018770,영신치과의원,48980,부산 중구 중구로 15-1 2층 (부평동1가),051-246-2877
1018771,인창대연요양병원(의료법인은경의료재단),48459,부산 남구 수영로 164 1239-19,051-774-1004
1018772,참조은병원,12756,경기도 광주시  광주대로 45 (경안동),031-881-9183
1018778,화사랑병원,51139,"경상남도 창원시 의창구  용동로83번안길 3 (사림동, 화사랑메디컬) 3,4,5층",055-602-3119
1018779,생생병원,14704,경기 부천시 소사구 경인옛로 3 501호 (소사본동),032-230-0700
1018780,연세슬기병원,4707,"서울 성동구 무학로2길 8 (도선동, 서울마이크로병원)",02-2281-0010
1018782,행복한외과병원,11932,경기 구리시 검배로 78 (수택동),031-557-7582
1018783,모아치과의원,54091,"전북 군산시  월명로 244 (수송동, 군산수송프라자 402호, 501호)",063-471-3100
1018787,미래혁신정형외과의원,41126,대구 동구 경안로 791 (각산동),053-962-1190
1018793,부천자생한방병원,14598,경기 부천시 원미구 부일로191번길 17 (상동),032-320-8715
1018795,나은정형외과의원,30100,세종특별자치시   보듬3로 143 (아름동),044-863-7579
1018798,금강요양병원,22228,인천 미추홀구 인주대로 452 (주안동) A동,032-215-7575
1018799,경희진한의원,24391,강원도 춘천시 후석로12 (석사동) 302호,033-256-7575
1018805,한빛병원,47570,부산광역시 연제구 과정로 140 (한빛메디칼센타),051-645-2400
1018806,이계남한의원,58567,"전남 무안군 삼향읍 대죽서로15번길 38 , 303호",061-262-1075
1018807,바로나은정형외과의원,21679,인천 남동구 논고개로 73 (논현동),032-442-8575
1018810,체리스마일치과의원,6614,"서울 서초구 강남대로 421 (서초동, 삼영빌딩) 4층",02-594-2888
1018811,뉴신길한의원,7395,"서울특별시 영등포구  가마산로 480 (신길동, SJ빌딩) 301호",02-761-1075
1018818,백세요양병원,34934,대전 중구 대종로 437 (대흥동),042-226-0101
1018822,오지혜서울치과의원,5710,"서울 송파구 송파대로32길 15 (가락동, 가락금호아파트) 상가동205호",02-400-1912
1018823,으뜸병원,41934,대구 중구 국채보상로 536 (수동),053-423-0110
1018824,모현한방병원,54660,"전북 익산시 고현로 57 (모현동1가, 모현한방병원)",063-721-1111
1018825,송세헌치과,11740,"경기 의정부시 추동로 43 극동.동성상가 207 (신곡동,극동아파트,동성아파트,상가)",031-848-8573
1018827,위더스요양병원,38090,경북 경주시 승삼북길 31 (용강동),054-744-0009
1018828,양주경희한의원,11492,경기 양주시 고읍로 76 2층 (광사동),031-842-7605
1018830,일산복음재활병원,10355,"경기 고양시 일산동구 고양대로 760 나동 6-10층 (중산동, 일산복음병원)",031-995-1605
1018834,의료법인유성의료재단 유성요양병원,37576,경상북도 포항시 북구  새천년대로 1135-78 (장성동),054-251-0011
1018835,예스치과의원,37773,경북 포항시 북구 중흥로 330 (죽도동),054-246-2828
1018838,강남초이스병원,8786,"서울 관악구 남부순환로 1796 2층 (봉천동, 삼호빌딩)",02-875-2200
1018840,홍승환정형외과의원,16972,"경기 용인시 기흥구 구갈로 74 (구갈동, 구갈스포츠센타) 3층",031-275-9119
1018843,워킹재활의학과의원,51495,"경남 창원시 성산구 원이대로 646 501호, 502호, 503호(상남동, 에이스빌딩)",055-263-7553
1018844,연세나은치과의원,31163,"충남 천안시 서북구 검은들1길  12 301,302호 (불당동)",041-561-2882
1018846,원주마디정형외과,26487,강원 원주시 서원대로 502 (단구동) 골드프라자 3층,033-765-0810
1018847,정준한의원,28362,충청북도 청주시 흥덕구  2순환로 1100-1 (비하동) 2층,043-232-7533
1018848,예인한방병원,62274,광주 광산구 첨단중앙로170번길 58 (쌍암동),062-974-9100
1018850,차앤정치과의원,11695,경기 의정부시 태평로 71 4층 (의정부동),031-842-2879
1018852,시민의원,13228,경기 성남시 중원구 둔촌대로 431 (상대원동),031-735-8864
1018853,새로운치과의원,5236,서울 강동구 고덕로 131 강동롯데캐슬상가 505 (암사동),02-429-7558
1018854,대구만족정형외과,42208,"대구 수성구 지범로 178 (지산동, 1층,5층전부)",053-255-8119
1018856,홍앤채정형외과의원,55024,전북 전주시 덕진구 아중로 123 (인후동1가),063-903-0600
1018857,복 정형외과,54848,"전북 전주시 덕진구 편운로 6 (여의동2가, 2층)",063-241-0900
1018859,김진욱신경외과,21949,"인천 연수구 독배로40번길 43 (옥련동, 신송빌딩)",032-831-7800
1018864,청목한의원,34989,대전광역시 중구  대둔산로 397 (산성동) 302호,042-586-2800
1018866,의료법인 토마스의료재단(윌스기념병원),16480,"경기 수원시 팔달구 경수대로 437 (인계동, 윌스기념병원)",
1018872,바른몸 한방병원,14001,"경기 안양시 만안구 안양로303번길 8 (안양동, 안양 메쎄 포스빌 501~5호)",031-360-1275
1018875,나노병원,50440,경남 밀양시 중앙로 229 (삼문동),055-353-7582
1018876,의료법인 갈렌의료재단 박병원,17784,경기 평택시 송탄로 33 (장당동),031-666-2600
1018880,(의)일민의료재단 세강병원,42736,대구 달서구 구마로 220 (송현동),053-623-2121
1018882,방병원,1861,서울특별시 노원구 공릉2동(공릉동) 680번지 10호 2층~9층,02-977-7477
1018888,기대플러스병원,10892,"경기 파주시 청암로17번길 33 (목동동, 현대메디칼프라자상가 301~306호, 401호~40)",031-540-0205
1018889,바른재활의학과,51628,"경남 창원시 진해구 충장로657번길 20 (장천동, 현대빌딩) 402호",055-552-2828
1018890,(무등의료재단)일산현대요양병원,10302,경기 고양시 일산동구 무궁화로 346 (풍동) 일산현대요양병원,031-922-7575
1018891,동국마음요양병원,10305,"경기 고양시 일산동구 숲속마을로 18 5,6,7,8층 (풍동)",031-811-9900
1018892,우리들신경외과의원,55760,전라북도 남원시  용성로 121 (동충동),063-631-3232
1018895,조은손성형외과의원,15079,"경기 시흥시 경기과기대로 219 901호 (정왕동, 길산SST 지식산업센터)",031-8063-3903
1018896,한결신경외과의원,62251,광주 광산구 신창로 124 (신창동),062-960-1100
1018898,진동한의원,51792,"경상남도 창원시 마산합포구 진동면 삼진의거대로00644-00000 (, 성원빌딩 101호)",055-271-6718
1018899,효민요양병원,21617,인천 남동구 서창남순환로216번길 46 (서창동),070-5137-8612
1018904,오산부부한의원,18135,경기 오산시 성호대로 81 (오산동),031-372-7975
1018905,바른몸정형외과의원,51746,"경남 창원시 마산합포구 월영동로 1 601,602호 (해운동, 한미메디칼센타)",055-243-4119
1018906,평택비전병원,17854,경기 평택시 비전4로 47 (비전동),031-652-6200
1018909,김완수안과의원,48266,부산 수영구 수영로 690-5 (광안동),051-714-7188
1018910,의료법인 강혜의료재단 온천사랑의요양병원,47709,부산 동래구 금강공원로 40 210-88 온천사랑의요양병원,051-500-9000
1018912,한독의원,32164,충남 태안군 안면읍 응지마을길 10 (한독의원),041-674-2217
1018914,할아버지한의원,3630,"서울 서대문구 통일로438 (홍제동, 2층)",02-3217-0163
1018915,안중한의원,4173,서울 마포구 마포대로4나길 13 (도화동),02-712-0772
1018916,바른몸한의원,28397,"충청북도 청주시 흥덕구 풍산로 18 4층 401,402호 ((가경동, 터미널타워))",043-238-3328
1018917,드림정형외과(의정부),11813,"경기 의정부시 오목로205번길 1 502, 503호 (민락동, 예스타워)",031-851-0300
1018921,익산현치과,54533,전북 익산시 황등면 황등로 121-1 (익산현치과),063-856-7528
1018924,더조은정형외과의원,11813,"경기 의정부시 천보로 56 (민락동, 해동2타워) 402호",031-853-1296
1018930,알파연합내과의원,42262,대구 수성구 달구벌대로 3099 (시지동),053-791-8700
1018931,대전자생한방병원,35262,대전 서구 문정로48번길 58 (탄방동),042-610-0406
1018934,가제트병원,61665,"광주 남구 대남대로127번길 5 (방림동, 가제트병원)",062-710-9111
1018937,조앤유치과의원,59721,전남 여수시 여서로 162 범우빌딩 4층 (여서동),061-653-2875
1018938,제주제일요양병원,63118,제주 제주시 연삼로 16 (연동),064-711-2210
1018940,본오정형외과의원,15551,경기 안산시 상록구 석호로 320 (본오동),031-437-1199
1018941,우리들치과의원,11416,경기 양주시 광적면 백은로 259 3층,031-838-2808
1018945,척재활의학과의원,54546,"전북 익산시 하나로 463 , 2층(영등동)",063-833-8339
1018948,굿정형외과,54837,전북 전주시 덕진구 송천중앙로 100 (송천동1가),063-276-5111
1018949,(의)성웅의료재단 수원요양병원,16523,경기 수원시 영통구 매영로 229 (원천동),031-640-9900
1018952,아이윤병원,44530,"울산 중구 번영로 371 3층 (학산동, 아이윤안과병원)",052-291-0087
1018957,서융치과의원,56307,전북 부안군 부안읍 번영로 165 (2층 서융치과의원),063-584-2884
1018960,공앤박정형외과의원,58752,전남 목포시 삼학로16번길 6 (상락동2가),061-240-1026
1018963,군포성모병원,15871,"경기 군포시 용호1로2번길 47-7 (당동, 미성데코플라자 1,2층)",031-394-7585
1018965,서울삼성호매실요양병원,16388,"경기 수원시 권선구 금곡로118번길 10 4층,5층,6층 (금곡동, 일담타워내)",031-295-5001
1018968,아벤스병원,13936,"경기 안양시 동안구 관평로 307 (관양동, 센추리21프라자)",031-387-2211
1018974,인천세종병원,21080,인천 계양구 계양문화로 20 (작전동),032-240-8419
1018977,바른수정형외과의원,18271,경기 화성시 남양읍 시청로 109 401호,031-357-7569
1018978,속시원곽앤이내과,42760,대구광역시 달서구  월배로 63 (진천동) 4층,053-643-3900
1018979,천안21세기병원,31100,"충남 천안시 서북구 부성6길 39-11 (두정동, SM빌딩)",
1018980,청라국제병원,22739,"인천 서구 청라에메랄드로102번길 8 401~404,407~409호 2층전체(연희동, 우성메디피아)",032-577-8275
1018981,경희미르애한의원,13558,"경기 성남시 분당구 성남대로331번길 3-3 501호 (정자동, 젤존타워III)",031-718-9763
1018982,신통연합의원,41169,대구 동구 아양로 248 (효목동),053-953-0095
1018983,성모한의원,43004,대구 달성군 현풍면 하리 246번지,053-611-5556
1018984,하나정형외과,54899,전북 전주시 덕진구 조경단로 97 (금암동),063-272-1234
1018985,새한정형외과,27603,충북 음성군 감곡면 장감로125번길 6 (새한정형외과),043-882-4555
1018988,삼성힐정형외과의원,16339,"경기 수원시 장안구 대평로 128 401호 (정자동, 파크프라자)",031-307-1001
1018989,강일병원,50905,"경남 김해시 가락로 359 (구산동, 강일병원)",055-822-0154
1018990,서부라온치과병원,42737,대구광역시 달서구  구마로 262 (송현동) 2-4층,053-629-1900
1018992,새연정형외과의원,55003,전북 전주시 덕진구 안덕원로 142 3층 6호 (진북동),063-278-
1018997,온마들 한의원,1674,"서울 노원구 동일로 1532 3층 (상계동, 거북빌딩)",02-933-7533
1019002,달려라정형외과의원,61722,광주 남구 서문대로 777 (주월동),062-226-3333
1019003,화사한 외과,44722,울산광역시 남구 삼산로 100 ((달동)),052-716-1192
1019005,광생한의원,21596,"인천광역시 남동구  장승남로 44 (만수동, 명진프라자 4층) 402호",032-471-1075
1019007,수신재한의원,47323,부산 부산진구 가야대로 464 (개금동),051-895-1124
1019012,서울대정병원,31156,충남 천안시 서북구 불당33길  18 (불당동),041-415-0001
1019013,갤러리성모정형외과의원,35230,"대전 서구 대덕대로 203 8,9층 (둔산동, 미래빌딩)",042-478-9300
1019015,바르다김인주치과,55080,전북 전주시 완산구 용머리로 38 201호 (효자동1가),063-214-2114
1019016,서울현대요양병원,5327,"서울 강동구 올림픽로 684 (천호동, 서울현대요양병원)",02-484-7588
1019017,스마일본병원,17854,경기 평택시 비전5로 37 (비전동),1644-1090
1019018,더보스톤치과병원,31156,충남 천안시 서북구 불당33길 26 (불당동) 3층,041-555-2879
1019019,김제병원,54373,전북 김제시 중앙로 55 (서암동),063-770-8275
1019022,대붕한의원,49494,부산 사하구 윤공단로14번길 54 (다대동) 2층,051-266-1075
1019023,다나은 신경외과의원,7803,서울 강서구 강서로 391 문영비즈웍스 (마곡동),02-3662-7588
1019025,더서울병원,2829,서울 성북구 아리랑로 16 3-7층 (동선동4가),02-929-2114
1019029,라이온재활요양병원,21552,"인천 남동구 경인로 520 7,8,9층 (간석동, 탑프라자2)",032-426-7575
1019031,바로정형외과내과,37578,경북 포항시 북구 침촌마을길 12-9 (장성동)바로정형외과내과,054-249-8555
1019032,바른연합정형외과의원,41975,"대구 중구 달구벌대로 1988-3 (남산동)일호빌딩 1층일부,6층7층",053-428-0009
1019033,더편한연합정형외과의원,41558,"대구 북구 팔달로 191 (노원동2가, 외1필지(372-2)1층 104,105,106)",053-283-0119
1019035,허종한의원,12909,"경기 하남시 미사강변대로226번길 14 (망월동, 예스프라자 미사) 303호",031-794-9845
1019038,정기용한의원,21972,"인천 연수구 앵고개로246번길 10 (동춘동, 대산프라자) 303호",032-812-5252
1019039,서울제이치과,7635,"서울 강서구 수명로 76 (내발산동, 서울메디스테이트빌딩) 501호",02-2667-2835
1019040,서울으뜸치과의원,18261,"경기도 화성시 남양읍 남양성지로 143 (남양읍, cms빌딩) 4층",031-357-2879
1019041,린병원,16864,경기도 용인시 수지구 상현1동 (상현동) 1186-1,031-8005-1471
1019046,서울바른척도병원,21547,"인천 남동구 구월로 233 (구월동, SJ세종프라자)",032-1522-9988
1019047,의료법인힐튼의료재단(부안솔병원),56308,전북 부안군 부안읍 석정로 170 (솔병원),063-581-3800
1019049,리더스치과,46726,"부산광역시 강서구  명지국제8로 254 (명지동, 시온프라자) 402호",051-204-2882
1019054,다나힐요양병원,31029,충남 천안시 서북구 직산읍 석양길 4 ,041-590-7777
1019056,정다운한의원,31129,"충남 천안시 동남구 대흥로 118 5층 501호 (사직동, 중앙메디컬빌딩)",041-565-3515
1019057,삼성한의원,34908,대전 중구 계룡로 856 (오류동),042-526-3358
1019063,바른생각병원,35220,대전광역시 서구 청사로 128 8층,042-337-0010
1019066,의료법인목포구암의료재단목포중앙병원,58615,전남 목포시 영산로 623 (석현동),061-280-3153
1019067,큰바위정형외과의원,21927,"인천 연수구 먼우금로188번길 12 (연수동, 이리옴3빌딩 3층 301호)",032-815-8875
1019068,바른유병원,39219,경북 구미시 역전로 28 (원평동),054-457-8676
1019073,세종가톨릭정형외과의원,30064,"세종  도움1로 106 (종촌동)401,405,406,407,408,416호",044-867-7171
1019074,죠훈신경외과의원,26465,강원 원주시 양지로 4 (반곡동),033-748-9111
1019075,염주상정형외과의원,7803,"서울 강서구 강서로 385 4층 407, 408호 (마곡동, 우성에스비타워)",02-2659-1050
1019076,필한방병원,35220,대전 서구 월평동 282번지 3호 칼릭스빌딩 4층,042-336-1020
1019077,365강서수요양병원,7516,서울 강서구 양천로 35 (방화동),02-2663-0075
1019078,이튼치과의원,15020,"경기 시흥시 함송로 24 305호 (정왕동, 세종프라자)",031-433-2804
1019079,반월정성치과의원,15434,"경기도 안산시 단원구  동산로 60 (원시동, 반월공단종합상가) 309호",031-491-0003
1019081,박재구치과,35378,"대전 서구 관저중로 98 2층 206호 (관저동, 리틀파워존)",042-541-2804
1019082,흥재침구과한의원,48075,부산광역시 해운대구  좌동순환로 173 (좌동) 4층 401호,051-703-0030
1019083,청주삼성요양병원,28790,충북 청주시 서원구 청남로 2014 (분평동)3층~8층,043-223-8124
1019084,준요양병원,47889,부산 동래구 충렬대로 372 (안락동),051-525-7711
