소매인구분,업소명,업소지번주소,업소도로명주소,업소전화번호,지정일자,영업구분,데이터기준일자
일반소매인,JESSY,충청북도 제천시 동현동 55번지 2호,충청북도 제천시 의병대로 163  (동현동),043-648-2371,2011-03-04,정상영업,2024-09-12
일반소매인,세븐일레븐 제천의림지점,충청북도 제천시 모산동 236번지 1호 (나동),충청북도 제천시 의림지로 24  (모산동.(나동)),,2011-03-03,정상영업,2024-09-12
일반소매인,칼라과수영농조합법인,충청북도 제천시 덕산면 성암리 486번지,충청북도 제천시 덕산면 월악로 2463,070-8901-3900,2011-01-21,정상영업,2024-09-12
일반소매인,이마트24 제천명동점,충청북도 제천시 명동 247-22,충청북도 제천시 용두천로 33. 1층 (명동),043-644-1668,2011-01-19,정상영업,2024-09-12
일반소매인,LH휴먼마트,충청북도 제천시 강제동 898번지 강저휴먼시아3단지 상가동 101~103호, ,043-642-4567,2011-01-19,정상영업,2024-09-12
일반소매인,훼미리마트제천청전백로점,충청북도 제천시 청전동 986번지 청전두진백로아파트 상가동 101호, ,043-653-8815,2011-01-04,정상영업,2024-09-12
구내소매인,아세아시멘트노동조합,충청북도 제천시 송학면 입석리 289번지 아세아시멘트,충청북도 제천시 송학면 송학산로 14  (아세아시멘트),043-649-5142,2010-12-20,정상영업,2024-09-12
일반소매인,(주)디지털프라자남제천점,충청북도 제천시 강제동 686번지   101호,충청북도 제천시 장평천로 5.  101호 (강제동),043-644-1900,2010-12-03,정상영업,2024-09-12
일반소매인,유안텔레콤,충청북도 제천시 화산동 205번지 13호,충청북도 제천시 의림대로 26  (화산동),043-651-0010,2010-12-03,정상영업,2024-09-12
일반소매인,없음,충청북도 제천시 남천동 242번지,충청북도 제천시 풍양로23길 28  (남천동),043-643-3632,2010-12-03,정상영업,2024-09-12
일반소매인,모산동구판장,충청북도 제천시 모산동 262번지 14호,충청북도 제천시 의림대로 447  (모산동),070-4241-7017,2010-11-30,정상영업,2024-09-12
일반소매인,제천농협하나로마트,충청북도 제천시 의림동 40번지 2호,충청북도 제천시 숭문로 92 (의림동),043-641-8040,2010-11-22,정상영업,2024-09-12
일반소매인,호광마트,충청북도 제천시 화산동 642번지 4호,충청북도 제천시 내토로41안길 31-1  (화산동),043-645-0228,2010-11-18,정상영업,2024-09-12
일반소매인,광풍건축,충청북도 제천시 화산동 673번지 2호,충청북도 제천시 숭의로 114-2  (화산동),043-644-9919,2010-09-16,정상영업,2024-09-12
일반소매인,지에스(GS)25(제천뉴운동장점),충청북도 제천시 화산동 669번지 1층,충청북도 제천시 숭의로 106. 1층 (화산동),043-643-6454,2010-09-09,정상영업,2024-09-12
일반소매인,쌍둥이슈퍼,충청북도 제천시 금성면 사곡리 251번지 3호, ,043-652-1456,2010-07-26,정상영업,2024-09-12
일반소매인,밀리터리샵 중국식품,충청북도 제천시 중앙로2가 74번지 13호,충청북도 제천시 의림대로 154  (중앙로2가),,2010-07-06,정상영업,2024-09-12
일반소매인,CJ제일제당 제천대리점,충청북도 제천시 의림동 7번지 7호,충청북도 제천시 숭문로20길 29 (의림동),043-647-2140,2010-06-21,정상영업,2024-09-12
일반소매인,대복가든,충청북도 제천시 백운면 덕동리 20번지,충청북도 제천시 백운면 구학산로 736,043-651-6668,2010-06-18,정상영업,2024-09-12
구내소매인,씨유 청전두진점,충청북도 제천시 청전동 174번지 3호,충청북도 제천시 내제로 200 (청전동),043-652-2307,2010-06-17,정상영업,2024-09-12
일반소매인,대림비앤코 구내매점,충청북도 제천시 봉양읍 주포리 1번지 3호,충청북도 제천시 봉양읍 제원로 80-50,043-648-2620,2010-06-07,정상영업,2024-09-12
구내소매인,홈마트(중앙점),충청북도 제천시 남천동 360번지,충청북도 제천시 용두천로 104  (남천동),043-642-4100,2010-06-03,정상영업,2024-09-12
일반소매인,투어스크린 골프연습장,충청북도 제천시 신월동 1347번지,충청북도 제천시 대학로11길 16-10  (신월동),043-653-0233,2010-05-04,정상영업,2024-09-12
일반소매인,대보유통(주) 제천(부산)휴게소,충청북도 제천시 봉양읍 삼거리 647-1,충청북도 제천시 봉양읍 중앙고속도로 277,043-651-7440,2010-04-07,정상영업,2024-09-12
일반소매인,웰니스푸드 농산물,충청북도 제천시 청풍면 북진리 317번지   제C동,충청북도 제천시 청풍면 청풍호로 1682. 제C동,043-646-1733,2010-03-29,정상영업,2024-09-12
일반소매인,(주)아워홈 대원대학제천점,충청북도 제천시 신월동 599번지 대원대학 대원학사동 1층호,충청북도 제천시 대학로 316. 대원학사동 1층 (신월동. 대원대학),043-649-3677,2010-03-10,정상영업,2024-09-12
일반소매인,이마트24R제천명륜점,충청북도 제천시 중앙로2가 78번지 11호,충청북도 제천시 명륜로15길 2 (중앙로2가),043-648-5403,2010-01-26,정상영업,2024-09-12
일반소매인,덕산기사식당,충청북도 제천시 덕산면 신현리 1658번지 89호, ,,2010-01-18,정상영업,2024-09-12
일반소매인,라나매점,충청북도 제천시 송학면 도화리 916번지 1호,충청북도 제천시 송학면 도화로3길 13-7,043-643-4892,2010-01-13,정상영업,2024-09-12
일반소매인,코사마트 금성점,충청북도 제천시 금성면 구룡리 436번지 26호,충청북도 제천시 금성면 청풍호로 1023,043-646-8067,2009-10-06,정상영업,2024-09-12
일반소매인,GS25제천의림점,충청북도 제천시 의림동 216번지 50호,충청북도 제천시 명륜로9길 1  (의림동),043-648-9672,2009-09-30,정상영업,2024-09-12
일반소매인,대흥상회,충청북도 제천시 봉양읍 주포리 198번지 6호 1통 3반,충청북도 제천시 봉양읍 주포로 86,043-647-4047,2009-09-23,정상영업,2024-09-12
일반소매인,명지낚시터,충청북도 제천시 명지동 336번지,충청북도 제천시 무지동길 56  (명지동),043-653-2356,2009-08-24,정상영업,2024-09-12
일반소매인,(주)해피포전,충청북도 제천시 송학면 포전리 594번지,충청북도 제천시 송학면 송학주천로9길 122,043-642-3520,2009-08-13,정상영업,2024-09-12
일반소매인,미찌코런던,충청북도 제천시 중앙로1가 111번지 7호,충청북도 제천시 의림대로 119  (중앙로1가),043-652-2500,2009-07-27,정상영업,2024-09-12
일반소매인,박달재서원휴게소,충청북도 제천시 봉양읍 원박리 981번지 3호,충청북도 제천시 봉양읍 박달로 242,043-652-3222,2009-07-27,정상영업,2024-09-12
일반소매인,오렌지 편의점,충청북도 제천시 장락동 843번지,충청북도 제천시 청전대로 204  (장락동),,2009-05-22,정상영업,2024-09-12
일반소매인,쎄븐스토아편의점,충청북도 제천시 의림동 20번지 2호,충청북도 제천시 내제로22길 2  (의림동),043-642-1909,2009-03-13,정상영업,2024-09-12
일반소매인,(주)대현유통 제천(춘천방향)휴게소,충청북도 제천시 봉양읍 삼거리 425번지,충청북도 제천시 봉양읍 월림로 317,043-652-9123,2009-01-22,정상영업,2024-09-12
일반소매인,운학에덴슈퍼,충청북도 제천시 백운면 운학리 112번지 18호,충청북도 제천시 백운면 구학산로 1014,043-651-8211,2008-12-31,정상영업,2024-09-12
일반소매인,일진글로벌 구내식당,충청북도 제천시 왕암동 1000번지,충청북도 제천시 바이오밸리1로 16  (왕암동),043-642-3697,2008-11-28,정상영업,2024-09-12
일반소매인,흙과 나무,충청북도 제천시 왕암동 566번지 2호 2통 1반,충청북도 제천시 제천북로1길 23  (왕암동),043-646-7561,2008-11-14,정상영업,2024-09-12
일반소매인,주공슈퍼,충청북도 제천시 청전동 4번지 상가1호,충청북도 제천시 청전대로15길 70  (청전동.상가1호),043-642-2998,2008-11-03,정상영업,2024-09-12
일반소매인,돈페테리아,충청북도 제천시 모산동 108번지,충청북도 제천시 세명로 41  (모산동),043-643-8727,2008-11-03,정상영업,2024-09-12
일반소매인,윤희슈퍼,충청북도 제천시 산곡동 208번지 4호,충청북도 제천시 청풍호로 323 (산곡동),043-643-4822,2008-10-09,정상영업,2024-09-12
일반소매인,물레방아휴게소,충청북도 제천시 한수면 송계리 1012번지, ,043-651-7115,2008-07-21,정상영업,2024-09-12
일반소매인,8988마트,충청북도 제천시 청전동 1029번지 1통 1반,충청북도 제천시 칠성로 24-5  (청전동),043-647-8988,2008-06-02,정상영업,2024-09-12
일반소매인,땡 벌,충청북도 제천시 영천동 500번지 13통 4반, ,043-645-9909,2008-04-25,정상영업,2024-09-12
일반소매인,하이홈 수선세탁,충청북도 제천시 청전동 134번지 5호,충청북도 제천시 칠성로11길 32  (청전동),043-651-7663,2008-04-10,정상영업,2024-09-12
일반소매인,박달재휴게소,충청북도 제천시 백운면 평동리 705번지,충청북도 제천시 백운면 박달로 231,043-647-3788,2008-04-10,정상영업,2024-09-12
일반소매인,원박,충청북도 제천시 봉양읍 원박리 262번지 6호, ,,2008-04-03,정상영업,2024-09-12
일반소매인,수산리슈퍼,충청북도 제천시 수산면 수산리 234번지 1호, ,,2008-04-02,정상영업,2024-09-12
일반소매인,롯데슈퍼제천신백가맹점,충청북도 제천시 신백동 110번지 11호 신백덕일한마음아파트 상가12동 107~108호,충청북도 제천시 탑안로4길 7. 상가12동 107~108호 (신백동.신백덕일한마음아파트),043-646-2272,2008-02-01,정상영업,2024-09-12
일반소매인,한아름마트,충청북도 제천시 덕산면 도전리 364번지 10호, ,043-644-3124,2008-01-09,정상영업,2024-09-12
일반소매인,번영슈퍼,충청북도 제천시 교동 89번지 1호 3통 1반,충청북도 제천시 칠성로 109  (교동),043-647-6536,2008-01-03,정상영업,2024-09-12
일반소매인,미미마트,충청북도 제천시 청전동 496번지 11통 3반,충청북도 제천시 청전대로4길 11 (청전동),043-652-8588,2007-11-15,정상영업,2024-09-12
일반소매인,(주)효원,충청북도 제천시 송학면 도화리 산 138번지 개나리공원묘원,충청북도 제천시 송학면 도화로 194 (개나리공원묘원),043-651-2277,2007-10-18,정상영업,2024-09-12
일반소매인,제천병원장례식장,충청북도 제천시 고암동 566번지 10호, ,043-652-4440,2007-10-11,정상영업,2024-09-12
일반소매인,씨유 청전공원점,충청북도 제천시 청전동 738번지,충청북도 제천시 의림대로31길 27 (청전동),043-647-5055,2007-10-08,정상영업,2024-09-12
일반소매인,홈마트청전점,충청북도 제천시 청전동 16번지 25호,충청북도 제천시 고암로 33  (청전동),043-644-4044,2007-09-16,정상영업,2024-09-12
일반소매인,월드마트,충청북도 제천시 장락동 1028번지 주공아파트2단지 상가 1층101호~103호,충청북도 제천시 죽하로 48-1  (장락동.주공아파트2단지 상가 1층101호~103호),043-653-6500,2007-08-31,정상영업,2024-09-12
일반소매인,신신마트,충청북도 제천시 백운면 평동리 215번지 1   호,충청북도 제천시 백운면 평동로2길 16,043-652-6053,2007-05-07,정상영업,2024-09-12
일반소매인,제천시청구내식당운영협의회,충청북도 제천시 천남동 12번지 2호,충청북도 제천시 내토로 295  (천남동),043-641-5452,2007-04-20,정상영업,2024-09-12
일반소매인,부자슈퍼,충청북도 제천시 중앙로2가 113-3,충청북도 제천시 의림대로16길 20 (중앙로2가),043-648-4545,2007-04-19,정상영업,2024-09-12
일반소매인,청전신발백화점,충청북도 제천시 청전동 584번지 9호,충청북도 제천시 고암로 45 (청전동),043-646-1271,2007-02-23,정상영업,2024-09-12
일반소매인,해동슈퍼,충청북도 제천시 남천동 1411호   ,충청북도 제천시 남산로 72  (남천동),043-642-2440,2007-01-15,정상영업,2024-09-12
일반소매인,삼거리가게,충청북도 제천시 봉양읍 삼거리 604번지 3   호   ,충청북도 제천시 봉양읍 세거리로 485,043-651-4811,2006-12-28,정상영업,2024-09-12
일반소매인,셀프25시편의점,충청북도 제천시 화산동 199번지 3   호   ,충청북도 제천시 숭의로1길 6-1  (화산동),043-644-6198,2006-11-28,정상영업,2024-09-12
일반소매인,인덕슈퍼,충청북도 제천시 교동 91-22,충청북도 제천시 용두천로20길 21 (교동),043-643-5709,2006-11-23,정상영업,2024-09-12
일반소매인,(주)이에스리조트클럽,충청북도 제천시 수산면 능강리 200번지 10  호   ,충청북도 제천시 수산면 옥순봉로 1248,043-648-0480,2006-11-17,정상영업,2024-09-12
일반소매인,롯데쇼핑(주)롯데슈퍼 청전점,충청북도 제천시 청전동 165번지 11  호,충청북도 제천시 의림대로 201 (청전동),043-652-3001,2006-11-15,정상영업,2024-09-12
일반소매인,강촌슈퍼,충청북도 제천시 봉양읍 구곡리 1329호   ,충청북도 제천시 봉양읍 의암로9길 16,043-651-4756,2006-10-26,정상영업,2024-09-12
일반소매인,알파제천점,충청북도 제천시 명동 10번지 14  호   ,충청북도 제천시 풍양로 66-1  (명동),043-645-1301,2006-09-01,정상영업,2024-09-12
일반소매인,원이네 슈퍼,충청북도 제천시 청전동 105번지 8   호   ,충청북도 제천시 의림대로33길 9  (청전동),,2006-08-28,정상영업,2024-09-12
일반소매인,기주식품,충청북도 제천시 수산면 수산리 598호   , ,043-648-3456,2006-08-03,정상영업,2024-09-12
일반소매인,청풍할인마트,충청북도 제천시 청풍면 물태리 133번지 51  호   ,충청북도 제천시 청풍면 청풍호로 2156,043-643-1115,2006-06-28,정상영업,2024-09-12
일반소매인,태림상사,충청북도 제천시 명동 199번지 3   호   ,충청북도 제천시 동명로 74  (명동),043-646-0468,2006-06-19,정상영업,2024-09-12
일반소매인,명암삼거리,충청북도 제천시 봉양읍 명암리 605번지 1   호   ,충청북도 제천시 봉양읍 명암로 461,043-653-9040,2006-06-05,정상영업,2024-09-12
일반소매인,경제슈퍼,충청북도 제천시 화산동 782호   ,충청북도 제천시 내토로36길 13  (화산동),043-647-5203,2006-04-20,정상영업,2024-09-12
일반소매인,장치미 가게,충청북도 제천시 두학동 97번지 10  호   , ,,2006-04-10,정상영업,2024-09-12
일반소매인,롯데쇼핑(주) 롯데슈퍼장락점,충청북도 제천시 장락동 632번지,충청북도 제천시 청전대로 231 (장락동),043-642-6000,2006-01-06,정상영업,2024-09-12
일반소매인,경희쇼핑,충청북도 제천시 봉양읍 미당리 834번지 1   호   ,충청북도 제천시 봉양읍 용두대로36길 5-10,043-651-2222,2005-12-23,정상영업,2024-09-12
일반소매인,씨유 제천월드컵,충청북도 제천시 명동 8번지 7   호,충청북도 제천시 의병대로13길 1 (명동),043-648-5332,2005-11-16,정상영업,2024-09-12
일반소매인,형석슈퍼,충청북도 제천시 청전동 485번지 2   호   ,충청북도 제천시 명륜로4길 11-8  (청전동),043-644-5337,2005-10-13,정상영업,2024-09-12
일반소매인,제일슈퍼,충청북도 제천시 청전동 165번지 3호,충청북도 제천시 의림대로26길 5 (청전동),,2005-08-16,정상영업,2024-09-12
일반소매인,월악매점,충청북도 제천시 한수면 송계리 801번지 5   호   ,충청북도 제천시 한수면 미륵송계로3길 50-57,043-653-3655,2005-08-01,정상영업,2024-09-12
일반소매인,배드민턴 샵,충청북도 제천시 의림동 215번지 7   호   ,충청북도 제천시 명륜로 50-1  (의림동),043-645-2468,2005-07-05,정상영업,2024-09-12
일반소매인,국제호스,충청북도 제천시 고명동 662번지 6   호   ,충청북도 제천시 단양로 3326  (고명동),043-646-3335,2005-06-03,정상영업,2024-09-12
일반소매인,정든슈퍼,충청북도 제천시 봉양읍 옥전리 199호   , ,043-651-6640,2005-05-25,정상영업,2024-09-12
일반소매인,무궁화슈퍼,충청북도 제천시 화산동 906호 무궁화통일아파트 상가  , ,043-646-3323,2005-04-21,정상영업,2024-09-12
일반소매인,금강기사식당,충청북도 제천시 송학면 도화리 293-4호   , ,043-645-1232,2005-04-21,정상영업,2024-09-12
일반소매인,푸름슈퍼,충청북도 제천시 하소동 208-8호   , ,043-643-3645,2005-04-13,정상영업,2024-09-12
일반소매인,수곡마을 마을회관구판장,충청북도 제천시 수산면 수곡리 1319호   , ,043-651-7802,2005-03-28,정상영업,2024-09-12
일반소매인,희망슈퍼,충청북도 제천시 명동 234호   ,충청북도 제천시 숭의로 13  (명동),043-646-5871,2005-03-15,정상영업,2024-09-12
일반소매인,홈마트신백점,충청북도 제천시 신백동 184번지 6   호   ,충청북도 제천시 의병대로 244  (신백동),043-651-4000,2005-03-15,정상영업,2024-09-12
일반소매인,하나로쇼핑타운 고암점,충청북도 제천시 고암동 1169번지 9   호,충청북도 제천시 용두천로 388 (고암동),043-645-1500,2005-01-28,정상영업,2024-09-12
일반소매인,제천역 맞이방점,충청북도 제천시 영천동 1381호,충청북도 제천시 의림대로 1  (영천동),043-652-3588,2005-01-26,정상영업,2024-09-12
일반소매인,초원휴게소,충청북도 제천시 모산동 238-10호   , ,043-640-5644,2005-01-15,정상영업,2024-09-12
일반소매인,풍원슈퍼,충청북도 제천시 서부동 1081호   ,충청북도 제천시 동명로5길 14  (서부동),043-642-2439,2004-11-29,정상영업,2024-09-12
일반소매인,학현리아름마을,충청북도 제천시 청풍면 학현리 286호   , ,043-647-3399,2004-08-05,정상영업,2024-09-12
일반소매인,청전하나로쇼핑타운,충청북도 제천시 청전동 33-10호   , ,043-646-7500,2004-07-08,정상영업,2024-09-12
일반소매인,월성축산,충청북도 제천시 서부동 861호   ,충청북도 제천시 내제로7길 13  (서부동),043-648-3284,2004-07-06,정상영업,2024-09-12
일반소매인,별장가든,충청북도 제천시 봉양읍 구학리 224-4번지호   , ,043-651-4772,2004-07-02,정상영업,2024-09-12
일반소매인,씨유 제천세명점,충청북도 제천시 모산동 105-1호,충청북도 제천시 세명로 60 (모산동),,2004-06-17,정상영업,2024-09-12
일반소매인,양지슈퍼,충청북도 제천시 명동 184호 3  통 5  반   ,충청북도 제천시 숭문로 14-1  (명동),043-648-1510,2004-05-11,정상영업,2024-09-12
일반소매인,마을구판장약수터,충청북도 제천시 하소동 171-2호   , ,043-643-5895,2004-04-14,정상영업,2024-09-12
일반소매인,제천정신병원구내매점식당,충청북도 제천시 천남동 355-5번지호  D , ,043-645-1081,2004-03-23,정상영업,2024-09-12
일반소매인,대림마트,충청북도 제천시 덕산면 도전리 443번지 6호   ,충청북도 제천시 덕산면 약초로3안길 5,043-642-3162,2004-03-19,정상영업,2024-09-12
일반소매인,행운복권,충청북도 제천시 의림동 24-10호   , ,043-652-1088,2004-03-16,정상영업,2024-09-12
일반소매인,대화슈퍼,충청북도 제천시 영천동 255-260호   , ,043-643-6059,2004-02-24,정상영업,2024-09-12
일반소매인,낙원휴게소,충청북도 제천시 모산동 14-3호   , ,043-643-6430,2003-12-22,정상영업,2024-09-12
일반소매인,마을구판장,충청북도 제천시 봉양읍 옥전리 664호   ,충청북도 제천시 봉양읍 옥전길 400,043-651-4289,2003-12-22,정상영업,2024-09-12
일반소매인,동신슈퍼,충청북도 제천시 서부동 167호 1통 3반   ,충청북도 제천시 풍양로 37-1  (서부동),043-643-2825,2003-12-12,정상영업,2024-09-12
일반소매인,구판장,충청북도 제천시 봉양읍 공전리 404호   , ,043-651-3040,2003-10-02,정상영업,2024-09-12
일반소매인,하소주공하이퍼,충청북도 제천시 하소동 345호   ,충청북도 제천시 용두대로23길 14  (하소동),043-643-6581,2003-09-24,정상영업,2024-09-12
일반소매인,천일마트,충청북도 제천시 장락동 460호 천일상가201-101번지  ,충청북도 제천시 내토로65길 17  (장락동.천일상가201-101번지),043-646-4652,2003-09-09,정상영업,2024-09-12
일반소매인,남제천농업협동조합(하나로마트),충청북도 제천시 수산면 수산리 694번지 7호,충청북도 제천시 수산면 월악로26길 5,043-648-5411,2003-09-02,정상영업,2024-09-12
일반소매인,두진스코아,충청북도 제천시 청전동 1101-43호 두진백로상가2호  , ,043-648-1746,2003-04-12,정상영업,2024-09-12
일반소매인,유진할인매장,충청북도 제천시 청전동 473-12호   , ,043-652-6526,2003-04-12,정상영업,2024-09-12
일반소매인,열매슈퍼,충청북도 제천시 청전동 633호   ,충청북도 제천시 고암로1길 9-1  (청전동),043-652-4339,2003-04-12,정상영업,2024-09-12
일반소매인,재화,충청북도 제천시 영천동 257-59호   , ,043-643-3818,2003-01-28,정상영업,2024-09-12
일반소매인,담배소매점,충청북도 제천시 봉양읍 공전리 416호   , ,043-651-4931,2003-01-14,정상영업,2024-09-12
일반소매인,세븐일레븐제천본점,충청북도 제천시 청전동 769호,충청북도 제천시 내제로 237 (청전동),043-648-8243,2002-09-25,정상영업,2024-09-12
일반소매인,뱃재기사식당,충청북도 제천시 고암동 163-1호   , , ,2002-09-03,정상영업,2024-09-12
일반소매인,충성클럽제천점,충청북도 제천시 명지동 산45호 (3대대)  , , ,2002-05-08,정상영업,2024-09-12
일반소매인,씨유 제천고암점,충청북도 제천시 청전동 4-95호, ,043-644-5222,2002-02-04,정상영업,2024-09-12
일반소매인,한마음마트,충청북도 제천시 봉양읍 미당리 820호,충청북도 제천시 봉양읍 용두대로36길 5-12,043-653-3435,2002-12-13,정상영업,2024-09-12
일반소매인,월드피자,충청북도 제천시 송학면 입석리 688-21호, ,043-647-8293,2002-12-03,정상영업,2024-09-12
일반소매인,월악가든,충청북도 제천시 덕산면 성암리 664-2호, ,043-645-5649,2002-08-22,정상영업,2024-09-12
일반소매인,복권왕국,충청북도 제천시 중앙로1가 77호   ,충청북도 제천시 풍양로 108  (중앙로1가),043-646-1842,2002-07-09,정상영업,2024-09-12
일반소매인,민규상회,충청북도 제천시 한수면 송계리 104호   , ,043-651-1948,2002-06-19,정상영업,2024-09-12
일반소매인,숲안슈퍼,충청북도 제천시 고명동 11-1호   , , ,2002-05-29,정상영업,2024-09-12
일반소매인,월림구판장,충청북도 제천시 금성면 월림리 232-2호   , ,043-652-5375,2002-03-27,정상영업,2024-09-12
일반소매인,순흥상회,충청북도 제천시 송학면 입석리 340-6호   , ,043-647-7369,2002-09-09,정상영업,2024-09-12
일반소매인,자라바위가든,충청북도 제천시 백운면 평동리 619호   ,충청북도 제천시 백운면 평동로5길 26,043-652-6294,2002-07-13,정상영업,2024-09-12
일반소매인,마곡구판장,충청북도 제천시 봉양읍 마곡리 569호   ,충청북도 제천시 봉양읍 국사봉로7길 14, ,2002-02-18,정상영업,2024-09-12
일반소매인,남진슈퍼,충청북도 제천시 금성면 적덕리 20-1호   , , ,2002-02-15,정상영업,2024-09-12
일반소매인,성창이용소,충청북도 제천시 중앙로2가 69-16호   , ,043-643-9389,2002-02-15,정상영업,2024-09-12
일반소매인,영진사,충청북도 제천시 백운면 평동리 592-7호   , ,043-652-5169,2002-02-06,정상영업,2024-09-12
일반소매인,세븐일레븐 제천고암두진점,충청북도 제천시 고암동 1142번지 고암두진4차아파트 201동 상가118호,충청북도 제천시 용두천로 378. 201동 상가118호 (고암동.고암두진4차아파트),043-646-7637,2001-11-05,정상영업,2024-09-12
일반소매인,신동휴게소식당,충청북도 제천시 신동 51번지 1   호   ,충청북도 제천시 내토로 134  (신동),043-645-4376,2001-09-14,정상영업,2024-09-12
일반소매인,모모닭집,충청북도 제천시 중앙로1가 34-3호   , , ,2001-08-29,정상영업,2024-09-12
일반소매인,현대매점,충청북도 제천시 청전동 39번지 1   호   ,충청북도 제천시 의림대로 284  (청전동),043-644-7575,2001-08-01,정상영업,2024-09-12
일반소매인,백로하이마트,충청북도 제천시 고암동 1100-21호   , , ,2001-07-25,정상영업,2024-09-12
일반소매인,거부순두부집,충청북도 제천시 두학동 513번지 2   호   ,충청북도 제천시 중말12길 23-18  (두학동),043-644-4254,2001-01-08,정상영업,2024-09-12
일반소매인,제천우체국,충청북도 제천시 중앙로2가 150-1호   , ,043-647-5500,2001-09-20,정상영업,2024-09-12
일반소매인,얼음골민박슈퍼,충청북도 제천시 수산면 능강리 561번지 20  호   ,충청북도 제천시 수산면 옥순봉로10길 2,043-651-6075,2000-01-28,정상영업,2024-09-12
일반소매인,통나무집상회,충청북도 제천시 덕산면 월악리 131-1호   , , ,2000-07-15,정상영업,2024-09-12
일반소매인,로즈웰마트,충청북도 제천시 신백동 209-17호   , , ,2000-06-26,정상영업,2024-09-12
일반소매인,신동미니슈퍼,충청북도 제천시 중앙로2가 72-5호   , , ,2000-04-14,정상영업,2024-09-12
일반소매인,(사)한국지체장애자협회제천,충청북도 제천시 고암동 145-13호 고암농공단지내  , ,043-644-0860,2000-04-06,정상영업,2024-09-12
일반소매인,현대매점,충청북도 제천시 봉양읍 연박리 1070-1호   , , ,2000-04-24,정상영업,2024-09-12
일반소매인,얼음골민박슈퍼,충청북도 제천시 수산면 능강리 561-20호   , , ,2000-01-28,정상영업,2024-09-12
일반소매인,경동보일러 남제천대리점,충청북도 제천시 남천동 683번지,충청북도 제천시 의병대로23길 1  (남천동), ,2000-02-15,정상영업,2024-09-12
일반소매인,양주동구판장,충청북도 제천시 덕산면 도기리 721호   ,충청북도 제천시 덕산면 도기길 175,043-651-0695,1999-07-07,정상영업,2024-09-12
일반소매인,담배소매,충청북도 제천시 의림동 261번지 15  호   ,충청북도 제천시 풍양로 51  (의림동), ,1999-03-29,정상영업,2024-09-12
일반소매인,농원식품,충청북도 제천시 화산동 301-1호   , , ,1999-11-11,정상영업,2024-09-12
일반소매인,알마트 제천 물류센터,충청북도 제천시 청전동 5-1호   , , ,1999-10-05,정상영업,2024-09-12
일반소매인,강남식당,충청북도 제천시 서부동 95-7호   , , ,1999-09-28,정상영업,2024-09-12
일반소매인,제천갈비,충청북도 제천시 청전동 966번지,충청북도 제천시 의림대로27길 30  (청전동), ,1999-08-18,정상영업,2024-09-12
일반소매인,어제보다좋은날,충청북도 제천시 수산면 내리 178-1호   , , ,1999-08-05,정상영업,2024-09-12
일반소매인,수산문구사,충청북도 제천시 수산면 수산리 614-1호   , , ,1999-06-29,정상영업,2024-09-12
일반소매인,큰덕골가든,충청북도 제천시 한수면 탄지리 465-28호   , , ,1999-04-21,정상영업,2024-09-12
일반소매인,공원휴게소,충청북도 제천시 모산동 65-2호   , , ,1999-04-09,정상영업,2024-09-12
일반소매인,골목식품,충청북도 제천시 남천동 1261호   , , ,1999-02-18,정상영업,2024-09-12
일반소매인,명천상회,충청북도 제천시 남천동 59호   , , ,1999-06-18,정상영업,2024-09-12
일반소매인,4통5반슈퍼,충청북도 제천시 명동 252-49호   , , ,1999-05-14,정상영업,2024-09-12
일반소매인,은정슈퍼,충청북도 제천시 청전동 142-23호   , , ,1998-05-11,정상영업,2024-09-12
일반소매인,진영분식슈퍼,충청북도 제천시 청전동 802호 53통 3반   ,충청북도 제천시 의림대로31나길 7  (청전동), ,1998-04-22,정상영업,2024-09-12
일반소매인,농가주택,충청북도 제천시 송학면 장곡리 34번지 2호   ,충청북도 제천시 송학면 관란정길 1-17,043 647-7028,1998-03-20,정상영업,2024-09-12
일반소매인,복흥슈퍼,충청북도 제천시 화산동 201-14호   , ,,1998-01-14,정상영업,2024-09-12
일반소매인,잡화,충청북도 제천시 고명동 646호   , , ,1998-11-10,정상영업,2024-09-12
일반소매인,담배소매,충청북도 제천시 동현동 213호   , , ,1998-12-01,정상영업,2024-09-12
일반소매인,장미슈퍼,충청북도 제천시 신백동 203-8호   , , ,1998-12-18,정상영업,2024-09-12
일반소매인,기사식당,충청북도 제천시 중앙로2가 115호   ,충청북도 제천시 용두천로 125-14  (중앙로2가), ,1998-12-24,정상영업,2024-09-12
일반소매인,진성슈퍼,충청북도 제천시 영천동 257-8호   , , ,1998-10-12,정상영업,2024-09-12
일반소매인,금성상사,충청북도 제천시 신월동 1163-35호   , , ,1998-09-02,정상영업,2024-09-12
일반소매인,고명낚시터가든,충청북도 제천시 고명동 503-4호   , , ,1998-08-29,정상영업,2024-09-12
일반소매인,개미수석농장,충청북도 제천시 덕산면 수산리 396호   ,충청북도 제천시 덕산면 월악로 1793, ,1998-06-12,정상영업,2024-09-12
일반소매인,프라임마트,충청북도 제천시 동현동 241호   ,충청북도 제천시 의병대로26길 17  (동현동), ,1998-04-14,정상영업,2024-09-12
일반소매인,제일카밧데리,충청북도 제천시 청전동 480-1호   , , ,1998-03-27,정상영업,2024-09-12
일반소매인,영양식품,충청북도 제천시 화산동 981호   ,충청북도 제천시 내토로 554  (화산동), ,1998-03-30,정상영업,2024-09-12
