구간 번호,관리청,도로 분류,대표지역,도로(노선)명,총길이(km),기점 위도(WGS84(4326)),기점 경도(WGS84(4326)),종점 위도(WGS84(4326)),종점 경도(WGS84(4326)),정북기준 도로방향 각도(x1),정북기준 도로방향 각도(y1),정북기준 도로방향 각도(기점 기준십진수 방위각)
28260-16,인천광역시(서구),구도,인천광역시 서구,서달로,0.05,37.51091696,126.6767953,37.51083573,126.6785991,-0.001803732,8.12E-05,177.4214253
45210-6,전라북도(김제시),지방도,전라북도 김제시,702호,0.5,35.857219,126.808416,35.856928,126.807949,0.000467,0.000291,31.9281206
45210-52,전라북도(김제시),지방도,전라북도 김제시,712,0.5,35.79106,126.9013,35.78888,126.90497,-0.00367,0.00218,149.2894574
47770-20,경상북도(영덕군),국지도,경상북도 영덕군,69호선,3,36.56867359,129.341422,36.56793005,129.3414886,-6.67E-05,0.000743533,95.12498329
47850-4,경상북도(칠곡군),군도,경상북도 칠곡군,군도8호선 ,7.3,35.98567,128.37864,35.99463,128.3134,0.06524,-0.00896,352.179974
48250-49,경상남도(김해시),시도,경상남도 김해시,시도,5,35.2778683,128.833997,35.2921828,128.790419,0.043578,-0.0143145,341.8156842
42000-46,강원특별자치도(도로관리사업소 북부지소),지방도,강원도 춘천시 ,지방도407호선,1.5,37.97996272,127.6773054,37.97992697,127.6914361,-0.014130702,3.58E-05,179.8550438
28720-14,인천광역시(옹진군),군도,인천광역시 옹진군,군도52호선,0.2,37.24977621,126.1148395,37.25066439,126.1153073,-0.000467787,-0.000888179,242.2250655
28260-21,인천광역시(서구),구도,인천광역시 서구,염곡로,0.1,37.50774603,126.6683811,37.50766461,126.6703569,-0.001975781,8.14E-05,177.6400782
28260-11,인천광역시(서구),광역시도,인천광역시 서구,중봉대로,0.5,37.50118615,126.6482559,37.49693297,126.6480945,0.00016141,0.004253174,87.82664114
45210-35,전라북도(김제시),시도,전라북도 김제시,12,1,35.85256,126.76259,35.84779,126.77887,-0.01628,0.00477,163.6695451
45210-37,전라북도(김제시),구국도,전라북도 김제시,1,0.1,35.77184,127.0788,35.77124,127.0664,0.0124,0.0006,2.770215797
45210-57,전라북도(김제시),시도,전라북도 김제시,23,0.4,35.81452,126.94601,35.81169,126.94859,-0.00258,0.00283,132.354203
42000-64,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 춘천시 ,지방도403호선,0.5,37.730891,127.600074,37.729424,127.594808,0.005266,0.001467,15.56675054
47940-12,경상북도(울릉군),군도,경상북도 울릉군,5호선(남서교~나발등),1.3,37.466848,130.836654,37.488543,130.835848,0.000806,-0.021695,272.1276409
28260-24,인천광역시(서구),광역시도,인천광역시 서구,거첨로(청운교),1,37.56488326,126.6206778,37.56587732,126.619376,0.0013018,-0.000994063,322.6344241
29170-36,광주광역시(북구),지방도,광주광역시 북구,서암대로,1,35.17298361,126.8853207,35.17080999,126.8963336,-0.011012897,0.002173613,168.8350462
48250-61,경상남도(김해시),시도,경상남도 김해시,시도,0.3,35.1886,128.8373,35.1886,128.8373,0,0,
45210-19,전라북도(김제시),지방도,전라북도 김제시,702호,0.4,35.845682,126.944264,35.845468,126.944554,-0.00029,0.000214,143.5752326
45210-34,전라북도(김제시),도시계획도로,전라북도 김제시,　,0.2,35.834048,126.795654,35.83852,126.80395,-0.008296,-0.004472,208.3271077
45210-56,전라북도(김제시),시도,전라북도 김제시,23,0.5,35.803,126.91434,35.80352,126.91934,-0.005,-0.00052,185.9374161
45210-63,전라북도(김제시),도시계획도로,전라북도 김제시,　,0.1,35.79649,126.86518,35.79737,126.86451,0.00067,-0.00088,307.2843264
42000-27,강원특별자치도(도로관리사업소 강릉지소),지방도,강원도 강릉시 ,지방도415호선,1.96,37.62086037,128.7728442,37.63556462,128.7782504,-0.005406243,-0.014704256,249.8132818
47940-1,경상북도(울릉군),국지도,경상북도 울릉군,90호선(울릉도 일주도로),0.8,37.477506,130.893286,37.475673,130.893905,-0.000619,0.001833,108.6597105
47770-19,경상북도(영덕군),군도,경상북도 영덕군,14호선,1,36.60693898,129.2719723,36.60857834,129.2711782,0.000794155,-0.00163936,295.8469295
28260-19,인천광역시(서구),구도,인천광역시 서구,서달로,0.05,37.50070828,126.6761724,37.50063914,126.6780247,-0.001852299,6.91E-05,177.8622758
45210-23,전라북도(김제시),일반국도,전라북도 김제시,26호,0.1,35.885272,126.974821,35.884663,126.975346,-0.000525,0.000609,130.7636052
45210-26,전라북도(김제시),지방도,전라북도 김제시,735호,0.1,35.889441,126.967356,35.889097,126.966976,0.00038,0.000344,42.15338308
45210-64,전라북도(김제시),일반국도,전라북도 김제시,29,0.1,35.78265,126.87394,35.78318,126.87467,-0.00073,-0.00053,215.9806776
47770-17,경상북도(영덕군),군도,경상북도 영덕군,18호선,3,36.34325878,129.3110507,36.34328279,129.31105,7.49E-07,-2.40E-05,271.7873856
47770-23,경상북도(영덕군),군도,경상북도 영덕군,5호선,3,36.45288935,129.385322,36.45281762,129.385379,-5.70E-05,7.17E-05,128.4871535
42000-65,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 춘천시 ,국지도70호선,0.8,37.775888,127.714199,37.780386,127.715554,-0.001355,-0.004498,253.235335
47940-8,경상북도(울릉군),군도,경상북도 울릉군,2호선(저동~봉래폭포),1.8,37.4969,130.892251,37.494344,130.907278,-0.015027,0.002556,170.3467296
47940-18,경상북도(울릉군),농어촌도로,경상북도 울릉군,205호선(간령~감을계),0.4,37.463206,130.8767,37.461079,130.874156,0.002544,0.002127,39.89848667
47940-19,경상북도(울릉군),농어촌도로,경상북도 울릉군,303호선(죽암~웃대바위),0.75,37.540503,130.890366,37.54166,130.893649,-0.003283,-0.001157,199.4135568
47840-23,경상북도(성주군),지방도,경상북도 성주군,905호선(성산~남면),2,35.9618,128.2737,36.0222,128.2692,0.0045,-0.0604,274.2608533
47840-14,경상북도(성주군),군도,경상북도 성주군,16호선(초전 동포~월항 지방),0.5,35.9952,128.2933,35.9952,128.2933,0,0,
47840-20,경상북도(성주군),고속국도,경상북도 성주군,59호선(광양~양양),9.2,35.8129,128.1641,35.7851,128.1456,0.0185,0.0278,56.35752032
47840-4,경상북도(성주군),군도,경상북도 성주군,9호선,2,37.719,127.1343,36.0096,128.1922,-1.0579,1.7094,121.7522099
47840-6,경상북도(성주군),군도,경상북도 성주군,4호선,2,35.9096,128.3366,35.9189,128.3247,0.0119,-0.0093,321.9919253
47760-14,경상북도(영양군),지방도,경상북도 영양군,지방도917호선,1,36.85932797,129.1766828,36.87812733,129.1551661,0.021516681,-0.018799354,318.8559401
47840-17,경상북도(성주군),군도,경상북도 성주군,21호선(성주읍 예산~월항 유월),1,35.9549,128.3302,35.9588,128.345,-0.0148,-0.0039,194.762617
47760-16,경상북도(영양군),지방도,경상북도 영양군,지방도917호선,3.3,36.69401648,129.2075229,36.68628433,129.2250538,-0.017530918,0.007732145,156.199756
47840-2,경상북도(성주군),고속국도,경상북도 성주군,30호선(부안~대구),1,35.9332,128.1931,35.9436,128.2104,-0.0173,-0.0104,211.012436
47840-11,경상북도(성주군),군도,경상북도 성주군,14호선(용암 상언~성주읍 성산),1.5,35.8977,128.3025,35.8879,128.3096,-0.0071,0.0098,125.9229462
47840-13,경상북도(성주군),군도,경상북도 성주군,15호선(용암 용정~고령),0.6,35.8236,128.3494,35.8236,128.3494,0,0,
47840-5,경상북도(성주군),군도,경상북도 성주군,2호선,3,35.8046,128.1503,35.7976,128.173,-0.0227,0.007,162.8618048
47760-19,경상북도(영양군),위임국도,경상북도 영양군,국도 88호선,5,36.75808053,129.23913,36.76045933,129.2968699,-0.057739913,-0.0023788,182.3591679
47840-18,경상북도(성주군),고속국도,경상북도 성주군,33호선(고성~구미),1,35.868,128.1841,35.854,128.1917,-0.0076,0.014,118.4956386
47840-10,경상북도(성주군),군도,경상북도 성주군,11호선(수륜 남은~용암 죽전),8,35.8773,128.235,35.8602,128.2251,0.0099,0.0171,59.93141718
47840-16,경상북도(성주군),군도,경상북도 성주군,20호선(남은~용암 상신),3,35.8385,128.2638,35.8075,128.2693,-0.0055,0.031,100.0606898
47840-9,경상북도(성주군),군도,경상북도 성주군,10호선(수륜 봉양~가천면 신계),4,35.8545,128.1711,35.8568,128.1027,0.0684,-0.0023,358.0741132
29000-3,광주광역시(본청),광역시도,광주광역시 광산구,무진대로,120,35.1609654,126.8188579,35.16095229,126.8156778,0.003180127,1.31E-05,0.23619202
47840-26,경상북도(성주군),군도,경상북도 성주군,6호선(송계~대봉),5,36.0463,128.2103,36.0463,128.2103,0,0,
47840-21,경상북도(성주군),고속국도,경상북도 성주군,59호선(광양~양양),6,35.9024,128.1537,35.9402,128.1533,0.0004,-0.0378,270.6062819
42750-12,강원특별자치도(영월군),농어촌도로,강원특별자치도 영월군 ,204호,1,37.11869922,128.4601434,37.11725147,128.4582727,0.001870645,0.001447754,37.73747206
47840-25,경상북도(성주군),지방도,경상북도 성주군,913호선(성주~선산),2.5,35.9988,128.2448,36.0463,128.2103,0.0345,-0.0475,305.9914963
70100-50,한국도로공사(한국도로공사),고속국도,충청북도 단양군,55호선,2,36.96248978,128.2987739,36.97851848,128.2899903,0.008783595,-0.0160287,298.7223768
41220-16,경기도(평택시),도시계획도로,경기도 평택시,은실지하차도,0.11,37.002872,127.074211,37.002467,127.073932,0.000279,0.000405,55.43747535
41390-11,경기도(시흥시),시도,경기도 시흥시,시도7호선,1,37.377058,126.788734,37.3635532,126.7850026,0.0037314,0.0135048,74.55443048
42000-66,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 춘천시 ,국지도70호선,0.6,37.790097,127.716015,37.794594,127.712551,0.003464,-0.004497,307.6067478
41410-2,경기도(군포시),시도,경기도 군포시,시도 38호선,1.04,37.34751991,126.9387516,37.35499471,126.9434365,-0.0046849,-0.0074748,237.9221907
11710-3,서울특별시(송파구),구도,서울특별시 송파구,한가람로,0.7,37.516503,127.0773624,37.51655809,127.0780743,-0.000711882,-5.51E-05,184.4245389
26260-9,부산광역시(동래구),지방도,부산광역시 동래구,구만덕로,1.8,35.21223861,129.0574966,35.20936302,129.0664134,-0.008916771,0.002875591,162.1258802
11410-2,서울특별시(서대문구),구도,서울특별시 서대문구,백련사길,0.9,37.58038073,126.9333565,37.58590243,126.9271745,0.006182036,-0.005521698,318.229271
42000-76,강원특별자치도(도로관리사업소 강릉지소),지방도,강원도 양양군 ,지방도418호선,1.3,37.98288362,128.5278005,37.99139256,128.5108776,0.016922926,-0.008508941,333.3064971
30000-15,대전광역시(건설관리본부),지방도,대전광역시 유성구,한밭대로,0.54,36.366782,127.330785,36.366808,127.32365,0.007135,-2.60E-05,359.7912146
42000-77,강원특별자치도(도로관리사업소 강릉지소),지방도,강원도 인제군 ,국지도56호선,1,38.2210861,128.4018547,38.2182391,128.4148327,-0.012978064,0.002847,167.6270084
28260-26,인천광역시(서구),구도,인천광역시 서구,검암로,0.21,37.56585803,126.6805032,37.5643311,126.6807716,-0.000268414,0.001526932,99.96994682
42000-81,강원특별자치도(도로관리사업소 북부지소),지방도,강원도 춘천시 ,국지70호선,1.9,37.9576901,127.6797195,37.96940581,127.6670752,0.01264421,-0.011715704,317.1828365
42000-78,강원특별자치도(도로관리사업소 강릉지소),지방도,강원도 강릉시 ,지방도415호선,2,37.60966493,128.7737039,37.63978212,128.7807668,-0.007062951,-0.03011719,256.801752
60300-1,국토관리청(대전청),일반국도,세종특별자치시 세종특별자치시,1호선,2,36.691905,127.156141,36.682604,127.174746,-0.018605,0.009301,153.4386445
42150-1,강원특별자치도(강릉시),지방도,강원도 강릉시,명주로,0.32,37.756968,128.886707,37.753712,128.889649,-0.002942,0.003256,132.0997892
28260-28,인천광역시(서구),구도,인천광역시 서구,도요지로,0.11,37.55869614,126.6562976,37.5584509,126.656894,-0.0005964,0.00024524,157.6474593
42000-79,강원특별자치도(도로관리사업소 강릉지소),지방도,강원도 인제군 ,지방도446호선,1.1,37.88142834,128.2538986,37.88670043,128.2444119,0.009486679,-0.005272089,330.9374936
28720-19,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.3,37.25246051,126.3071599,37.25017964,126.3101904,-0.00303056,0.002280868,143.034048
42810-3,강원특별자치도(인제군),지방도,강원도 인제군,군도5호,3,38.06961394,128.3022258,38.07054144,128.3060893,-0.00386353,-0.000927502,193.4993118
70100-15,한국도로공사(한국도로공사),고속국도,경기도 성남시,100호선,3,37.39517172,127.0648011,37.40568554,127.0944363,-0.029635247,-0.010513822,199.5333737
42810-4,강원특별자치도(인제군),지방도,강원도 인제군,군도5호,2.6,37.99776192,128.3752233,38.00189267,128.347984,0.027239297,-0.004130751,351.3769805
42150-2,강원특별자치도(강릉시),지방도,강원도 강릉시,강릉대로98번길,0.28,37.751549,128.886166,37.75383,128.880511,0.005655,-0.002281,338.0328298
28720-40,인천광역시(옹진군),군도,인천광역시 옹진군,군도33호선,1.65,37.94836359,124.6525052,37.92726429,124.6628753,-0.010370119,0.021099291,116.1737179
70100-51,한국도로공사(한국도로공사),고속국도,충청북도 단양군,55호선,1,36.99614571,128.2918918,37.00485428,128.2941624,-0.002270596,-0.008708573,255.3865531
26290-3,부산광역시(남구),지방도,부산광역시 남구,이기대공원로,0.6,35.1244808,129.1147473,35.1250987,129.1193136,-0.0045663,-0.0006179,187.7063091
42150-3,강원특별자치도(강릉시),지방도,강원도 강릉시,홍제로,0.51,37.74832,128.887273,37.754979,128.883775,0.003498,-0.006659,297.71313
42820-5,강원특별자치도(고성군),군도,강원도 고성군,군도8호선,6.62,38.214322,128.437941,38.209969,128.485594,-0.047653,0.004353,174.780638
42150-4,강원특별자치도(강릉시),지방도,강원도 강릉시,남산초교길,0.79,37.744347,128.89129,37.737488,128.888829,0.002461,0.006859,70.26208162
43730-17,충청북도(옥천군),군도,충청북도 옥천군,도농-대안,2,36.36384355,127.7056283,36.35639365,127.7159713,-0.010343016,0.0074499,144.2354293
41270-13,경기도(안산시),지방도,경기도 안산시,중앙로,0.4,37.3281194,126.7891181,37.32981047,126.7856549,0.003463258,-0.001691069,333.9742774
42150-5,강원특별자치도(강릉시),지방도,강원도 강릉시,청량학동길,0.22,37.7475295,128.9086297,37.7470606,128.9124199,-0.0037902,0.0004689,172.9475558
28720-21,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,1.5,37.25767922,126.2943483,37.26683918,126.2860997,0.008248606,-0.009159951,312.0032795
42000-72,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 횡성군 ,지방도420호선,0.9,37.500129,128.236897,37.494918,128.241832,-0.004935,0.005211,133.4417764
28260-29,인천광역시(서구),광역시도,인천광역시 서구,봉수대로(왕길고가교),1.8,37.5806537,126.6624563,37.58563412,126.6613099,0.001146447,-0.004980413,282.9631628
26290-5,부산광역시(남구),지방도,부산광역시 남구,황령대로319번가길,0.8,35.1537062,129.0886946,35.1502164,129.0897192,-0.0010246,0.0034898,106.3621591
26290-6,부산광역시(남구),지방도,부산광역시 남구,장고개로,0.9,35.1356689,129.0692632,35.1253706,129.0710092,-0.001746,0.0102983,99.6225694
28720-22,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,0.7,37.25341189,126.3044635,37.26168503,126.3064574,-0.001993894,-0.008273141,256.4496668
26320-4,부산광역시(북구),지방도,부산광역시 북구,만덕고개길,1.9,35.21481438,129.0455725,35.21619206,129.0502845,-0.004712068,-0.00137768,196.2974813
28720-23,인천광역시(옹진군),군도,인천광역시 옹진군,군도61호선,1,37.17712611,126.2538864,37.17211141,126.2591706,-0.00528423,0.005014708,136.4990828
60300-15,국토관리청(대전청),일반국도,충청북도 단양군,36호선,10.62,36.930249,128.244495,36.822343,128.599038,-0.354543,0.107906,163.072249
41270-15,경기도(안산시),지방도,경기도 안산시,산단로,0.6,37.33274317,126.7898071,37.33744557,126.7907002,-0.000893062,-0.004702403,259.2466723
41270-16,경기도(안산시),지방도,경기도 안산시,신안산대학로,0.5,37.30248493,126.806773,37.29836454,126.8053571,0.001415918,0.004120395,71.03540981
42150-6,강원특별자치도(강릉시),지방도,강원도 강릉시,연당길,0.2,37.783714,128.915504,37.781646,128.915388,0.000116,0.002068,86.7894812
11740-3,서울특별시(강동구),구도,서울특별시 강동구,구천면로,0.4,37.5491,127.1562,37.5503,127.1607,-0.0045,-0.0012,194.9314172
42820-1,강원특별자치도(고성군),지방도,강원도 고성군,군도1호선,2,38.338298,128.45437,38.330392,128.459591,-0.005221,0.007906,123.4401549
42820-4,강원특별자치도(고성군),지방도,강원도 고성군,농어촌202호선,1.3,38.504489,128.413566,38.5100974,128.3972533,0.016312686,-0.005608397,341.0267306
28720-25,인천광역시(옹진군),군도,인천광역시 옹진군,군도71호선,0.7,37.23304551,126.5372907,37.23300562,126.543063,-0.005772307,3.99E-05,179.6040062
42000-73,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 횡성군 ,지방도420호선,1.3,37.510924,128.227426,37.50201,128.234159,-0.006733,0.008914,127.0647979
29200-3,광주광역시(광산구),지방도,광주광역시 광산구,송산대교,0.3,35.153002,126.736984,35.154215,126.739944,-0.00296,-0.001213,202.2836858
43800-1,충청북도(단양군),군도,충청북도 단양군,군도1호선,1.6,36.849527,128.320856,36.865443,128.327747,-0.006891,-0.015916,246.5892922
42000-74,강원특별자치도(도로관리사업소 원주본소),지방도,강원도 횡성군 ,지방도442호선,0.6,37.479784,128.043628,37.474787,128.046742,-0.003114,0.004997,121.9300836
41170-10,경기도(안양시),지방도,경기도 안양시,덕고개 주변,0.8,37.37225944,126.9633642,37.37514539,126.9677592,-0.004395067,-0.002885945,213.2902112
26350-13,부산광역시(해운대구),지방도,부산광역시 해운대구,재반로,1.2,35.19356553,129.1300153,35.17933589,129.126207,0.003808312,0.014229639,75.01693888
42190-17,강원특별자치도(태백시),지방도,강원도 태백시,시도(피내골길),0.6,37.1261,129.0383,37.1298,129.0328,0.0055,-0.0037,326.0702026
42000-82,강원특별자치도(도로관리사업소 북부지소),지방도,강원도 춘천시 ,지방도407호선,1.5,37.97994779,127.6772211,37.97994186,127.6912897,-0.0140686,5.93E-06,179.9758441
26110-2,부산광역시(중구),지방도,부산광역시 중구,망양로,0.6,35.11590012,129.0337129,35.11174361,129.0294478,0.004265124,0.004156512,44.26111449
29200-6,광주광역시(광산구),지방도,광주광역시 광산구,원임곡고가,0.45,35.220629,126.740958,35.222557,126.73696,0.003998,-0.001928,334.2547237
26350-12,부산광역시(해운대구),지방도,부산광역시 해운대구,재반로,0.8,35.20490741,129.1259829,35.20012943,129.1316052,-0.005622307,0.004777979,139.6412726
28260-20,인천광역시(서구),구도,인천광역시 서구,율도로,0.15,37.51389348,126.6638199,37.51435638,126.6638364,-1.65E-05,-0.000462899,267.9608702
42730-3,강원특별자치도(횡성군),농어촌도로,강원도 횡성군,면도104호선,1.8,37.37715358,128.1735903,37.37707183,128.1735679,2.25E-05,8.17E-05,74.63965543
43800-3,충청북도(단양군),군도,충청북도 단양군,군도5호선,1.5,36.974648,128.286911,36.981796,128.287559,-0.000648,-0.007148,264.8200259
11440-1,서울특별시(마포구),시도,서울특별시 마포구,월드컵북로,0.28,37.5682676,126.9057509,37.5687512,126.9048712,0.0008797,-0.0004836,331.2009587
70100-2,한국도로공사(한국도로공사),고속국도,경기도 안양시,15호선,1,37.4032528,126.8773216,37.40793347,126.8869296,-0.009608082,-0.004680672,205.9734857
42150-9,강원특별자치도(강릉시),지방도,강원도 강릉시,모산로,1.2,37.7364873,128.9088961,37.730696,128.90071,0.0081861,0.0057913,35.27770072
42110-2,강원특별자치도(춘천시),지방도,강원도 춘천시,군도3호선,1,37.78798,127.684916,37.781626,127.678893,0.006023,0.006354,46.53190464
28720-26,인천광역시(옹진군),군도,인천광역시 옹진군,군도73호선,0.5,37.2810914,126.4619676,37.28070656,126.4661628,-0.004195173,0.000384845,174.7586282
26380-4,부산광역시(사하구),지방도,부산광역시 사하구,다대로,1.2,35.101366,128.97636,35.10082627,128.9763714,-1.14E-05,0.000539726,91.21129759
42730-4,강원특별자치도(횡성군),농어촌도로,강원도 횡성군,면도104호선,1.2,37.53306359,128.2343534,37.53306017,128.2335984,0.000755062,3.42E-06,0.259263875
70100-110,한국도로공사(한국도로공사),고속국도,광주광역시 광산구,12호선,2.54,35.14695498,126.7587083,35.15951267,126.7813256,-0.022617322,-0.01255769,209.0401051
42110-3,강원특별자치도(춘천시),지방도,강원도 춘천시,군도3호선,1.8,37.781626,127.678893,37.77679,127.660906,0.017987,0.004836,15.04872367
41590-17,경기도(화성시),시도,경기도 화성시,병점육교,0.4,37.20791837,127.0271287,37.2100966,127.0329133,-0.005784639,-0.002178228,200.6340585
60300-19,국토관리청(대전청),일반국도,충청북도 영동군,4호선,1,36.203457,127.730512,36.201185,127.741034,-0.010522,0.002272,167.8152792
41210-1,경기도(광명시),시도,경기도 광명시,서독로,0.3,37.41534834,126.8746475,37.41570995,126.8783652,-0.0037177,-0.00036161,185.5555198
42730-5,강원특별자치도(횡성군),군도,강원도 횡성군,군도4호선,0.6,37.56635973,128.0676164,37.5663054,128.0667843,0.000832142,5.43E-05,3.735631247
30110-12,대전광역시(동구),지방도,대전광역시 동구,백룡로 48번길,0.05,36.33377017,127.4510783,36.3333942,127.4507403,0.000337958,0.000375968,48.04758658
11440-4,서울특별시(마포구),시도,서울특별시 마포구,백범로,0.5,37.5432242,126.9493873,37.5417828,126.9562413,-0.006854,0.0014414,168.1237287
41460-64,경기도(용인시),일반국도,경기도 용인시,43(죽전동 대지고개),1.35,37.3269159,127.1287554,37.32807183,127.1380365,-0.009281082,-0.001155933,187.0994689
41220-19,경기도(평택시),도시계획도로,경기도 평택시,중앙지하차도,0.71,37.049754,127.059897,37.058441,127.062915,-0.003018,-0.008687,250.8419715
47720-4,대구광역시(군위군),군도,경상북도 군위군,군도10호선,2,36.125179,128.720429,36.135864,128.739785,-0.019356,-0.010685,208.8998048
28720-27,인천광역시(옹진군),군도,인천광역시 옹진군,군도73호선,0.3,37.27641289,126.4537162,37.28101301,126.4621127,-0.008396481,-0.00460012,208.7166987
41590-20,경기도(화성시),지방도,경기도 화성시,무봉교,0.8,37.20606097,127.1275513,37.19084605,127.1306906,-0.003139249,0.015214917,101.6580738
30000-23,대전광역시(건설관리본부),지방도,대전광역시 중구,대종로,0.5,36.340657,127.410973,36.344623,127.404865,0.006108,-0.003966,327.0038374
43740-8,충청북도(영동군),군도,충청북도 영동군,군도23호선,1.75,36.05461285,127.6597439,36.03907693,127.6659666,-0.006222667,0.01553592,111.8277895
28720-28,인천광역시(옹진군),군도,인천광역시 옹진군,군도74호선,0.7,37.25555577,126.4832844,37.25515003,126.4797027,0.003581764,0.000405737,6.462832447
41270-23,경기도(안산시),도시계획도로,경기도 안산시,순환로,0.5,37.342844,126.843989,37.34355,126.839787,0.004202,-0.000706,350.4625155
42110-5,강원특별자치도(춘천시),지방도,강원도 춘천시,군도3호선,1,37.759148,127.645389,37.750703,127.652595,-0.007206,0.008445,130.4736611
42730-6,강원특별자치도(횡성군),농어촌도로,강원도 횡성군,면도105호선,1.2,37.46224739,128.0474964,37.46168854,128.0479839,-0.00048749,0.000558846,131.0986791
42110-6,강원특별자치도(춘천시),지방도,강원도 춘천시,군도3호선,1.2,37.746423,127.645134,37.7422507,127.634863,0.010271,0.0041723,22.10804181
30000-29,대전광역시(건설관리본부),지방도,대전광역시 중구,대둔산로,0.1,36.306466,127.386865,36.308296,127.387539,-0.000674,-0.00183,249.7809444
11440-6,서울특별시(마포구),시도,서울특별시 마포구,성산로,0.27,37.5603997,126.8953108,37.561813,126.900251,-0.0049402,-0.0014133,195.9648478
41280-3,경기도(고양시),지방도,경기도 고양시,지방도363우회,1,37.67417843,126.8644155,37.67591999,126.874326,-0.009910457,-0.001741563,189.9668168
28720-30,인천광역시(옹진군),군도,인천광역시 옹진군,군도13호선,0.3,37.5280012,126.4614843,37.52724442,126.4655065,-0.004022206,0.000756785,169.344273
43745-1,충청북도(증평군),군도,충청북도 증평군,군도1호선,1.6,36.71574767,127.6378032,36.70753381,127.6297465,0.008056704,0.008213864,45.55341037
60100-10,국토관리청(서울청),일반국도,경기도 광주시,43호선,1,37.465796,127.244917,37.462831,127.253151,-0.008234,0.002965,160.1964421
70100-46,한국도로공사(한국도로공사),고속국도,충청북도 진천군,35호선,3,36.79618449,127.5073925,36.81738103,127.4910263,0.016366215,-0.021196539,307.6723523
28720-33,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,1,37.53318195,126.4279087,37.53664179,126.4197234,0.008185329,-0.003459833,337.08685
28720-34,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,0.5,37.53316507,126.4278867,37.52750587,126.4277839,0.000102832,0.005659201,88.95900631
41280-4,경기도(고양시),지방도,경기도 고양시,서울외곽우회,1,37.71814243,126.9230872,37.71467507,126.909599,0.013488217,0.003467364,14.41664955
60300-22,국토관리청(대전청),일반국도,충청북도 진천군,21호선,4,36.860678,127.438326,36.833913,127.413316,0.02501,0.026765,46.94139272
26380-8,부산광역시(사하구),지방도,부산광역시 사하구,까치고개로,0.2,35.104527,129.007671,35.104724,129.009481,-0.00181,-0.000197,186.2116092
60100-12,국토관리청(서울청),일반국도,경기도 광주시,45호선,1.44,37.451109,127.263208,37.369884,127.244813,0.018395,0.081225,77.23949269
42730-7,강원특별자치도(횡성군),군도,강원도 횡성군,군도2호선,1.2,37.49998123,128.0080082,37.50007523,128.0084592,-0.000451,-9.40E-05,191.7733579
42730-8,강원특별자치도(횡성군),군도,강원도 횡성군,군도2호선,1,37.50627691,128.0156245,37.50606414,128.0151674,0.000457072,0.000212777,24.96302003
41220-23,경기도(평택시),도시계획도로,경기도 평택시,목천지하차도,0.07,37.086086,127.056978,37.086402,127.056417,0.000561,-0.000316,330.608315
28260-14,인천광역시(서구),광역시도,인천광역시 서구,중봉대로(신북항고가교),0.55,37.50124287,126.6482419,37.49692306,126.6480205,0.000221445,0.004319803,87.06542589
41280-6,경기도(고양시),지방도,경기도 고양시,국지도78우회,0.6,37.74722768,126.9123452,37.74579564,126.913194,-0.000848848,0.001432046,120.6574265
70100-71,한국도로공사(한국도로공사),고속국도,대전광역시 중구,300호선,1,36.27816359,127.4230108,36.27828215,127.4341065,-0.011095746,-0.000118562,180.6122025
26350-11,부산광역시(해운대구),지방도,부산광역시 해운대구,반송순환로,1.1,35.22524668,129.1502532,35.21971567,129.1535285,-0.003275202,0.005531005,120.6320313
26380-1,부산광역시(사하구),지방도,부산광역시 사하구,대티로,1,35.10617262,129.0072055,35.106851,129.007833,-0.000627454,-0.000678376,227.2331842
30140-7,대전광역시(중구),지방도,대전광역시 중구,산서로,1.5,36.269929,127.401067,36.263088,127.398155,0.002912,0.006841,66.94206077
26380-5,부산광역시(사하구),지방도,부산광역시 사하구,제석로,1.6,35.107394,128.976046,35.115462,128.989095,-0.013049,-0.008068,211.727877
42150-7,강원특별자치도(강릉시),지방도,강원도 강릉시,강릉대로419번길,0.5,37.7735303,128.8975714,37.774628,128.906136,-0.0085646,-0.0010977,187.3036163
28720-37,인천광역시(옹진군),군도,인천광역시 옹진군,군도11호선,0.8,37.53151192,126.3501325,37.5317953,126.3463017,0.00383078,-0.000283375,355.7693561
28720-38,인천광역시(옹진군),농어촌도로,인천광역시 옹진군,면도114호선,1,37.54887446,126.3281008,37.54894421,126.3280211,7.96E-05,-6.98E-05,318.7870853
26380-14,부산광역시(사하구),지방도,부산광역시 사하구,다대로,0.4,35.0650817,128.9799556,35.0614781,128.9772624,0.002693244,0.003603601,53.22645649
42190-20,강원특별자치도(태백시),지방도,강원도 태백시,시도(문예길),0.3,37.1687,128.9892,37.1691,128.9871,0.0021,-0.0004,349.2157021
